machine	theorem	file	tier	method	n	t	contexts
0RB---_1LA1RC_1LD0RC_0LD0LA	nqh_0RBXXX_1LA1RC_1LD0RC_0LD0LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	94
0RB---_1LA1RC_1LD0RC_0LD1LA	nqh_0RBXXX_1LA1RC_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	73
0RB---_1RC---_1LD0RC_0LD0LA	nqh_0RBXXX_1RCXXX_1LD0RC_0LD0LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	99
0RB---_1RC0LA_1LD0RC_0LD1LA	nqh_0RBXXX_1RC0LA_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	83
0RB---_1RC1RC_1LD0RC_0LD1LA	nqh_0RBXXX_1RC1RC_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	69
0RB---_1RC1RD_0LC1LA_1LC0RD	nqh_0RBXXX_1RC1RD_0LC1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	84
0RB0LA_1LC1RB_0RD0LC_1RD1LA	nqh_0RB0LA_1LC1RB_0RD0LC_1RD1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	107
0RB0LA_1RC0LD_1LA0RC_1LD1RB	nqh_0RB0LA_1RC0LD_1LA0RC_1LD1RB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	291
0RB0LA_1RC1LC_0LC1RD_1LA0RD	nqh_0RB0LA_1RC1LC_0LC1RD_1LA0RD	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	197
0RB0LA_1RC1LD_1LA0RC_0LD0LA	nqh_0RB0LA_1RC1LD_1LA0RC_0LD0LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	119
0RB0LA_1RC1LD_1LA0RC_0LD1RC	nqh_0RB0LA_1RC1LD_1LA0RC_0LD1RC	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	103
0RB0LA_1RC1RB_0LD0RC_1LD1LA	nqh_0RB0LA_1RC1RB_0LD0RC_1LD1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	263
0RB0LB_1LC1RA_0LD0LC_1RD1LB	nqh_0RB0LB_1LC1RA_0LD0LC_1RD1LB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	183
0RB0LC_1LA1LC_0RD0LA_1RD1RB	nqh_0RB0LC_1LA1LC_0RD0LA_1RD1RB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	122
0RB0LC_1LA1LC_1RD0LC_0RD1LA	nqh_0RB0LC_1LA1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	79
0RB0LC_1LA1RB_0RD0LA_1RD1LB	nqh_0RB0LC_1LA1RB_0RD0LA_1RD1LB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	131
0RB0LC_1LA1RB_0RD0LA_1RD1RB	nqh_0RB0LC_1LA1RB_0RD0LA_1RD1RB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	109
0RB0LC_1LC0LA_1RD0LC_0RD1LA	nqh_0RB0LC_1LC0LA_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	87
0RB0LC_1LC0LA_1RD1RB_0RD1LA	nqh_0RB0LC_1LC0LA_1RD1RB_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	115
0RB0LC_1LC1LA_0RD0LA_1RD1RB	nqh_0RB0LC_1LC1LA_0RD0LA_1RD1RB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	89
0RB0LC_1LC1LC_1RD0LC_0RD1LA	nqh_0RB0LC_1LC1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	75
0RB0LC_1LC1RB_0RD0LA_1RD1RB	nqh_0RB0LC_1LC1RB_0RD0LA_1RD1RB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	73
0RB0LC_1RC1RD_0LC1LA_1LB0RD	nqh_0RB0LC_1RC1RD_0LC1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	109
0RB0LD_1LC1LD_0RC1LA_1RC0LD	nqh_0RB0LD_1LC1LD_0RC1LA_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	83
0RB0RB_1LC1RA_0LD0LC_1RD1LB	nqh_0RB0RB_1LC1RA_0LD0LC_1RD1LB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	155
0RB1LA_1LC1RB_1RD0LC_0RD0LA	nqh_0RB1LA_1LC1RB_1RD0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	177
0RB1LB_1RC1LD_1LA0RC_0LD0RB	nqh_0RB1LB_1RC1LD_1LA0RC_0LD0RB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	67
0RB1LC_1LA0LC_1RB1RD_0RD0LA	nqh_0RB1LC_1LA0LC_1RB1RD_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	125
0RB1LC_1LA1RC_0LC1RD_1RB0RD	nqh_0RB1LC_1LA1RC_0LC1RD_1RB0RD	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	155
0RB1LC_1RC1RD_0LC1LA_1LB0RD	nqh_0RB1LC_1RC1RD_0LC1LA_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	115
0RB1LC_1RC1RD_0LC1LB_1LA0RD	nqh_0RB1LC_1RC1RD_0LC1LB_1LA0RD	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	139
0RB1LD_1LA1RC_1RB0RC_0LD0LB	nqh_0RB1LD_1LA1RC_1RB0RC_0LD0LB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	3	0	245
0RB1LD_1LA1RC_1RB0RC_0LD1RB	nqh_0RB1LD_1LA1RC_1RB0RC_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	3	0	142
0RB1LD_1LA1RC_1RB0RC_0LD1RC	nqh_0RB1LD_1LA1RC_1RB0RC_0LD1RC	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	127
0RB1LD_1LA1RC_1RD0RC_0LD1RB	nqh_0RB1LD_1LA1RC_1RD0RC_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	3	0	262
0RB1LD_1LC0LA_0RC1RB_1RC0LD	nqh_0RB1LD_1LC0LA_0RC1RB_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	101
0RB1LD_1LC1LA_0RC1RB_1RC0LD	nqh_0RB1LD_1LC1LA_0RC1RB_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	115
0RB1LD_1LC1RC_1LA0RC_0LD0RB	nqh_0RB1LD_1LC1RC_1LA0RC_0LD0RB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	109
0RB1RB_1LA1LC_1RD0LC_0RD0LA	nqh_0RB1RB_1LA1LC_1RD0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	115
0RB1RB_1LA1LC_1RD0LC_0RD1LA	nqh_0RB1RB_1LA1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	91
0RB1RB_1LC---_1RD0LC_0RD0LA	nqh_0RB1RB_1LCXXX_1RD0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	87
0RB1RB_1LC0LA_1RD0LC_0RD1LA	nqh_0RB1RB_1LC0LA_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	111
0RB1RB_1LC0LC_1RD1LA_0RD0LA	nqh_0RB1RB_1LC0LC_1RD1LA_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	121
0RB1RB_1LC0LC_1RD1LA_0RD1LC	nqh_0RB1RB_1LC0LC_1RD1LA_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	97
0RB1RB_1LC0LD_0RC1LD_1RC1LA	nqh_0RB1RB_1LC0LD_0RC1LD_1RC1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	101
0RB1RB_1LC0RA_0LD0LC_1RD1LB	nqh_0RB1RB_1LC0RA_0LD0LC_1RD1LB	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	185
0RB1RB_1LC1LC_1RD0LC_0RD1LA	nqh_0RB1RB_1LC1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	87
0RB1RB_1LC1LD_0RC1LA_1RC0LD	nqh_0RB1RB_1LC1LD_0RC1LA_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	95
0RB1RB_1LC1RC_0RC1LD_1LA0LD	nqh_0RB1RB_1LC1RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	132
0RB1RB_1LC1RD_1LA0LC_0RD0LA	nqh_0RB1RB_1LC1RD_1LA0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_00.v	R_NeverQH	fuel	2	0	156
0RB1RB_1LC1RD_1LA0LC_0RD1LC	nqh_0RB1RB_1LC1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	128
0RB1RB_1RC0RC_1LD1LA_0LD0LA	nqh_0RB1RB_1RC0RC_1LD1LA_0LD0LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	129
0RB1RB_1RC0RC_1LD1LA_0LD1RC	nqh_0RB1RB_1RC0RC_1LD1LA_0LD1RC	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	99
0RB1RB_1RC0RD_0LC1RD_1LC1LA	nqh_0RB1RB_1RC0RD_0LC1RD_1LC1LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	107
0RB1RB_1RC1LC_0LC1RD_1LA0RD	nqh_0RB1RB_1RC1LC_0LC1RD_1LA0RD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	113
0RB1RB_1RC1LD_1LA0RC_0LD0LA	nqh_0RB1RB_1RC1LD_1LA0RC_0LD0LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	135
0RB1RB_1RC1LD_1LA0RC_0LD1RC	nqh_0RB1RB_1RC1LD_1LA0RC_0LD1RC	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	105
0RB1RC_1LA1RB_0LD0RC_1LD0LA	nqh_0RB1RC_1LA1RB_0LD0RC_1LD0LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	267
0RB1RC_1LA1RB_1LD0RC_0LD0LA	nqh_0RB1RC_1LA1RB_1LD0RC_0LD0LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	92
0RB1RC_1LA1RB_1LD0RC_0LD1LA	nqh_0RB1RC_1LA1RB_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	78
0RB1RC_1LA1RB_1LD0RC_0LD1LB	nqh_0RB1RC_1LA1RB_1LD0RC_0LD1LB	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	187
0RB1RC_1LA1RB_1LD0RC_0LD1RB	nqh_0RB1RC_1LA1RB_1LD0RC_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	73
0RB1RC_1LC1RD_1LA0LC_0RD1LC	nqh_0RB1RC_1LC1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	102
0RB1RC_1RC1LD_1LA0RC_0LD0LA	nqh_0RB1RC_1RC1LD_1LA0RC_0LD0LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	105
0RB1RC_1RC1LD_1LA0RC_0LD1RC	nqh_0RB1RC_1RC1LD_1LA0RC_0LD1RC	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	89
0RB1RC_1RC1RB_1LD0RC_0LD1LA	nqh_0RB1RC_1RC1RB_1LD0RC_0LD1LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	171
0RB1RD_1LA1LC_1RB0LC_0RD0LA	nqh_0RB1RD_1LA1LC_1RB0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	131
0RB1RD_1LA1RC_0LC1RB_1LC0RD	nqh_0RB1RD_1LA1RC_0LC1RB_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	81
0RB1RD_1LC1RC_0RC1LD_1LA0LD	nqh_0RB1RD_1LC1RC_0RC1LD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	106
0RB1RD_1RC0RA_0LC1LB_1LC0RD	nqh_0RB1RD_1RC0RA_0LC1LB_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	105
0RB1RD_1RC1LC_0LC1RD_1LA0RD	nqh_0RB1RD_1RC1LC_0LC1RD_1LA0RD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	97
0RB1RD_1RC1RA_0LC1LB_1LC0RD	nqh_0RB1RD_1RC1RA_0LC1LB_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	119
0RB1RD_1RC1RB_0LC1LA_1LC0RD	nqh_0RB1RD_1RC1RB_0LC1LA_1LC0RD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	147
1RB---_0LC1LD_0RC1LA_1RC0LD	nqh_1RBXXX_0LC1LD_0RC1LA_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	71
1RB---_1LB0LC_1RD0LC_0RD0LA	nqh_1RBXXX_1LB0LC_1RD0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	59
1RB---_1LC---_1RD0LC_0RD0LA	nqh_1RBXXX_1LCXXX_1RD0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	59
1RB---_1LC0RB_0LC0LD_0RA---	nqh_1RBXXX_1LC0RB_0LC0LD_0RAXXX	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	93
1RB---_1LC0RB_0LC0LD_0RD1RA	nqh_1RBXXX_1LC0RB_0LC0LD_0RD1RA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	3	0	194
1RB---_1LC0RB_0LC0LD_1RA0RA	nqh_1RBXXX_1LC0RB_0LC0LD_1RA0RA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	205
1RB---_1LC0RB_0LC0LD_1RA1RA	nqh_1RBXXX_1LC0RB_0LC0LD_1RA1RA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	125
1RB---_1LC0RB_0LC0LD_1RD1RA	nqh_1RBXXX_1LC0RB_0LC0LD_1RD1RA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	3	0	323
1RB---_1LC0RB_0LC0RD_0LA1LA	nqh_1RBXXX_1LC0RB_0LC0RD_0LA1LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	85
1RB---_1LC0RB_0LC0RD_1LA0LD	nqh_1RBXXX_1LC0RB_0LC0RD_1LA0LD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	97
1RB---_1LC0RB_0LC0RD_1LA0RD	nqh_1RBXXX_1LC0RB_0LC0RD_1LA0RD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	73
1RB---_1LC0RB_0LC0RD_1LA1LA	nqh_1RBXXX_1LC0RB_0LC0RD_1LA1LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	65
1RB---_1LC0RB_0LC0RD_1LA1LD	nqh_1RBXXX_1LC0RB_0LC0RD_1LA1LD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	73
1RB---_1LC0RB_0LC0RD_1LA1RC	nqh_1RBXXX_1LC0RB_0LC0RD_1LA1RC	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	81
1RB---_1LC0RB_0LD1LA_0LD0RA	nqh_1RBXXX_1LC0RB_0LD1LA_0LD0RA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	53
1RB---_1LC1LC_1RD0LC_0RD1LA	nqh_1RBXXX_1LC1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	59
1RB---_1LC1LD_0RC1LA_1RC0LD	nqh_1RBXXX_1LC1LD_0RC1LA_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	97
1RB0LA_0LC0RB_1LC0RD_1LA1RD	nqh_1RB0LA_0LC0RB_1LC0RD_1LA1RD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	179
1RB0LA_0LC0RD_1LC1LA_0RB0RA	nqh_1RB0LA_0LC0RD_1LC1LA_0RB0RA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	211
1RB0LA_0RC0LC_1LD0RB_1LD0RA	nqh_1RB0LA_0RC0LC_1LD0RB_1LD0RA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	44
1RB0LA_0RC0LD_0RD0RB_1LD0RA	nqh_1RB0LA_0RC0LD_0RD0RB_1LD0RA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	133
1RB0LA_0RC0LD_1LD0RB_1LD0RA	nqh_1RB0LA_0RC0LD_1LD0RB_1LD0RA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	48
1RB0LA_0RC1RA_0LD0RB_1LD0LA	nqh_1RB0LA_0RC1RA_0LD0RB_1LD0LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	270
1RB0LA_0RC1RA_0LD0RB_1LD1LB	nqh_1RB0LA_0RC1RA_0LD0RB_1LD1LB	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	177
1RB0LA_0RC1RD_0LD0RB_1LD0LA	nqh_1RB0LA_0RC1RD_0LD0RB_1LD0LA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	243
1RB0LA_1LB1LC_1RD0LC_0RD0RA	nqh_1RB0LA_1LB1LC_1RD0LC_0RD0RA	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	147
1RB0LA_1LC0RA_0LC1RD_1LB0RD	nqh_1RB0LA_1LC0RA_0LC1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_01.v	R_NeverQH	fuel	2	0	74
1RB0LA_1LC0RD_0LC1LD_0RB1RA	nqh_1RB0LA_1LC0RD_0LC1LD_0RB1RA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	3	0	308
1RB0LA_1RC0RA_1LD0RC_0LD1LB	nqh_1RB0LA_1RC0RA_1LD0RC_0LD1LB	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	3	0	145
1RB0LB_0LB1RC_1RD0RC_1LA0LC	nqh_1RB0LB_0LB1RC_1RD0RC_1LA0LC	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	99
1RB0LB_0LB1RC_1RD0RC_1LA1LC	nqh_1RB0LB_0LB1RC_1RD0RC_1LA1LC	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	105
1RB0LB_1LA0LC_0LB0RD_1RD0RC	nqh_1RB0LB_1LA0LC_0LB0RD_1RD0RC	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	138
1RB0LB_1LA0LC_0LB0RD_1RD1LA	nqh_1RB0LB_1LA0LC_0LB0RD_1RD1LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	93
1RB0LB_1LA0LC_1RD0LC_0RD0LA	nqh_1RB0LB_1LA0LC_1RD0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	119
1RB0LB_1LA0LC_1RD0LC_0RD1LB	nqh_1RB0LB_1LA0LC_1RD0LC_0RD1LB	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	105
1RB0LB_1LA0RC_1LD0RC_0LD0RA	nqh_1RB0LB_1LA0RC_1LD0RC_0LD0RA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	3	0	160
1RB0LB_1LA0RC_1LD0RC_0LD0RB	nqh_1RB0LB_1LA0RC_1LD0RC_0LD0RB	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	64	47
1RB0LB_1LA0RC_1LD0RC_0LD1RA	nqh_1RB0LB_1LA0RC_1LD0RC_0LD1RA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	3	0	186
1RB0LB_1LA1LC_1RD0LC_0RD1LA	nqh_1RB0LB_1LA1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	95
1RB0LB_1LA1RC_1LD0RC_0LD1RB	nqh_1RB0LB_1LA1RC_1LD0RC_0LD1RB	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	3	0	255
1RB0LB_1LC0LC_0LD1LD_1RD0LA	nqh_1RB0LB_1LC0LC_0LD1LD_1RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	4	0	169
1RB0LB_1LC1RD_1LA0LC_0RD1LC	nqh_1RB0LB_1LC1RD_1LA0LC_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	147
1RB0LC_0LB1LA_0RC1RD_1LB0RD	nqh_1RB0LC_0LB1LA_0RC1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	114
1RB0LC_0LB1LA_1RD0LC_0RD1LA	nqh_1RB0LC_0LB1LA_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	71
1RB0LC_0LB1LA_1RD0LC_0RD1RB	nqh_1RB0LC_0LB1LA_1RD0LC_0RD1RB	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	76
1RB0LC_0LB1LC_1RD0LC_0RD1LA	nqh_1RB0LC_0LB1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	71
1RB0LC_0LB1RC_1LA1RD_1LB0RD	nqh_1RB0LC_0LB1RC_1LA1RD_1LB0RD	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	113
1RB0LC_1LA---_1RD0LC_0RD0LA	nqh_1RB0LC_1LAXXX_1RD0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	59
1RB0LC_1LA---_1RD1LC_0RD0LA	nqh_1RB0LC_1LAXXX_1RD1LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	117
1RB0LC_1LA0LA_1RD0LB_0RD0LA	nqh_1RB0LC_1LA0LA_1RD0LB_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	165
1RB0LC_1LA0LA_1RD0RB_0RD0LA	nqh_1RB0LC_1LA0LA_1RD0RB_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	87
1RB0LC_1LA0LA_1RD0RB_0RD1LC	nqh_1RB0LC_1LA0LA_1RD0RB_0RD1LC	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	103
1RB0LC_1LA0LA_1RD1LA_0RD0LA	nqh_1RB0LC_1LA0LA_1RD1LA_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	93
1RB0LC_1LA0LC_0LB0RD_1RD0RC	nqh_1RB0LC_1LA0LC_0LB0RD_1RD0RC	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	165
1RB0LC_1LA0LC_0LB0RD_1RD1LA	nqh_1RB0LC_1LA0LC_0LB0RD_1RD1LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	101
1RB0LC_1LA0LD_0RC1LB_1RC0LD	nqh_1RB0LC_1LA0LD_0RC1LB_1RC0LD	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	79
1RB0LC_1LA0RD_0RB0LC_0RD0LA	nqh_1RB0LC_1LA0RD_0RB0LC_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	79
1RB0LC_1LA1LA_1RD0LC_0RD1LA	nqh_1RB0LC_1LA1LA_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	59
1RB0LC_1LA1LC_1RD0LC_0RD1LA	nqh_1RB0LC_1LA1LC_1RD0LC_0RD1LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	59
1RB0LC_1LA1LC_1RD0RB_0RD0LA	nqh_1RB0LC_1LA1LC_1RD0RB_0RD0LA	theories/Machines/ListCStage3/LCS3_fuel_02.v	R_NeverQH	fuel	2	0	115
