machine	quiet_state	n	t	gate	ms	closure_size
0RB1RD_1RC0LD_1LA1RD_1LB0RD	A	2	1280	rank	161	18
0RB1RD_1RC1LB_0LA1LD_0LB1RD	A	2	1280	count-lex	317	18
0RB1RD_1RC1LB_0LA1RD_0LB1RD	A	2	1280	count-lex	127	15
0RB1RD_1RC1LB_0LA1RD_1LB0RD	A	2	1999	count-lex	280	32
0RB1RD_1RC1LB_1LA1RD_0LB1RD	A	2	1280	count-lex	286	15
1RB---_0LB0LC_0LD1RC_1RC1LD	B	2	1280	count-lex	137	15
1RB---_0LB0LC_0RD1LC_1LC1RD	B	2	1280	count-lex	125	15
1RB---_0LB0LC_1LD0RD_1RC0LC	B	3	1280	rank	145	14
1RB---_0LB0LC_1LD1RC_0RC1LD	B	2	1280	count-lex	62	15
1RB---_0LB0LC_1RD0LD_1LC0RC	B	3	1280	rank	81	14
1RB---_0LB0LC_1RD1LC_0LC1RD	B	2	1280	count-lex	68	15
1RB---_0LB0LC_1RD1LC_1RB1RD	A	2	1280	count-lex	250	21
1RB---_0LB0RC_0LD1RB_1RC1LD	A	2	1536	count-lex	411	47
1RB---_0LB0RC_0LD1RC_1RC1LD	B	2	1280	count-lex	64	15
1RB---_0LB0RC_0RD1LC_1LC1RD	B	2	1280	count-lex	64	15
1RB---_0LB0RC_1LD0RD_1RC0LC	B	3	1280	rank	73	14
1RB---_0LB0RC_1LD1RC_0RC1LD	B	2	1280	count-lex	63	15
1RB---_0LB0RC_1RD0LD_1LC0RC	B	3	1280	rank	69	14
1RB---_0LB0RC_1RD1LC_0LC1RD	B	2	1280	count-lex	65	15
1RB---_0LB1LC_0LD1RC_1RC1LD	B	2	1280	count-lex	87	21
1RB---_0LB1LC_0RD1LC_1LB1RD	A	2	1280	count-lex	109	15
1RB---_0LB1LC_0RD1LC_1LC1RD	B	2	1280	count-lex	58	15
1RB---_0LB1LC_0RD1LC_1RB1RD	A	2	1280	count-lex	187	19
1RB---_0LB1LC_0RD1RC_1LB1RD	A	3	1999	rank	253	35
1RB---_0LB1LC_1LD0RB_1RC0LC	A	2	1536	rank	233	22
1RB---_0LB1LC_1LD1RC_0RC1LD	B	2	1280	count-lex	44	15
1RB---_0LB1LC_1RD0LC_0RB1RD	A	2	1280	count-lex	112	36
1RB---_0LB1LC_1RD0LC_1LB1RC	A	2	1999	rank	191	14
1RB---_0LB1LC_1RD0LC_1RB1RB	A	2	1280	rank	77	15
1RB---_0LB1LC_1RD0LD_1LC0RC	B	3	1280	rank	69	14
1RB---_0LB1LC_1RD1LB_0LC0RD	A	3	1999	rank	468	27
1RB---_0LB1LC_1RD1LC_0LB1RD	A	2	1280	count-lex	198	15
1RB---_0LB1LC_1RD1LC_0LC1RD	B	2	1280	count-lex	42	15
1RB---_0LB1RC_0LD0RD_1LB1RD	A	2	1536	rank	121	16
1RB---_0LB1RC_0LD1RB_1RB1LD	A	2	1280	count-lex	390	20
1RB---_0LB1RC_0LD1RB_1RC1LD	A	2	1280	count-lex	252	20
1RB---_0LB1RC_0LD1RC_1RB1LD	A	2	1280	count-lex	165	15
1RB---_0LB1RC_0LD1RC_1RC1LD	B	2	1280	count-lex	109	15
1RB---_0LB1RC_0RD0LB_1LC1RD	A	3	1536	rank	124	21
1RB---_0LB1RC_0RD1LC_1LB1RD	A	2	1280	count-lex	203	24
1RB---_0LB1RC_0RD1LC_1LC1RD	B	2	1280	count-lex	161	21
1RB---_0LB1RC_1LB0RD_1LB1RD	A	2	1280	rank	165	13
1RB---_0LB1RC_1LB1RD_0RC0RD	A	3	1280	rank	252	32
1RB---_0LB1RC_1LD0RC_1RB1LC	A	2	1999	rank	195	14
1RB---_0LB1RC_1LD0RD_1RC0LC	B	3	1280	rank	125	14
1RB---_0LB1RC_1LD1RB_0RB1LD	A	2	1280	count-lex	341	20
1RB---_0LB1RC_1LD1RB_0RC0LD	A	2	1999	count-lex	229	54
1RB---_0LB1RC_1LD1RC_0RB1LD	A	2	1280	count-lex	383	15
1RB---_0LB1RC_1LD1RC_0RC1LD	B	2	1280	count-lex	45	15
1RB---_0LB1RC_1RD0RD_1LB0LB	A	2	1999	rank	124	16
1RB---_0LB1RC_1RD1LC_0LC1RD	B	2	1280	count-lex	77	15
1RB---_0LC---_0LD1RC_1RC1LD	B	2	1280	count-lex	59	15
1RB---_0LC---_0RD1LC_1LC1RD	B	2	1280	count-lex	72	15
1RB---_0LC---_0RD1LC_1RB1RD	A	2	1280	count-lex	249	19
1RB---_0LC---_0RD1RC_1LB0RC	A	2	1999	count-lex	202	41
1RB---_0LC---_1LD0RD_1RC0LC	B	3	1280	rank	140	14
1RB---_0LC---_1LD1RC_0RC1LD	B	2	1280	count-lex	43	15
1RB---_0LC---_1RD0LD_1LC0RC	B	3	1280	rank	113	14
1RB---_0LC---_1RD1LC_0LC1RD	B	2	1280	count-lex	41	15
1RB---_0LC0LB_0RD1LB_1RC1LB	A	3	1536	rank	253	18
1RB---_0LC0LC_1RD1LC_0RC1LB	A	2	1280	rank	94	13
1RB---_0LC0LC_1RD1RC_1LB0RC	A	2	1999	count-lex	338	41
1RB---_0LC0LD_0RD1LB_1RC1LD	A	2	1280	rank	83	13
1RB---_0LC0LD_1LD0LB_1RD1LB	A	2	1280	rank	150	12
1RB---_0LC0LD_1LD0RB_1RD1LB	A	2	1280	rank	264	12
1RB---_0LC0LD_1LD1LB_1RD1LB	A	2	1280	rank	122	12
1RB---_0LC0LD_1LD1LC_1RB1RD	A	2	1280	count-lex	137	26
1RB---_0LC0LD_1RB1LD_1RD1LB	A	2	1280	rank	143	14
1RB---_0LC0RB_0RD1LB_1LC1RB	A	2	1280	count-lex	126	29
1RB---_0LC0RB_1LD1LC_1RB1LC	A	2	1999	count-lex	376	42
1RB---_0LC0RB_1LD1LC_1RB1LD	A	2	1280	count-lex	141	34
1RB---_0LC0RB_1LD1RC_1RB1LD	A	2	1280	count-lex	191	34
1RB---_0LC0RB_1RB1LD_1RC0LD	A	2	1999	count-lex	117	28
1RB---_0LC0RB_1RD1LD_1RB0LD	A	2	1280	count-lex	107	38
1RB---_0LC0RB_1RD1LD_1RB0RD	A	2	1280	rank	162	23
1RB---_0LC0RC_0LD1LD_1RB0LB	A	2	1999	rank	270	20
1RB---_0LC0RC_0LD1LD_1RB0LC	A	2	1536	rank	179	19
1RB---_0LC0RC_0LD1LD_1RB1LB	A	2	1999	rank	136	22
1RB---_0LC0RC_0LD1LD_1RB1LC	A	2	1536	rank	182	21
1RB---_0LC0RC_0LD1RC_1RB1LD	A	2	1536	count-lex	259	41
1RB---_0LC0RC_0RD1RC_1LB0RB	A	2	1536	count-lex	150	46
1RB---_0LC0RC_1LD1LC_1RB0LC	A	2	1999	count-lex	273	41
1RB---_0LC0RC_1LD1RC_0LC1RB	A	2	1280	rank	97	13
1RB---_0LC0RC_1LD1RC_0LD1RB	A	2	1280	rank	149	16
1RB---_0LC0RC_1RB0LD_1RC1LC	A	2	1280	count-lex	189	48
1RB---_0LC0RC_1RD0RD_1LB1RC	A	2	1536	rank	160	18
1RB---_0LC0RC_1RD1LD_1RB0LD	A	3	1280	rank	236	14
1RB---_0LC0RD_1LD1LC_1RB1RD	A	2	1536	count-lex	310	35
1RB---_0LC0RD_1RB1LC_0LC1LB	A	2	1536	rank	85	20
1RB---_0LC0RD_1RB1LC_0LC1LD	A	2	1536	rank	146	20
1RB---_0LC0RD_1RB1LC_0LC1RB	A	2	1536	count-lex	329	34
1RB---_0LC0RD_1RD1LC_0LC1RB	A	2	1999	count-lex	379	41
1RB---_0LC0RD_1RD1LC_0RC1LB	A	2	1536	rank	98	19
1RB---_0LC0RD_1RD1LC_0RD1LB	A	2	1280	rank	82	13
1RB---_0LC0RD_1RD1LC_1RC1LB	A	2	1280	rank	137	16
1RB---_0LC0RD_1RD1LC_1RD1LB	A	2	1536	rank	183	16
1RB---_0LC1LB_0RC1RD_1LB0RD	A	2	1280	count-lex	218	36
1RB---_0LC1LB_0RD1RC_1LB1RD	A	2	1280	count-lex	354	39
1RB---_0LC1LB_1LC1LD_1RD0RB	A	2	1280	rank	189	15
1RB---_0LC1LB_1LD0RB_1RC1LD	A	2	1536	rank	124	17
1RB---_0LC1LB_1LD1LC_1RD1RB	A	2	1280	rank	152	23
1RB---_0LC1LB_1RB1LD_1RC0LD	A	2	1280	rank	247	19
1RB---_0LC1LB_1RD1LC_0LC0RB	A	2	1536	rank	95	20
1RB---_0LC1LB_1RD1LC_0LC1RB	A	2	1536	rank	127	25
1RB---_0LC1LC_0LD1RC_1RB1LD	A	2	1280	count-lex	238	18
1RB---_0LC1LC_0RD1LC_1LB1RD	A	2	1280	count-lex	287	15
1RB---_0LC1LC_1LD1LB_1RD0RC	A	3	1999	rank	168	31
1RB---_0LC1LC_1RD0LC_0LB0RB	A	2	1280	rank	90	17
1RB---_0LC1LC_1RD0LC_0LB1RC	A	2	1999	count-lex	151	31
1RB---_0LC1LC_1RD0LC_1LB0RC	A	2	1280	rank	105	18
1RB---_0LC1LC_1RD0LD_0LB0RB	A	2	1536	rank	204	20
1RB---_0LC1LC_1RD0LD_0LB1RD	A	2	1280	rank	181	15
1RB---_0LC1LC_1RD0RC_0LB1RC	A	2	1999	rank	210	20
1RB---_0LC1LC_1RD1LC_0LB1RD	A	2	1280	count-lex	176	15
1RB---_0LC1LC_1RD1LD_0LB0RB	A	2	1536	rank	162	22
1RB---_0LC1LC_1RD1LD_0LB0RD	A	2	1280	rank	136	15
1RB---_0LC1LC_1RD1LD_0LB1RD	A	2	1280	rank	106	16
1RB---_0LC1LD_0LB1RC_1RC0LD	A	2	1999	rank	221	12
1RB---_0LC1LD_0LB1RC_1RC1LD	A	2	1280	count-lex	279	15
1RB---_0LC1LD_1LB0RD_1RC0LD	A	2	1280	rank	95	18
1RB---_0LC1LD_1LB1RC_0RC1LD	A	2	1280	count-lex	137	15
1RB---_0LC1LD_1RD1LC_0LC0RB	A	2	1536	rank	168	20
1RB---_0LC1RB_---1LD_1RB1LD	A	2	1280	count-lex	182	15
1RB---_0LC1RB_0RB1LD_1LC0LD	A	2	1999	rank	142	20
1RB---_0LC1RB_0RC1LD_1RB1LC	A	2	1280	count-lex	300	20
1RB---_0LC1RB_1LD0RB_1RB0LD	A	2	1999	rank	98	19
1RB---_0LC1RB_1LD0RB_1RC1LD	A	2	1536	count-lex	176	41
1RB---_0LC1RB_1LD1LC_1RD0RB	A	2	1536	count-lex	383	43
1RB---_0LC1RB_1RB0LD_1LC1LD	A	2	1280	count-lex	182	20
1RB---_0LC1RB_1RB1LC_------	A	2	1280	count-lex	180	15
1RB---_0LC1RB_1RB1LD_0RD1LC	A	2	1280	count-lex	164	19
1RB---_0LC1RB_1RB1LD_1RB1LC	A	2	1280	count-lex	181	19
1RB---_0LC1RB_1RD1LC_---1RB	A	2	1280	count-lex	129	15
1RB---_0LC1RB_1RD1LC_0LB0RB	A	2	1280	count-lex	421	41
1RB---_0LC1RB_1RD1LD_1LC0RB	A	2	1280	count-lex	367	42
1RB---_0LC1RC_0LD1RC_1RB1LD	A	2	1280	count-lex	155	15
1RB---_0LC1RC_0RD1LC_1LB1RD	A	2	1280	count-lex	218	18
1RB---_0LC1RC_1LD0LC_0RB1LC	A	2	1999	rank	147	20
1RB---_0LC1RC_1LD0RC_0RB1LC	A	2	1999	count-lex	265	31
1RB---_0LC1RC_1LD0RC_1RB0LC	A	2	1280	rank	188	18
1RB---_0LC1RC_1LD1RC_0RB1LD	A	2	1280	count-lex	298	15
1RB---_0LC1RC_1RB0LD_1RC1LC	A	2	1280	count-lex	203	26
1RB---_0LC1RC_1RB1LD_1RC0LD	A	2	1536	count-lex	177	26
1RB---_0LC1RC_1RD0RD_1LB0RB	A	2	1280	rank	225	47
1RB---_0LC1RC_1RD0RD_1LB1RC	A	2	1999	count-lex	228	40
1RB---_0LC1RC_1RD1LD_1RB0LD	A	2	1280	count-lex	219	34
1RB---_0LC1RD_0RB1LC_1LC0RD	A	2	1999	rank	176	12
1RB---_0LC1RD_0RB1LC_1LC1RD	A	2	1280	count-lex	227	15
1RB---_0LC1RD_0RB1LC_1RB1RD	A	2	1280	count-lex	150	19
1RB---_0LC1RD_1LB1RC_---0RC	A	2	1280	rank	181	13
1RB---_0LC1RD_1LB1RC_0RC0LB	A	2	1536	rank	94	19
1RB---_0LC1RD_1LB1RD_0RB0RD	A	3	1536	rank	247	18
1RB---_0LC1RD_1LD1LB_0RB1LC	A	2	1280	count-lex	262	45
1RB---_0LC1RD_1RB0LD_1LC0RD	A	2	1280	rank	198	18
1RB---_0LC1RD_1RB1LC_0LC0RB	A	2	1999	count-lex	406	41
1RB---_0LC1RD_1RB1LC_0LC1LD	A	2	1536	rank	140	25
1RB---_0LC1RD_1RB1LC_0LC1RB	A	2	1280	count-lex	195	19
1RB---_0LC1RD_1RB1LC_0LC1RD	A	2	1280	count-lex	249	15
1RB---_0LC1RD_1RB1LC_0LD1RB	A	2	1280	count-lex	154	20
1RB---_0LC1RD_1RB1LC_0RB0LB	A	2	1999	count-lex	462	44
1RB---_0LC1RD_1RB1LC_1LB0LD	A	2	1999	rank	126	19
1RB---_0LC1RD_1RB1LC_1LB0RB	A	2	1280	count-lex	215	33
1RB---_0LC1RD_1RD1LC_0LC0RB	A	2	1536	count-lex	283	34
1RB---_0LC1RD_1RD1LC_0LC1RB	A	2	1280	count-lex	276	19
1RB---_0LC1RD_1RD1LC_0LD1RB	A	2	1280	count-lex	291	20
1RB---_0RC---_0LD1RC_1RC1LD	B	2	1280	count-lex	40	15
1RB---_0RC---_0RD1LC_1LC1RD	B	2	1280	count-lex	167	21
1RB---_0RC---_1LD1RC_0RC1LD	B	2	1280	count-lex	77	21
1RB---_0RC---_1RD0LD_1LC0RC	B	3	1280	rank	58	14
1RB---_0RC0LB_0LD1RB_1RC1LB	A	2	1280	count-lex	232	29
1RB---_0RC0LB_0LD1RC_1LB1LD	A	2	1280	count-lex	126	26
1RB---_0RC0LB_1LB0RD_1RC1RD	A	3	1999	rank	274	25
1RB---_0RC0LB_1LB1RD_1LB0RD	A	2	1999	rank	201	17
1RB---_0RC0LB_1LB1RD_1LC0RD	A	2	1999	count-lex	217	28
1RB---_0RC0LC_0LD1RC_1LB1LD	A	2	1280	count-lex	128	26
1RB---_0RC0LC_0RD1RD_1LB0RB	A	2	1280	rank	105	20
1RB---_0RC0LC_0RD1RD_1LB0RC	A	2	1999	rank	217	19
1RB---_0RC0LC_0RD1RD_1LB0RD	A	2	1280	rank	92	17
1RB---_0RC0LC_0RD1RD_1LB1RB	A	2	1280	rank	99	22
1RB---_0RC0LC_0RD1RD_1LB1RC	A	2	1999	rank	116	21
1RB---_0RC0LC_1LD0LD_1RB1LC	A	2	1280	rank	112	18
1RB---_0RC0LD_0LD1RC_1LB1LD	A	2	1280	count-lex	116	26
1RB---_0RC0LD_1LB0RD_1RC0RD	A	2	1280	count-lex	213	28
1RB---_0RC0LD_1LB0RD_1RC1RD	A	2	1999	count-lex	267	41
1RB---_0RC0LD_1LB1RC_0RC0RB	A	2	1999	rank	127	20
1RB---_0RC0LD_1LB1RC_0RC0RD	A	2	1999	rank	212	20
1RB---_0RC0LD_1LB1RC_0RC1LB	A	2	1536	count-lex	359	52
1RB---_0RC0LD_1LB1RC_0RC1RB	A	2	1999	rank	117	20
1RB---_0RC0LD_1LB1RC_0RC1RD	A	2	1999	rank	214	20
1RB---_0RC0LD_1LB1RC_0RD0RC	A	2	1999	rank	239	13
1RB---_0RC0LD_1LB1RC_1RC1RB	A	3	1536	rank	130	21
1RB---_0RC0LD_1LD0LC_1RD1LB	A	2	1280	rank	91	14
1RB---_0RC0LD_1LD1LC_1RD1LB	A	2	1280	rank	118	18
1RB---_0RC0LD_1LD1RB_1LB1LB	A	2	1280	count-lex	301	33
1RB---_0RC0LD_1LD1RC_0RC1LB	A	2	1999	count-lex	594	64
1RB---_0RC0LD_1LD1RC_1LB1LB	A	2	1280	count-lex	314	38
1RB---_0RC0LD_1LD1RC_1RD1LB	A	2	1280	count-lex	182	41
1RB---_0RC0RB_0LD1RB_1LC1LB	A	3	1999	rank	220	23
1RB---_0RC0RB_1LD1RC_0RC0LB	A	2	1999	rank	123	20
1RB---_0RC0RC_0LD1RC_1LB1LD	A	2	1280	count-lex	270	19
1RB---_0RC0RC_1LC1LD_1RB0LD	A	2	1280	count-lex	209	41
1RB---_0RC0RC_1LC1RD_1RB0RB	A	3	1536	rank	210	20
1RB---_0RC0RD_0LD1RB_1LC1RD	A	2	1280	rank	81	13
1RB---_0RC0RD_0LD1RC_1LB1LD	A	2	1280	count-lex	233	19
1RB---_0RC0RD_0RD0RB_1LD1RC	A	3	1280	rank	114	15
1RB---_0RC0RD_1LB1RD_1LC0RD	A	2	1280	rank	107	15
1RB---_0RC0RD_1LD1RC_0RC0LB	A	2	1999	rank	134	20
1RB---_0RC0RD_1RD1LD_1LC1RB	A	2	1280	count-lex	249	36
1RB---_0RC1LB_0LC1RD_1LB0RD	A	2	1999	rank	233	12
1RB---_0RC1LB_0LC1RD_1LB1RC	A	2	1280	count-lex	217	20
1RB---_0RC1LB_0LC1RD_1LB1RD	A	2	1280	count-lex	268	15
1RB---_0RC1LB_0LD1RD_1LB1RD	A	2	1280	count-lex	205	15
1RB---_0RC1LB_0RD1LC_1LB1RD	A	2	1280	count-lex	311	29
1RB---_0RC1LB_0RD1RD_1LB1RD	A	2	1280	count-lex	251	21
1RB---_0RC1LB_1LB0RD_1RC1RD	A	2	1280	count-lex	263	26
1RB---_0RC1LB_1LB1RC_------	A	2	1280	count-lex	85	21
1RB---_0RC1LB_1LB1RD_0LD1RC	A	2	1280	count-lex	397	25
1RB---_0RC1LB_1LB1RD_1LB0RD	A	2	1999	rank	161	12
1RB---_0RC1LB_1LB1RD_1LB1RC	A	2	1280	count-lex	186	25
1RB---_0RC1LB_1LB1RD_1LB1RD	A	2	1280	count-lex	384	21
1RB---_0RC1LB_1LB1RD_1RC0LB	A	2	1280	count-lex	268	56
1RB---_0RC1LB_1LD1RC_0LD1RB	A	2	1280	count-lex	428	24
1RB---_0RC1LB_1LD1RC_0RB1LB	A	2	1280	count-lex	100	21
1RB---_0RC1LB_1LD1RC_0RB1LD	A	2	1280	count-lex	276	29
1RB---_0RC1LB_1LD1RC_0RB1RB	A	2	1280	count-lex	340	24
1RB---_0RC1LB_1LD1RC_0RC1LB	A	2	1280	count-lex	240	21
1RB---_0RC1LB_1LD1RC_0RC1RB	A	2	1280	count-lex	406	24
1RB---_0RC1LB_1LD1RC_0RD1LB	A	2	1280	count-lex	199	21
1RB---_0RC1LB_1LD1RC_1LB0LB	A	2	1999	count-lex	639	41
1RB---_0RC1LB_1LD1RC_1RC0LB	A	2	1280	count-lex	492	41
1RB---_0RC1LB_1LD1RD_1RB1RC	A	2	1280	count-lex	231	24
1RB---_0RC1LB_1RD0LB_1LB0RD	A	2	1999	rank	103	19
1RB---_0RC1LB_1RD0LB_1LC1RD	A	2	1536	count-lex	530	64
1RB---_0RC1LB_1RD1RC_0LB---	A	2	1280	count-lex	358	26
1RB---_0RC1LB_1RD1RC_0LD1LB	A	2	1280	count-lex	336	26
1RB---_0RC1LB_1RD1RD_1LB1RD	A	2	1280	count-lex	233	21
1RB---_0RC1LC_0LD1RC_1LB1LD	A	2	1280	count-lex	250	26
1RB---_0RC1LC_0RD1RD_1LB0LB	A	2	1280	rank	89	21
1RB---_0RC1LC_0RD1RD_1LB0RB	A	2	1280	rank	107	18
1RB---_0RC1LC_0RD1RD_1LB1RB	A	2	1280	rank	100	19
1RB---_0RC1LC_1LB0RD_1LC1RC	A	2	1280	count-lex	120	26
1RB---_0RC1LC_1LB0RD_1RC0LC	A	2	1280	count-lex	316	48
1RB---_0RC1LC_1LD0LD_1RB1LC	A	2	1536	count-lex	137	40
1RB---_0RC1LC_1LD1RD_1LB0RD	A	2	1280	count-lex	171	34
1RB---_0RC1LC_1RD0LC_0LB1RC	A	2	1999	count-lex	270	31
1RB---_0RC1LC_1RD0LC_1LB0RC	A	2	1280	rank	107	20
1RB---_0RC1LC_1RD0LC_1LB1RD	A	2	1999	count-lex	159	32
1RB---_0RC1LD_0RD1RD_1LB0RD	A	2	1999	count-lex	148	31
1RB---_0RC1LD_1LB1RC_0LB0RB	A	2	1280	count-lex	223	44
1RB---_0RC1LD_1LB1RC_0RC0LB	A	2	1999	count-lex	395	64
1RB---_0RC1LD_1LB1RC_0RC1LB	A	2	1280	count-lex	264	29
1RB---_0RC1LD_1LB1RC_0RC1LD	A	2	1280	count-lex	116	21
1RB---_0RC1LD_1LB1RC_0RD0RB	A	2	1536	rank	210	17
1RB---_0RC1LD_1LB1RC_0RD1LB	A	2	1280	count-lex	284	31
1RB---_0RC1LD_1LB1RC_1RB0LB	A	2	1999	count-lex	518	33
1RB---_0RC1LD_1LB1RC_1RB0RD	A	2	1999	rank	143	19
1RB---_0RC1LD_1LB1RC_1RD0RB	A	2	1536	rank	161	18
1RB---_0RC1LD_1LD1RC_0RC0LB	A	2	1536	count-lex	278	52
1RB---_0RC1LD_1LD1RC_0RC1LB	A	2	1280	count-lex	159	29
1RB---_0RC1LD_1LD1RC_0RD1LB	A	2	1280	count-lex	100	31
1RB---_0RC1LD_1RD0LB_1LB0RD	A	2	1536	count-lex	151	43
1RB---_0RC1LD_1RD1RB_0LB1RC	A	2	1280	count-lex	319	45
1RB---_0RC1LD_1RD1RD_1LB0RD	A	2	1280	count-lex	189	31
1RB---_0RC1RB_1LC1LD_1RB0LD	A	2	1536	count-lex	209	45
1RB---_0RC1RB_1LC1RD_1RC0LB	A	2	1280	rank	106	24
1RB---_0RC1RB_1LD0RD_0LB0RB	A	2	1536	count-lex	229	46
1RB---_0RC1RB_1LD1RC_0LB1LD	A	2	1280	count-lex	238	39
1RB---_0RC1RB_1LD1RC_0RC0LB	A	2	1999	rank	147	20
1RB---_0RC1RC_0RD1LC_1LB1RD	A	2	1280	count-lex	257	24
1RB---_0RC1RC_1LD0LD_0RB1LB	A	2	1999	rank	115	21
1RB---_0RC1RC_1LD0RC_0RB0LB	A	2	1999	rank	86	17
1RB---_0RC1RC_1LD0RC_0RB0LD	A	2	1999	rank	228	13
1RB---_0RC1RC_1LD0RC_0RB1LB	A	2	1999	rank	126	13
1RB---_0RC1RC_1LD0RC_0RB1LD	A	2	1999	rank	230	12
1RB---_0RC1RC_1LD0RC_1RB0LC	A	2	1999	rank	198	18
1RB---_0RC1RC_1LD0RC_1RB1LB	A	2	1999	rank	272	14
1RB---_0RC1RC_1LD0RC_1RB1LC	A	2	1999	rank	233	10
1RB---_0RC1RC_1LD0RC_1RB1LD	A	2	1280	count-lex	198	32
1RB---_0RC1RC_1LD0RD_0RB0LB	A	2	1999	rank	211	20
1RB---_0RC1RC_1LD0RD_0RB1LB	A	2	1999	rank	254	18
1RB---_0RC1RC_1LD0RD_1RB1LB	A	2	1999	rank	111	19
1RB---_0RC1RC_1LD1RC_0RB1LD	A	2	1280	count-lex	215	21
1RB---_0RC1RC_1LD1RD_0RB0LB	A	2	1999	rank	107	22
1RB---_0RC1RC_1LD1RD_0RB1LB	A	2	1999	rank	147	19
1RB---_0RC1RC_1LD1RD_1RB1LB	A	2	1999	rank	256	18
1RB---_0RC1RD_0LC1LD_1RB0LD	A	2	1536	count-lex	297	38
1RB---_0RC1RD_1LB1RC_0RC1LD	A	2	1280	count-lex	323	24
1RB---_0RC1RD_1LB1RD_1LC0RD	A	2	1280	rank	100	15
1RB---_0RC1RD_1LD1RC_0RC0LB	A	2	1999	rank	110	20
1RB---_1LB0LC_0LD1RC_1RC1LD	B	2	1280	count-lex	117	21
1RB---_1LB0LC_0RD1LC_1LC1RD	B	2	1280	count-lex	44	15
1RB---_1LB0LC_1LD0RD_1RC0LC	B	3	1280	rank	61	14
1RB---_1LB0LC_1RD0LB_0RD1LC	A	3	1999	rank	229	26
1RB---_1LB0LC_1RD0RC_0RB1RC	A	2	1280	count-lex	143	43
1RB---_1LB0LC_1RD0RC_1RB0RD	A	2	1999	rank	122	25
1RB---_1LB0LC_1RD1LC_0LC1RD	B	2	1280	count-lex	78	21
1RB---_1LB0LC_1RD1RC_0RB1LD	A	2	1280	count-lex	117	34
1RB---_1LB0RC_0LD1RC_1RC1LD	B	2	1280	count-lex	61	15
1RB---_1LB0RC_0RD1LC_1LC1RD	B	2	1280	count-lex	63	15
1RB---_1LB0RC_1LD0RD_1RC0LC	B	3	1280	rank	72	14
1RB---_1LB0RC_1LD1RC_0LC1RB	A	2	1999	rank	86	13
1RB---_1LB0RC_1LD1RC_0RC1LD	B	2	1280	count-lex	57	15
1RB---_1LB0RC_1RD0LD_1LC0RC	B	3	1280	rank	76	14
1RB---_1LB0RC_1RD1LC_0LC1RD	B	2	1280	count-lex	57	15
1RB---_1LB1LC_0LD1RC_1RC1LD	B	2	1280	count-lex	92	21
1RB---_1LB1LC_1LD0LC_0RD1RB	A	2	1999	rank	148	20
1RB---_1LB1LC_1LD0RD_1RC0LC	B	3	1280	rank	94	14
1RB---_1LB1LC_1RC0RD_0LB1LD	A	2	1280	rank	79	15
1RB---_1LB1LC_1RD0LC_0LB1RD	A	2	1999	rank	182	12
1RB---_1LB1LC_1RD0LC_0RB0RB	A	2	1280	count-lex	202	41
1RB---_1LB1LC_1RD0LD_1LC0RC	B	3	1280	rank	178	14
1RB---_1LB1LC_1RD0RC_0RB1RD	A	2	1999	count-lex	202	26
1RB---_1LB1RC_0LB0RD_0RC1RD	A	3	1280	rank	131	18
1RB---_1LB1RC_0LD0RB_1RB1LD	A	2	1280	count-lex	400	41
1RB---_1LB1RC_0LD1RC_1RB1LD	A	2	1280	count-lex	340	15
1RB---_1LB1RC_0LD1RC_1RC1LD	B	2	1280	count-lex	87	15
1RB---_1LB1RC_0RD0LB_1LB1RD	A	2	1280	rank	120	16
1RB---_1LB1RC_0RD0LD_0RB1RD	A	3	1280	rank	176	30
1RB---_1LB1RC_0RD1LC_1LC1RD	B	2	1280	count-lex	58	15
1RB---_1LB1RC_1LD0RB_1RC1LC	A	3	1280	count-lex	395	25
1RB---_1LB1RC_1LD0RC_1RB0LC	A	2	1999	rank	99	18
1RB---_1LB1RC_1LD0RD_1RC0LC	B	3	1280	rank	137	14
1RB---_1LB1RC_1RB0RB_------	A	2	1536	rank	84	15
1RB---_1LB1RC_1RB1LD_0LC1LC	A	2	1536	rank	234	17
1RB---_1LB1RC_1RD0LD_1LC0RC	B	3	1280	rank	96	14
1RB---_1LB1RC_1RD0RD_1LB0RC	A	2	1536	rank	110	11
1RB---_1LB1RC_1RD0RD_1LB1RC	A	2	1536	rank	109	15
1RB---_1LB1RC_1RD0RD_1LD1RC	B	2	1536	rank	109	15
1RB---_1LC---_0LD1RC_1RC1LD	B	2	1280	count-lex	78	15
1RB---_1LC---_1LC1RD_1RC0RC	B	2	1536	rank	109	15
1RB---_1LC---_1LD0RD_1RC0LC	B	3	1280	rank	146	14
1RB---_1LC---_1RC1LD_0LB0LC	A	2	1280	rank	208	16
1RB---_1LC---_1RC1LD_1LB0LC	A	2	1280	rank	255	16
1RB---_1LC---_1RD0LB_1LC0RC	A	3	1280	count-lex	191	14
1RB---_1LC---_1RD0LD_1LC0RC	B	3	1280	rank	94	14
1RB---_1LC---_1RD1LC_0LB0RD	A	2	1280	count-lex	237	34
1RB---_1LC0LB_0RC0RD_1LB1RD	A	2	1280	count-lex	349	46
1RB---_1LC0LB_1LD0LC_1RD0RB	A	2	1280	rank	214	25
1RB---_1LC0LB_1RD0LB_1LB0RC	A	3	1280	count-lex	208	14
1RB---_1LC0LC_0LD0LD_1RD1LB	A	3	1999	rank	227	20
1RB---_1LC0LC_0RD1LC_1LB1RD	A	2	1536	count-lex	383	41
