machine	quiet_state	n	t	gate	ms	closure_size
0RB---_0LC---_0LD1RC_1RC1LD	B	2	1280	count-lex	65	15
0RB---_0LC---_0RD1LC_1LC1RD	B	2	1280	count-lex	66	15
0RB---_0LC---_0RD1LC_1RB1RD	A	2	1280	count-lex	198	19
0RB---_0LC---_1LD0RD_1RC0LC	B	3	1280	rank	81	14
0RB---_0LC---_1LD1RC_0RC1LD	B	2	1280	count-lex	63	15
0RB---_0LC---_1RD0LD_1LC0RC	B	3	1280	rank	69	14
0RB---_0LC---_1RD1LC_0LC1RD	B	2	1280	count-lex	60	15
0RB---_0LC0LD_1LD1RD_1RC1LB	A	2	1280	count-lex	117	36
0RB---_0LC0RB_1RB0LD_1LC1LD	A	3	1999	rank	183	25
0RB---_0LC0RB_1RB1LD_1RB0LD	A	2	1999	rank	92	17
0RB---_0LC0RB_1RB1LD_1RC0LD	A	2	1999	count-lex	118	28
0RB---_0LC0RC_0LD1LD_1RB0LB	A	2	1280	rank	95	20
0RB---_0LC0RC_0LD1LD_1RB0LC	A	2	1999	rank	100	19
0RB---_0LC0RC_0LD1LD_1RB0LD	A	2	1280	rank	84	17
0RB---_0LC0RC_0LD1LD_1RB1LB	A	2	1280	rank	89	22
0RB---_0LC0RC_0LD1LD_1RB1LC	A	2	1999	rank	105	21
0RB---_0LC0RC_0RD1LB_1LC1RD	A	2	1999	count-lex	248	44
0RB---_0LC0RC_1RB0LD_1RC1LC	A	2	1280	count-lex	181	48
0RB---_0LC0RC_1RD0RD_1LB1RC	A	2	1999	rank	98	18
0RB---_0LC0RD_1RB1LC_0LC1LB	A	2	1999	rank	114	20
0RB---_0LC0RD_1RB1LC_0LC1LD	A	2	1999	rank	114	20
0RB---_0LC0RD_1RB1LC_0LC1RB	A	2	1536	count-lex	233	34
0RB---_0LC0RD_1RD0RC_1LD1RB	A	2	1999	rank	148	14
0RB---_0LC0RD_1RD1LB_1RB0RD	A	2	1280	count-lex	207	36
0RB---_0LC0RD_1RD1LB_1RB1LD	A	2	1280	count-lex	184	34
0RB---_0LC0RD_1RD1LC_0LC1RB	A	2	1999	count-lex	252	41
0RB---_0LC0RD_1RD1LC_1LD1RB	A	2	1536	count-lex	250	41
0RB---_0LC0RD_1RD1RC_1LD1RB	A	2	1999	rank	142	18
0RB---_0LC1LB_1RD1LC_0LC0RB	A	2	1999	rank	108	20
0RB---_0LC1LC_0LD1RC_1RB1LD	A	2	1280	count-lex	215	18
0RB---_0LC1LC_1RD0LC_0LB0RB	A	2	1999	rank	89	17
0RB---_0LC1LC_1RD0LC_0LB1RD	A	2	1999	rank	117	12
0RB---_0LC1LC_1RD0LC_1LB0RC	A	2	1999	rank	105	18
0RB---_0LC1LC_1RD0LC_1LB1RB	A	2	1999	rank	154	10
0RB---_0LC1LC_1RD0LD_0LB0RB	A	2	1999	rank	114	20
0RB---_0LC1LC_1RD0LD_1LB1RB	A	2	1999	rank	119	19
0RB---_0LC1LC_1RD1LC_0LB1RD	A	2	1280	count-lex	168	15
0RB---_0LC1LC_1RD1LD_0LB0RB	A	2	1999	rank	107	22
0RB---_0LC1LC_1RD1LD_0LB1RB	A	2	1999	rank	116	19
0RB---_0LC1LC_1RD1LD_1LB1RB	A	2	1999	rank	125	18
0RB---_0LC1LD_1RB1LC_0LC1RD	A	2	1280	count-lex	153	18
0RB---_0LC1LD_1RB1LD_1RC0LD	A	2	1280	rank	100	15
0RB---_0LC1LD_1RD1LC_0LC0RB	A	2	1999	rank	109	20
0RB---_0LC1RB_0LD1LD_1RB1LD	A	2	1280	count-lex	170	15
0RB---_0LC1RB_0LD1RC_1RB1LD	A	2	1280	count-lex	179	18
0RB---_0LC1RB_0RD1LC_1RB1LD	A	2	1280	count-lex	180	18
0RB---_0LC1RB_0RD1LD_1RB1LD	A	2	1280	count-lex	171	15
0RB---_0LC1RB_1LA1LD_1RB1LD	A	2	1280	count-lex	181	15
0RB---_0LC1RB_1LD0RB_1RB0LD	A	2	1999	rank	104	19
0RB---_0LC1RB_1LD0RB_1RC1LD	A	2	1536	count-lex	277	41
0RB---_0LC1RB_1LD1LC_0RB---	A	2	1280	count-lex	230	19
0RB---_0LC1RB_1LD1LC_0RD1RB	A	2	1280	count-lex	157	19
0RB---_0LC1RB_1LD1LD_1RB1LD	A	2	1280	count-lex	187	15
0RB---_0LC1RB_1LD1RC_0RB1LD	A	2	1280	count-lex	169	18
0RB---_0LC1RB_1RB0LD_1LC1LD	A	2	1280	count-lex	203	20
0RB---_0LC1RB_1RB1LC_------	A	2	1280	count-lex	67	15
0RB---_0LC1RB_1RB1LD_0RD1LC	A	2	1280	count-lex	196	19
0RB---_0LC1RB_1RB1LD_1LC0RB	A	2	1280	count-lex	161	42
0RB---_0LC1RB_1RB1LD_1RB0LD	A	2	1999	rank	115	12
0RB---_0LC1RB_1RB1LD_1RB1LC	A	2	1280	count-lex	73	19
0RB---_0LC1RB_1RB1LD_1RB1LD	A	2	1280	count-lex	156	15
0RB---_0LC1RB_1RD1LC_0LB1LB	A	2	1280	count-lex	227	18
0RB---_0LC1RB_1RD1LC_0LB1RB	A	2	1280	count-lex	84	15
0RB---_0LC1RB_1RD1LC_0LB1RD	A	2	1280	count-lex	154	18
0RB---_0LC1RB_1RD1LC_0LC1LB	A	2	1280	count-lex	160	18
0RB---_0LC1RB_1RD1LC_0LC1RB	A	2	1280	count-lex	105	15
0RB---_0LC1RB_1RD1LC_0LD1RB	A	2	1280	count-lex	85	15
0RB---_0LC1RB_1RD1LC_1LB1LD	A	2	1280	count-lex	245	24
0RB---_0LC1RB_1RD1LC_1LB1RB	A	2	1280	count-lex	95	15
0RB---_0LC1RB_1RD1LC_1LC0RB	A	2	1536	count-lex	427	41
0RB---_0LC1RB_1RD1LC_1LD1RB	A	2	1280	count-lex	107	15
0RB---_0LC1RB_1RD1LC_1RB0RB	A	2	1280	count-lex	277	41
0RB---_0LC1RB_1RD1LC_1RB1RB	A	2	1280	count-lex	160	15
0RB---_0LC1RB_1RD1LD_1LB1LC	A	2	1280	count-lex	241	24
0RB---_0LC1RB_1RD1LD_1RB1LD	A	2	1280	count-lex	187	15
0RB---_0LC1RC_0LD1LD_1RB1LB	A	2	1280	rank	88	19
0RB---_0LC1RC_1LD0RB_1RB1LD	A	2	1280	count-lex	67	28
0RB---_0LC1RC_1LD0RC_0RB1LD	A	2	1999	rank	114	12
0RB---_0LC1RC_1LD0RC_1RB0LC	A	2	1999	rank	96	18
0RB---_0LC1RC_1LD0RC_1RB1LB	A	2	1999	rank	113	10
0RB---_0LC1RC_1LD1RC_0RB1LD	A	2	1280	count-lex	165	15
0RB---_0LC1RC_1RB0LD_1LC0RC	A	2	1280	count-lex	174	48
0RB---_0LC1RC_1RB0LD_1RC1LC	A	2	1280	count-lex	108	26
0RB---_0LC1RC_1RB1LD_1RC0LD	A	2	1999	count-lex	153	26
0RB---_0LC1RC_1RD1LD_1RB0LD	A	2	1536	count-lex	153	34
0RB---_0LC1RD_0LD1LD_1RB0LD	A	2	1999	count-lex	150	31
0RB---_0LC1RD_0LD1LD_1RB0RD	A	2	1999	rank	127	20
0RB---_0LC1RD_0RD1LD_1RB0LD	A	2	1999	count-lex	213	31
0RB---_0LC1RD_0RD1LD_1RB0RD	A	2	1999	rank	132	20
0RB---_0LC1RD_1LA1LD_1RB0LD	A	2	1999	count-lex	164	31
0RB---_0LC1RD_1LD1LC_1RB0RD	A	2	1280	rank	126	23
0RB---_0LC1RD_1RB0LD_1LC0RD	A	2	1280	rank	86	18
0RB---_0LC1RD_1RB1LC_0LC0RB	A	2	1999	count-lex	254	41
0RB---_0LC1RD_1RB1LC_0LC1RB	A	2	1280	count-lex	130	19
0RB---_0LC1RD_1RB1LC_0LC1RD	A	2	1280	count-lex	108	15
0RB---_0LC1RD_1RB1LC_0LD1RB	A	2	1280	count-lex	246	20
0RB---_0LC1RD_1RB1LC_1LB0LD	A	2	1999	rank	134	19
0RB---_0LC1RD_1RB1LC_1LB0RB	A	2	1280	count-lex	191	33
0RB---_0LC1RD_1RB1LC_1LD0LB	A	2	1536	rank	116	18
0RB---_0LC1RD_1RB1LD_1RC0LD	A	2	1999	count-lex	286	29
0RB---_0LC1RD_1RD1LC_0LC0RB	A	2	1536	count-lex	220	34
0RB---_0LC1RD_1RD1LC_0LC1RB	A	2	1280	count-lex	132	19
0RB---_0LC1RD_1RD1LC_0LD1RB	A	2	1280	count-lex	94	20
0RB---_0RC---_0LD1RC_1LB1LD	A	2	1280	count-lex	201	19
0RB---_0RC---_0LD1RC_1RC1LD	B	2	1280	count-lex	66	15
0RB---_0RC---_0RD1LC_1LC1RD	B	2	1280	count-lex	72	15
0RB---_0RC---_1LD0RD_1RC0LC	B	3	1280	rank	68	14
0RB---_0RC---_1LD1RC_0RC1LD	B	2	1280	count-lex	60	15
0RB---_0RC---_1RD0LD_1LC0RC	B	3	1280	rank	68	14
0RB---_0RC---_1RD1LC_0LC1RD	B	2	1280	count-lex	62	15
0RB---_0RC0LB_1LB0RD_1RC1RD	A	3	1999	rank	190	25
0RB---_0RC0LB_1LB1RD_1LB0RD	A	2	1999	rank	93	17
0RB---_0RC0LB_1LB1RD_1LC0RD	A	2	1999	count-lex	121	28
0RB---_0RC0LC_0LD1RB_1RC1LD	A	2	1999	count-lex	263	44
0RB---_0RC0LC_0RD1RD_1LB0RB	A	2	1280	rank	97	20
0RB---_0RC0LC_0RD1RD_1LB0RC	A	2	1999	rank	107	19
0RB---_0RC0LC_0RD1RD_1LB0RD	A	2	1280	rank	88	17
0RB---_0RC0LC_0RD1RD_1LB1RB	A	2	1280	rank	91	22
0RB---_0RC0LC_0RD1RD_1LB1RC	A	2	1999	rank	107	21
0RB---_0RC0LC_1LB0RD_1LC1RC	A	2	1280	count-lex	192	48
0RB---_0RC0LC_1LD0LD_1RB1LC	A	2	1999	rank	110	18
0RB---_0RC0LD_1LB1RC_0RC1LB	A	2	1536	count-lex	242	34
0RB---_0RC0LD_1LB1RC_0RC1RB	A	2	1999	rank	129	20
0RB---_0RC0LD_1LB1RC_0RC1RD	A	2	1999	rank	138	20
0RB---_0RC0LD_1LD0LC_1RD1LB	A	2	1999	rank	138	14
0RB---_0RC0LD_1LD1LC_1RD1LB	A	2	1999	rank	147	18
0RB---_0RC0LD_1LD1RB_1LB0LD	A	2	1280	count-lex	203	36
0RB---_0RC0LD_1LD1RB_1LB1RD	A	2	1280	count-lex	141	34
0RB---_0RC0LD_1LD1RC_0RC1LB	A	2	1999	count-lex	288	41
0RB---_0RC0LD_1LD1RC_1RD1LB	A	2	1536	count-lex	249	41
0RB---_0RC0RD_1RD1LD_1LC1RB	A	2	1280	count-lex	127	36
0RB---_0RC1LB_0LD1RC_1LB1RD	A	2	1280	count-lex	187	18
0RB---_0RC1LB_0LD1RD_1LB1RD	A	2	1280	count-lex	177	15
0RB---_0RC1LB_0RD1LC_1LB1RD	A	2	1280	count-lex	182	18
0RB---_0RC1LB_0RD1RD_1LB1RD	A	2	1280	count-lex	177	15
0RB---_0RC1LB_1LA1RD_1LB1RD	A	2	1280	count-lex	187	15
0RB---_0RC1LB_1LB0RD_1RC1RD	A	2	1280	count-lex	216	20
0RB---_0RC1LB_1LB1RC_------	A	2	1280	count-lex	70	15
0RB---_0RC1LB_1LB1RD_0LD1RC	A	2	1280	count-lex	197	19
0RB---_0RC1LB_1LB1RD_1LB0RD	A	2	1999	rank	121	12
0RB---_0RC1LB_1LB1RD_1LB1RC	A	2	1280	count-lex	76	19
0RB---_0RC1LB_1LB1RD_1LB1RD	A	2	1280	count-lex	166	15
0RB---_0RC1LB_1LB1RD_1RC0LB	A	2	1280	count-lex	173	42
0RB---_0RC1LB_1LD1RC_0LA1LB	A	2	1280	count-lex	87	15
0RB---_0RC1LB_1LD1RC_0LA1RB	A	2	1280	count-lex	261	18
0RB---_0RC1LB_1LD1RC_0RB1LB	A	2	1280	count-lex	88	15
0RB---_0RC1LB_1LD1RC_0RB1LD	A	2	1280	count-lex	157	18
0RB---_0RC1LB_1LD1RC_0RB1RB	A	2	1280	count-lex	226	18
0RB---_0RC1LB_1LD1RC_0RC1LB	A	2	1280	count-lex	101	15
0RB---_0RC1LB_1LD1RC_0RC1RB	A	2	1280	count-lex	152	18
0RB---_0RC1LB_1LD1RC_0RD1LB	A	2	1280	count-lex	85	15
0RB---_0RC1LB_1LD1RC_1LA1LB	A	2	1280	count-lex	101	15
0RB---_0RC1LB_1LD1RC_1LB0LB	A	2	1280	count-lex	269	41
0RB---_0RC1LB_1LD1RC_1LB1LB	A	2	1280	count-lex	153	15
0RB---_0RC1LB_1LD1RC_1RB1LB	A	2	1280	count-lex	93	15
0RB---_0RC1LB_1LD1RC_1RB1RD	A	2	1280	count-lex	233	24
0RB---_0RC1LB_1LD1RC_1RC0LB	A	2	1536	count-lex	411	41
0RB---_0RC1LB_1LD1RC_1RD1LB	A	2	1280	count-lex	95	15
0RB---_0RC1LB_1LD1RD_1LB1RD	A	2	1280	count-lex	152	15
0RB---_0RC1LB_1LD1RD_1RB1RC	A	2	1280	count-lex	231	24
0RB---_0RC1LB_1RD0LB_1LB0RD	A	2	1999	rank	109	19
0RB---_0RC1LB_1RD0LB_1LC1RD	A	2	1536	count-lex	287	41
0RB---_0RC1LB_1RD1LC_0LB1RD	A	2	1280	count-lex	193	18
0RB---_0RC1LB_1RD1RC_0LB---	A	2	1280	count-lex	239	19
0RB---_0RC1LB_1RD1RC_0LD1LB	A	2	1280	count-lex	161	19
0RB---_0RC1LB_1RD1RD_1LB1RD	A	2	1280	count-lex	185	15
0RB---_0RC1LC_0RD1RD_1LB1RB	A	2	1280	rank	90	19
0RB---_0RC1LC_1LB0RD_1LC1RC	A	2	1280	count-lex	98	26
0RB---_0RC1LC_1LB0RD_1RC0LC	A	2	1280	count-lex	180	48
0RB---_0RC1LC_1LB1RD_1LC0RD	A	2	1999	count-lex	150	26
0RB---_0RC1LC_1LD1RD_1LB0RD	A	2	1536	count-lex	154	34
0RB---_0RC1LC_1RD0LB_1LB1RD	A	2	1280	count-lex	67	28
0RB---_0RC1LC_1RD0LC_0LB1RD	A	2	1999	rank	118	12
0RB---_0RC1LC_1RD0LC_1LB0RC	A	2	1999	rank	103	18
0RB---_0RC1LC_1RD0LC_1LB1RB	A	2	1999	rank	123	10
0RB---_0RC1LC_1RD1LC_0LB1RD	A	2	1280	count-lex	166	15
0RB---_0RC1LD_0LD1RD_1LB0LD	A	2	1999	rank	124	20
0RB---_0RC1LD_0LD1RD_1LB0RD	A	2	1999	count-lex	144	31
0RB---_0RC1LD_0RD1RD_1LB0LD	A	2	1999	rank	126	20
0RB---_0RC1LD_0RD1RD_1LB0RD	A	2	1999	count-lex	145	31
0RB---_0RC1LD_1LA1RD_1LB0RD	A	2	1999	count-lex	155	31
0RB---_0RC1LD_1LB0RD_1RC0LD	A	2	1280	rank	95	18
0RB---_0RC1LD_1LB1RC_0RC0LB	A	2	1999	count-lex	259	41
0RB---_0RC1LD_1LB1RC_0RC1LB	A	2	1280	count-lex	129	19
0RB---_0RC1LD_1LB1RC_0RC1LD	A	2	1280	count-lex	105	15
0RB---_0RC1LD_1LB1RC_0RD1LB	A	2	1280	count-lex	243	20
0RB---_0RC1LD_1LB1RC_1RB0LB	A	2	1280	count-lex	184	33
0RB---_0RC1LD_1LB1RC_1RB0RD	A	2	1999	rank	119	19
0RB---_0RC1LD_1LB1RC_1RD0RB	A	2	1536	rank	149	18
0RB---_0RC1LD_1LB1RD_1LC0RD	A	2	1999	count-lex	341	29
0RB---_0RC1LD_1LD1RC_0RC0LB	A	2	1536	count-lex	379	34
0RB---_0RC1LD_1LD1RC_0RC1LB	A	2	1280	count-lex	235	19
0RB---_0RC1LD_1LD1RC_0RD1LB	A	2	1280	count-lex	165	20
0RB---_0RC1LD_1RD1RC_1LB0LD	A	2	1280	rank	136	23
0RB---_0RC1RB_1LD1RC_0RC0LB	A	2	1999	rank	116	20
0RB---_0RC1RC_0RD1LC_1LB1RD	A	2	1280	count-lex	159	18
0RB---_0RC1RC_1LD0RC_0RB0LB	A	2	1999	rank	92	17
0RB---_0RC1RC_1LD0RC_0RB1LD	A	2	1999	rank	115	12
0RB---_0RC1RC_1LD0RC_1RB0LC	A	2	1999	rank	96	18
0RB---_0RC1RC_1LD0RC_1RB1LB	A	2	1999	rank	123	10
0RB---_0RC1RC_1LD0RD_0RB0LB	A	2	1999	rank	121	20
0RB---_0RC1RC_1LD0RD_1RB1LB	A	2	1999	rank	114	19
0RB---_0RC1RC_1LD1RC_0RB1LD	A	2	1280	count-lex	160	15
0RB---_0RC1RC_1LD1RD_0RB0LB	A	2	1999	rank	103	22
0RB---_0RC1RC_1LD1RD_0RB1LB	A	2	1999	rank	119	19
0RB---_0RC1RC_1LD1RD_1RB1LB	A	2	1999	rank	128	18
0RB---_0RC1RD_1LB1RC_0RC1LD	A	2	1280	count-lex	157	18
0RB---_0RC1RD_1LB1RD_1LC0RD	A	2	1280	rank	99	15
0RB---_0RC1RD_1LD1RC_0RC0LB	A	2	1999	rank	110	20
0RB---_1LA0LC_1LD0RD_1RC0LC	B	3	1280	rank	74	14
0RB---_1LA0LC_1LD1RC_0RC1LD	B	2	1280	count-lex	65	15
0RB---_1LA0LC_1RD0LD_1LC0RC	B	3	1280	rank	75	14
0RB---_1LA0LC_1RD1LC_0LC1RD	B	2	1280	count-lex	66	15
0RB---_1LA0RC_1LD0RD_1RC0LC	B	3	1280	rank	73	14
0RB---_1LA0RC_1LD1RC_0RC1LD	B	2	1280	count-lex	85	15
0RB---_1LA0RC_1RD0LD_1LC0RC	B	3	1280	rank	84	14
0RB---_1LA0RC_1RD1LC_0LC1RD	B	2	1280	count-lex	66	15
0RB---_1LA1LC_0RD1LC_1LB1RD	A	2	1280	count-lex	113	15
0RB---_1LA1LC_0RD1LC_1LC1RD	B	2	1280	count-lex	64	15
0RB---_1LA1LC_1LD1RC_0RC1LD	B	2	1280	count-lex	43	15
0RB---_1LA1LC_1RD0LC_1LB1RD	A	2	1999	count-lex	161	32
0RB---_1LA1LC_1RD0LD_1LC0RC	B	3	1280	rank	72	14
0RB---_1LA1LC_1RD1LC_0LB1RD	A	2	1280	count-lex	155	15
0RB---_1LA1LC_1RD1LC_0LC1RD	B	2	1280	count-lex	62	15
0RB---_1LA1RC_0LD1RC_1RB1LD	A	2	1280	count-lex	112	15
0RB---_1LA1RC_0LD1RC_1RC1LD	B	2	1280	count-lex	63	15
0RB---_1LA1RC_1LD0RC_1RB1LD	A	2	1999	count-lex	151	32
0RB---_1LA1RC_1LD0RD_1RC0LC	B	3	1280	rank	68	14
0RB---_1LA1RC_1LD1RC_0RB1LD	A	2	1280	count-lex	147	15
0RB---_1LA1RC_1LD1RC_0RC1LD	B	2	1280	count-lex	57	15
0RB---_1LA1RC_1RD1LC_0LC1RD	B	2	1280	count-lex	42	15
0RB---_1LC---_0LD1RC_1RC1LD	B	2	1280	count-lex	76	21
0RB---_1LC---_0RD1LC_1LC1RD	B	2	1280	count-lex	58	15
0RB---_1LC---_1LD0RD_1RC0LC	B	3	1280	rank	90	14
0RB---_1LC---_1RD0LB_1LC0RC	A	3	1280	count-lex	123	14
0RB---_1LC---_1RD0LD_1LC0RC	B	3	1280	rank	64	14
0RB---_1LC---_1RD1LC_0LC1RD	B	2	1280	count-lex	40	15
0RB---_1LC0LB_0LD1LB_0RD1RB	A	2	1536	rank	133	23
0RB---_1LC0LB_0LD1RB_1RC1LD	A	2	1280	rank	109	19
0RB---_1LC0LB_0RD0LD_1LB1RB	A	3	1999	rank	170	19
0RB---_1LC0LB_0RD1LB_1RB0LC	A	2	1999	rank	127	26
0RB---_1LC0LB_0RD1LB_1RB1RC	A	2	1280	count-lex	202	50
0RB---_1LC0LB_1LD0LC_1RD0RB	A	2	1999	rank	114	25
0RB---_1LC0LB_1RC1LD_0RB0LC	A	2	1536	rank	105	14
0RB---_1LC0LB_1RC1LD_1RB0LC	A	2	1999	rank	154	15
0RB---_1LC0LB_1RD0LB_1LB0RC	A	3	1280	count-lex	96	14
0RB---_1LC0LC_0LD0LD_1RD1LB	A	3	1999	rank	155	20
0RB---_1LC0LC_1RC0LD_1LB1RD	A	2	1999	rank	116	25
0RB---_1LC0LC_1RD1LC_0RC1LB	A	2	1999	rank	88	13
0RB---_1LC0LC_1RD1LC_0RD1LB	A	2	1999	rank	129	13
0RB---_1LC0LC_1RD1LC_1RC1LB	A	2	1999	rank	133	13
0RB---_1LC0LC_1RD1LC_1RD1LB	A	2	1999	rank	123	10
0RB---_1LC0LC_1RD1LD_0RD1LB	A	2	1536	rank	103	17
0RB---_1LC0LD_0RD1LB_1RC1LD	A	2	1999	rank	114	13
0RB---_1LC0LD_1RC1LB_1RC1LD	A	2	1999	rank	122	10
0RB---_1LC0LD_1RD0LB_1RB0RC	A	3	1280	count-lex	99	22
0RB---_1LC0RB_0LD0LD_1RD1RB	A	2	1280	count-lex	177	41
0RB---_1LC0RB_0LD1LC_1RD1RB	A	2	1999	count-lex	244	45
0RB---_1LC0RB_0LD1LD_0RD1RB	A	2	1536	count-lex	96	36
0RB---_1LC0RB_0RD1LB_1RB0LC	A	2	1999	count-lex	142	43
0RB---_1LC0RB_0RD1LC_1RB0LC	A	2	1280	rank	93	19
0RB---_1LC0RB_0RD1LD_1LB1RB	A	2	1280	count-lex	160	34
0RB---_1LC0RB_1LD1RB_0RC0LD	A	2	1999	count-lex	119	28
0RB---_1LC0RB_1LD1RB_0RC1LC	A	2	1536	count-lex	133	26
0RB---_1LC0RB_1LD1RB_0RC1RD	A	2	1280	rank	115	19
0RB---_1LC0RB_1RC0LD_1RD1RB	A	2	1280	count-lex	92	49
0RB---_1LC0RB_1RD0LB_1RB0RC	A	4	1536	count-lex	280	32
0RB---_1LC0RC_0LD1RB_1RC1LD	A	2	1999	count-lex	311	33
0RB---_1LC0RC_0LD1RD_1RB0RB	A	2	1280	rank	127	47
0RB---_1LC0RC_0RD0LD_0RB1RB	A	2	1280	rank	105	20
0RB---_1LC0RC_1RB0LB_------	A	3	1280	rank	82	14
0RB---_1LC0RC_1RB0LD_0RD1RC	A	2	1999	rank	131	22
0RB---_1LC0RC_1RB0LD_1LC---	A	3	1280	count-lex	129	14
0RB---_1LC0RD_0LD1LD_1RB0LD	A	2	1280	rank	96	18
0RB---_1LC0RD_0RB0LB_1LB1RB	A	2	1280	count-lex	182	48
0RB---_1LC0RD_0RB1LB_1LB1RB	A	2	1280	count-lex	90	26
0RB---_1LC0RD_0RB1LC_1RB1RD	A	2	1280	count-lex	239	20
0RB---_1LC0RD_0RB1LD_1RB0LD	A	2	1999	rank	101	18
0RB---_1LC0RD_0RD0LD_0RB1RB	A	2	1999	rank	111	19
0RB---_1LC0RD_0RD1LC_0RB1RB	A	2	1536	rank	101	14
0RB---_1LC0RD_0RD1LD_1RB0LD	A	2	1999	rank	101	18
0RB---_1LC0RD_1LD0LB_1RB0LD	A	4	1280	count-lex	200	32
0RB---_1LC0RD_1LD0LC_1RB0LC	A	3	1280	count-lex	112	14
0RB---_1LC0RD_1RB0LB_1RB---	A	3	1280	count-lex	86	14
0RB---_1LC0RD_1RB0LD_1RB0RB	A	2	1280	count-lex	45	36
0RB---_1LC0RD_1RB1LB_0LC1RD	A	2	1536	count-lex	219	42
0RB---_1LC0RD_1RB1LB_1LD1RB	A	3	1280	count-lex	185	25
0RB---_1LC0RD_1RB1LB_1RB1RB	A	3	1280	count-lex	92	21
0RB---_1LC0RD_1RB1LC_0LB1RD	A	2	1536	count-lex	228	41
0RB---_1LC0RD_1RB1LC_1RB1RD	A	2	1280	count-lex	330	26
0RB---_1LC0RD_1RB1LD_1RB0LD	A	2	1280	rank	93	20
0RB---_1LC0RD_1RC1LD_1RB0LD	A	2	1280	rank	94	18
0RB---_1LC0RD_1RD0LB_1RB0RD	A	3	1280	count-lex	86	14
0RB---_1LC0RD_1RD1LB_0RB1RB	A	2	1536	rank	92	11
0RB---_1LC0RD_1RD1LC_0LB1RB	A	2	1280	count-lex	82	28
0RB---_1LC0RD_1RD1LC_0LC1RB	A	2	1280	count-lex	170	32
0RB---_1LC0RD_1RD1LC_0LD1RB	A	2	1280	count-lex	158	33
0RB---_1LC0RD_1RD1LD_1RB0LD	A	2	1280	rank	94	18
0RB---_1LC1LB_0RC0RD_1LB1RD	A	2	1280	count-lex	163	21
0RB---_1LC1LB_0RC1RD_0LB1RD	A	2	1280	count-lex	183	19
0RB---_1LC1LB_0RD---_0LB1RD	A	2	1280	count-lex	181	19
0RB---_1LC1LB_0RD0LB_1RB1RD	A	2	1536	count-lex	240	35
0RB---_1LC1LB_0RD0RB_1RB1RD	A	2	1280	count-lex	64	26
0RB---_1LC1LB_0RD1LB_0LC1RD	A	2	1280	count-lex	181	19
0RB---_1LC1LB_1LD0LD_1RD0RB	A	2	1999	rank	145	35
0RB---_1LC1LB_1RC1LD_0RB0LC	A	2	1536	rank	114	18
0RB---_1LC1LB_1RC1LD_1RB0LC	A	2	1999	rank	158	19
0RB---_1LC1LB_1RC1RD_0LB0RD	A	2	1280	count-lex	178	51
0RB---_1LC1LB_1RC1RD_1LB0RD	A	2	1280	rank	91	20
0RB---_1LC1LB_1RD0LB_1RB1RD	A	2	1999	count-lex	258	31
0RB---_1LC1LB_1RD0LD_1RB1RD	A	2	1280	count-lex	185	24
0RB---_1LC1LB_1RD1LB_0LC0RD	A	2	1280	count-lex	248	36
0RB---_1LC1LB_1RD1LB_1RB1RD	A	2	1280	count-lex	85	14
0RB---_1LC1LB_1RD1RC_1LB1RC	A	2	1280	count-lex	82	14
0RB---_1LC1LB_1RD1RD_1LB1RC	A	2	1280	count-lex	86	17
0RB---_1LC1LC_0RD1LC_1LB1RD	A	2	1280	count-lex	98	15
0RB---_1LC1LC_1RD0LB_1LB1RC	A	2	1536	count-lex	246	33
0RB---_1LC1LC_1RD0LB_1LC1RC	A	3	1280	count-lex	142	21
0RB---_1LC1LC_1RD0LC_1LB0RC	A	2	1280	rank	94	20
0RB---_1LC1LC_1RD1LB_1RB1RD	A	2	1280	count-lex	106	17
0RB---_1LC1LC_1RD1LC_0LB1RD	A	2	1280	count-lex	156	15
0RB---_1LC1LD_0LD1RC_1RB1LB	A	2	1280	count-lex	251	24
0RB---_1LC1LD_0RC1RD_1LB0RD	A	2	1280	rank	86	15
0RB---_1LC1LD_1LD1LC_1RB1RD	A	2	1280	count-lex	180	17
0RB---_1LC1RB_0RB0LD_0RB1LC	A	2	1536	count-lex	181	34
0RB---_1LC1RB_0RB0LD_0RB1RC	A	2	1280	rank	89	20
0RB---_1LC1RB_0RB0LD_0RB1RD	A	2	1280	rank	89	20
0RB---_1LC1RB_0RB0LD_0RD1RC	A	2	1536	rank	127	13
0RB---_1LC1RB_0RB0LD_1RD0RC	A	2	1536	rank	124	15
0RB---_1LC1RB_0RB1LC_------	A	2	1280	count-lex	63	15
0RB---_1LC1RB_0RB1LD_0LC0RC	A	2	1999	count-lex	280	44
0RB---_1LC1RB_0RB1LD_0RB0LC	A	2	1999	count-lex	302	41
0RB---_1LC1RB_0RB1LD_0RB1LC	A	2	1280	count-lex	115	19
0RB---_1LC1RB_0RB1LD_0RB1LD	A	2	1280	count-lex	92	15
0RB---_1LC1RB_0RB1LD_0RB1RD	A	2	1280	rank	96	25
0RB---_1LC1RB_0RB1LD_0RD1LC	A	2	1280	count-lex	173	20
0RB---_1LC1RB_0RB1LD_1RC0LC	A	2	1280	count-lex	156	33
0RB---_1LC1RB_0RB1LD_1RC0RD	A	2	1280	rank	98	19
0RB---_1LC1RB_0RC1LD_0RB1LC	A	2	1280	count-lex	199	20
0RB---_1LC1RB_0RC1LD_0RB1LD	A	2	1280	count-lex	113	15
