1RB1RD_1LC0RA_0RD0LB_1RA0LD	2	0	75
1RB1RD_1LC0RA_0RD0LB_1RA1RD	2	0	71
1RB1RD_1LC0RA_1LA0LB_1LA1RA	2	0	72
1RB1RD_1LC0RA_1LD0LB_1RA1LB	2	0	87
1RB1RD_1LC0RA_1LD0LB_1RA1RB	2	0	73
1RB1RD_1LC0RA_1LD0LB_1RA1RD	2	0	73
1RB1RD_1LC0RA_1RD0LB_1RA1LB	2	0	75
1RB1RD_1LC0RA_1RD0LB_1RA1RB	2	0	67
1RB1RD_1LC1LB_1RD1RC_1LB0RA	2	0	40
1RB1RD_1RC---_1LD0RB_1RA0LC	3	0	64
