1RB0RC_1LC1LD_1RA0LB_1LD1RA	nqhtr_1RB0RC_1LC1LD_1RA0LB_1LD1RA	ProvTr_RK_05.v	4,0
1RB0RC_1RC1LB_1LD1RA_1LD0LC	nqhtr_1RB0RC_1RC1LB_1LD1RA_1LD0LC	ProvTr_RK_05.v	4,0
1RB0RC_1RC1LD_1LB1RA_0LB1LB	nqhtr_1RB0RC_1RC1LD_1LB1RA_0LB1LB	ProvTr_RK_05.v	7,0
1RB0RD_0RC0RA_1LC0LA_0RA0RB	nqhtr_1RB0RD_0RC0RA_1LC0LA_0RA0RB	ProvTr_RK_05.v	7,0
1RB0RD_0RC1RB_1LC1LD_0RB0RA	nqhtr_1RB0RD_0RC1RB_1LC1LD_0RB0RA	ProvTr_RK_05.v	8,0
1RB0RD_1LC0LA_1RA0LB_0RC---	nqhtr_1RB0RD_1LC0LA_1RA0LB_0RCXXX	ProvTr_RK_05.v	4,0
1RB0RD_1LC0LB_1RA1LB_1RD0RC	nqhtr_1RB0RD_1LC0LB_1RA1LB_1RD0RC	ProvTr_RK_05.v	11,0
1RB0RD_1LC1RA_0LB1LD_0RB0LD	nqhtr_1RB0RD_1LC1RA_0LB1LD_0RB0LD	ProvTr_RK_05.v	5,0
1RB1LA_0RC0RB_0LD0LA_1LC---	nqhtr_1RB1LA_0RC0RB_0LD0LA_1LCXXX	ProvTr_RK_05.v	4,0
1RB1LA_0RC0RB_0LD0LA_1LD0LA	nqhtr_1RB1LA_0RC0RB_0LD0LA_1LD0LA	ProvTr_RK_05.v	4,0
1RB1LA_0RC0RB_0LD0LA_1LD1RC	nqhtr_1RB1LA_0RC0RB_0LD0LA_1LD1RC	ProvTr_RK_05.v	4,0
1RB1LA_0RC0RB_0LD0LA_1RC1LC	nqhtr_1RB1LA_0RC0RB_0LD0LA_1RC1LC	ProvTr_RK_05.v	4,0
1RB1LA_0RC0RB_0LD1RC_1LD0LA	nqhtr_1RB1LA_0RC0RB_0LD1RC_1LD0LA	ProvTr_RK_05.v	4,0
1RB1LA_0RC0RB_0RD0LA_1LC0LD	nqhtr_1RB1LA_0RC0RB_0RD0LA_1LC0LD	ProvTr_RK_06.v	4,0
