# spec	rung	verdict	seconds  (tools/closeouttr/ng_batch.py probe)
0RB0LA_1RC---_1RD1RB_1LA0LC	rk:4:0	false	0.7
0RB0LA_1RC---_1RD1RB_1LA0LC	rk:5:0	false	0.7
0RB0LA_1RC---_1RD1RB_1LA0LC	rk:6:0	false	0.8
0RB0LA_1RC0LA_0RD1RD_1LB1RB	rk:4:0	true	1.6
0RB0LA_1RC0LA_1LB1RD_1RB---	rk:4:0	false	0.6
0RB0LA_1RC0LA_1LB1RD_1RB---	rk:5:0	false	0.7
0RB0LA_1RC0LA_1LB1RD_1RB---	rk:6:0	false	0.8
0RB0LA_1RC0LA_1LB1RD_1RC---	rk:4:0	false	0.7
0RB0LA_1RC0LA_1LB1RD_1RC---	rk:5:0	false	0.7
0RB0LA_1RC0LA_1LB1RD_1RC---	rk:6:0	false	0.8
0RB0LA_1RC0LA_1LD1RD_1RB1LA	rk:4:0	true	0.9
0RB0LA_1RC0LA_1RD---_1LB1RB	rk:4:0	false	0.6
0RB0LA_1RC0LA_1RD---_1LB1RB	rk:5:0	false	0.7
0RB0LA_1RC0LA_1RD---_1LB1RB	rk:6:0	false	0.9
0RB0LA_1RC0LA_1RD---_1LB1RC	rk:4:0	false	0.7
0RB0LA_1RC0LA_1RD---_1LB1RC	rk:5:0	false	0.7
0RB0LA_1RC0LA_1RD---_1LB1RC	rk:6:0	false	0.8
0RB0LA_1RC0LC_1LA0RD_1LC0RD	rk:4:0	false	1.1
0RB0LA_1RC0LC_1LA0RD_1LC0RD	rk:5:0	false	2.2
0RB0LA_1RC0LC_1LA0RD_1LC0RD	rk:6:0	false	7.6
0RB0LA_1RC0LC_1LA1RD_0RC1RB	rk:4:0	true	2.7
0RB0LA_1RC0LC_1LA1RD_1LC0RD	rk:4:0	false	1.2
0RB0LA_1RC0LC_1LA1RD_1LC0RD	rk:5:0	false	2.3
0RB0LA_1RC0LC_1LA1RD_1LC0RD	rk:6:0	false	8.2
0RB0LA_1RC0LC_1LD0RC_1LA0LA	rk:4:0	false	0.9
