census_machine	upstream_core_tnf	cert_family	cert_path	exists
0RB1LA_1LA0LC_1RD1LC_1RB1RD	1RB0RC_0LA1RB_1LD1RC_1LA1LD	certs_irules	/home/user/BBB/results/certs_irules/1RB0RC_0LA1RB_1LD1RC_1LA1LD.cert	1
0RB1LA_1LA1LC_0LD0LC_1RD1RB	1RB1RC_0LA1RB_0RD0RC_1LD1LA	certs_irules	/home/user/BBB/results/certs_irules/1RB1RC_0LA1RB_0RD0RC_1LD1LA.cert	1
0RB1LA_1LA1LC_1RD0LC_1RD1RB	1RB1RC_0LA1RB_1LD0RC_1LD1LA	certs_irules	/home/user/BBB/results/certs_irules/1RB1RC_0LA1RB_1LD0RC_1LD1LA.cert	1
0RB1RA_1LC1RB_1LD1LC_0RA0RB	1RB1LA_1RC1RB_0LD0LA_0LA1LD	certs_irules	/home/user/BBB/results/certs_irules/1RB1LA_1RC1RB_0LD0LA_0LA1LD.cert	1
0RB1RA_1LC1RB_1LD1LC_1RA0RB	1RB1LA_1RC1RB_1LD0LA_0LA1LD	certs_irules	/home/user/BBB/results/certs_irules/1RB1LA_1RC1RB_1LD0LA_0LA1LD.cert	1
0RB1RC_1LA1RB_0RD0RC_1LD1LA	1RB1LA_0LA1LC_0LD0LC_1RD1RB	certs_irules	/home/user/BBB/results/certs_irules/1RB1LA_0LA1LC_0LD0LC_1RD1RB.cert	1
0RB1RC_1LA1RB_1LD0RC_1LD1LA	1RB1LA_0LA1LC_1RD0LC_1RD1RB	certs_irules	/home/user/BBB/results/certs_irules/1RB1LA_0LA1LC_1RD0LC_1RD1RB.cert	1
0RB1RC_1RC0LB_0RD0RC_1LD1LA	1RB0LA_0RC0RB_1LC1LD_0RA1RB	certs_irules	/home/user/BBB/results/certs_irules/1RB0LA_0RC0RB_1LC1LD_0RA1RB.cert	1
0RB1RC_1RC1RB_0RD0RC_1LD1LA	1RB1RA_0RC0RB_1LC1LD_0RA1RB	certs_irules	/home/user/BBB/results/certs_irules/1RB1RA_0RC0RB_1LC1LD_0RA1RB.cert	1
0RB1RC_1RC1RB_1LD0RC_1LD1LA	1RB1RA_1LC0RB_1LC1LD_0RA1RB	certs_irules	/home/user/BBB/results/certs_irules/1RB1RA_1LC0RB_1LC1LD_0RA1RB.cert	1
0RB1RD_1RC1RB_1LC1LA_0RC0RD	1RB1RA_1LB1LC_0RA1RD_0RB0RD	certs_irules	/home/user/BBB/results/certs_irules/1RB1RA_1LB1LC_0RA1RD_0RB0RD.cert	1
0RB1RD_1RC1RB_1LC1LA_1LC0RD	1RB1RA_1LB1LC_0RA1RD_1LB0RD	certs_irules	/home/user/BBB/results/certs_irules/1RB1RA_1LB1LC_0RA1RD_1LB0RD.cert	1
0RB0LC_1RC0LD_1LA0RB_1RD1RA	1RB0LD_1LC0RA_0RA0LB_1RD1RC	certs_modclass	/home/user/BBB/results/certs_modclass/1RB0LD_1LC0RA_0RA0LB_1RD1RC.cert	1
0RB0LC_1RC1LD_1LA0RB_1RD1RA	1RB1LD_1LC0RA_0RA0LB_1RD1RC	certs_modclass	/home/user/BBB/results/certs_modclass/1RB1LD_1LC0RA_0RA0LB_1RD1RC.cert	1
0RB0LC_1RC1RD_1LA0RB_1LB1RB	1RB1RD_1LC0RA_0RA0LB_1LA1RA	certs_modclass	/home/user/BBB/results/certs_modclass/1RB1RD_1LC0RA_0RA0LB_1LA1RA.cert	1
0RB0LC_1RC1RD_1LA0RB_1RB---	1RB1RD_1LC0RA_0RA0LB_1RA---	certs_modclass	/home/user/BBB/results/certs_modclass/1RB1RD_1LC0RA_0RA0LB_1RA---.cert	1
0RB0LD_1RC0LB_1RD1RB_1LA0RC	1RB0LA_1RC1RA_1LD0RB_0RA0LC	certs_modclass	/home/user/BBB/results/certs_modclass/1RB0LA_1RC1RA_1LD0RB_0RA0LC.cert	1
0RB0LD_1RC1RB_1RD1LB_1LA0RC	1RB1RA_1RC1LA_1LD0RB_0RA0LC	certs_modclass	/home/user/BBB/results/certs_modclass/1RB1RA_1RC1LA_1LD0RB_0RA0LC.cert	1
0RB0LD_1RC1RB_1RD1RB_1LA0RC	1RB1RA_1RC1RA_1LD0RB_0RA0LC	certs_modclass	/home/user/BBB/results/certs_modclass/1RB1RA_1RC1RA_1LD0RB_0RA0LC.cert	1
0RB1LC_1RC0LD_1LA0RB_1LB---	1RB0LD_1LC0RA_0RA1LB_1LA---	certs_modclass	/home/user/BBB/results/certs_modclass/1RB0LD_1LC0RA_0RA1LB_1LA---.cert	1
0RB1LD_1LC0LA_1RD0LB_1LA0RC	1RB0RD_1LC0RA_1RD0LB_0LA1RC	certs_modclass	/home/user/BBB/results/certs_modclass/1RB0RD_1LC0RA_1RD0LB_0LA1RC.cert	1
0RB1LD_1LC0LB_1RD0LB_1LA0RC	1RB0RA_1LC0RA_1RD0LB_0LA1RC	certs_modclass	/home/user/BBB/results/certs_modclass/1RB0RA_1LC0RA_1RD0LB_0LA1RC.cert	1
0RB1LD_1LC0RD_1RD0LB_1LA0RC	1RB0LC_1LC0RA_1RD0LB_0LA1RC	certs_modclass	/home/user/BBB/results/certs_modclass/1RB0LC_1LC0RA_1RD0LB_0LA1RC.cert	1
0RB1LD_1LC1LC_1RD0LB_1LA0RC	1RB1RB_1LC0RA_1RD0LB_0LA1RC	certs_modclass	/home/user/BBB/results/certs_modclass/1RB1RB_1LC0RA_1RD0LB_0LA1RC.cert	1
0RB1RA_1RC1LD_1LD0RB_1RA0LC	1RB1LC_1LC0RA_1RD0LB_0RA1RD	certs_modclass	/home/user/BBB/results/certs_modclass/1RB1LC_1LC0RA_1RD0LB_0RA1RD.cert	1
0RB0LB_1LC0LC_1RD0LA_1LB0RC	1RB0RB_1LC0RD_1RA0LB_0LA0RA	certs_neverqh	/home/user/BBB/results/certs_neverqh/1RB0RB_1LC0RD_1RA0LB_0LA0RA.cert	1
0RB0LC_1RC1LD_1LA0RB_1RB1RD	1RB1LD_1LC0RA_0RA0LB_1RA1RD	certs_rank	/home/user/BBB/results/certs_rank/1RB1LD_1LC0RA_0RA0LB_1RA1RD.cert	1
0RB0LD_1LC1RB_1LA0RA_1RC1LD	1RB1LA_1RC0LC_0LA0RD_1LB1RD	certs_rank	/home/user/BBB/results/certs_rank/1RB1LA_1RC0LC_0LA0RD_1LB1RD.cert	1
0RB0LD_1RC0RB_1RD1RB_1LA0RC	1RB0RA_1RC1RA_1LD0RB_0RA0LC	certs_rank	/home/user/BBB/results/certs_rank/1RB0RA_1RC1RA_1LD0RB_0RA0LC.cert	1
0RB0LD_1RC1LB_1RD1RB_1LA0RC	1RB1LA_1RC1RA_1LD0RB_0RA0LC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LA_1RC1RA_1LD0RB_0RA0LC.cert	1
0RB0LD_1RC1RB_1RD1RA_1LA0RC	1RB1RA_1RC1RD_1LD0RB_0RA0LC	certs_rank	/home/user/BBB/results/certs_rank/1RB1RA_1RC1RD_1LD0RB_0RA0LC.cert	1
0RB0RA_1LC1RB_0LD1RA_1RD0LC	1RB1LA_0RC1LD_1LC0RB_0LA0LD	certs_rank	/home/user/BBB/results/certs_rank/1RB1LA_0RC1LD_1LC0RB_0LA0LD.cert	1
0RB0RC_1LC1RA_1LD0LB_1RB1LC	1RB1LD_1RC0RA_1LA1RB_0LA0LB	certs_rank	/home/user/BBB/results/certs_rank/1RB1LD_1RC0RA_1LA1RB_0LA0LB.cert	1
0RB1LA_1LA1RC_1RB0LD_1LC1LC	1RB1LC_0LA1RB_1LA0RD_1RC1RC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LC_0LA1RB_1LA0RD_1RC1RC.cert	1
0RB1LA_1LA1RC_1RB0LD_1RC1LC	1RB1LC_0LA1RB_1LA0RD_1LC1RC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LC_0LA1RB_1LA0RD_1LC1RC.cert	1
0RB1LA_1LA1RC_1RB0LD_1RD1LC	1RB1LC_0LA1RB_1LA0RD_1LD1RC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LC_0LA1RB_1LA0RD_1LD1RC.cert	1
0RB1LA_1LC1LC_1RD0LB_0LA1RC	1RB1RB_1LC0RA_0RD1LB_0LA1RD	certs_rank	/home/user/BBB/results/certs_rank/1RB1RB_1LC0RA_0RD1LB_0LA1RD.cert	1
0RB1LA_1LC1LC_1RD0LB_1LA1RC	1RB1RB_1LC0RA_1RD1LB_0LA1RD	certs_rank	/home/user/BBB/results/certs_rank/1RB1RB_1LC0RA_1RD1LB_0LA1RD.cert	1
0RB1LA_1RC0LD_0LA1RB_1LB1LB	1RB0LD_0LC1RA_0RA1LC_1LA1LA	certs_rank	/home/user/BBB/results/certs_rank/1RB0LD_0LC1RA_0RA1LC_1LA1LA.cert	1
0RB1LA_1RC0LD_0LA1RB_1RB1LB	1RB0LD_0LC1RA_0RA1LC_1RA1LA	certs_rank	/home/user/BBB/results/certs_rank/1RB0LD_0LC1RA_0RA1LC_1RA1LA.cert	1
0RB1LA_1RC0LD_1LA1RB_1LB1LB	1RB0LD_1LC1RA_0RA1LC_1LA1LA	certs_rank	/home/user/BBB/results/certs_rank/1RB0LD_1LC1RA_0RA1LC_1LA1LA.cert	1
0RB1LA_1RC0LD_1LA1RB_1RB1LB	1RB0LD_1LC1RA_0RA1LC_1RA1LA	certs_rank	/home/user/BBB/results/certs_rank/1RB0LD_1LC1RA_0RA1LC_1RA1LA.cert	1
0RB1LA_1RC0LD_1LA1RB_1RD1LB	1RB0LD_1LC1RA_0RA1LC_1RD1LA	certs_rank	/home/user/BBB/results/certs_rank/1RB0LD_1LC1RA_0RA1LC_1RD1LA.cert	1
0RB1LA_1RC1LC_1RD0LB_0LA1RC	1RB1LB_1RC0LA_0LD1RB_0RA1LD	certs_rank	/home/user/BBB/results/certs_rank/1RB1LB_1RC0LA_0LD1RB_0RA1LD.cert	1
0RB1LA_1RC1LC_1RD0LB_1LA1RC	1RB1LB_1RC0LA_1LD1RB_0RA1LD	certs_rank	/home/user/BBB/results/certs_rank/1RB1LB_1RC0LA_1LD1RB_0RA1LD.cert	1
0RB1LB_1LA0RC_1RB0LD_1LC---	1RB0LC_0LA1RA_1LA0RD_1RC---	certs_rank	/home/user/BBB/results/certs_rank/1RB0LC_0LA1RA_1LA0RD_1RC---.cert	1
0RB1LC_0LC1RB_1LA0RD_1LC1RC	1RB0LD_0LC1RA_0RA1LC_1RA1LA	certs_rank	/home/user/BBB/results/certs_rank/1RB0LD_0LC1RA_0RA1LC_1RA1LA.cert	1
0RB1LC_0LC1RB_1LA0RD_1RC1RC	1RB0LD_0LC1RA_0RA1LC_1LA1LA	certs_rank	/home/user/BBB/results/certs_rank/1RB0LD_0LC1RA_0RA1LC_1LA1LA.cert	1
0RB1LC_1LA1RB_1LA0RD_1LC1RC	1RB1LA_0LA1RC_1RB0LD_1RC1LC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LA_0LA1RC_1RB0LD_1RC1LC.cert	1
0RB1LC_1LA1RB_1LA0RD_1LD1RC	1RB1LA_0LA1RC_1RB0LD_1RD1LC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LA_0LA1RC_1RB0LD_1RD1LC.cert	1
0RB1LC_1LA1RB_1LA0RD_1RC1RC	1RB1LA_0LA1RC_1RB0LD_1LC1LC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LA_0LA1RC_1RB0LD_1LC1LC.cert	1
0RB1LC_1LC1RB_1LA0RD_1LC1RC	1RB1LA_1RC0LD_0LA1RB_1RB1LB	certs_rank	/home/user/BBB/results/certs_rank/1RB1LA_1RC0LD_0LA1RB_1RB1LB.cert	1
0RB1LC_1LC1RB_1LA0RD_1LD1RC	1RB1LA_1RC0LD_0LA1RB_1RD1LB	certs_rank	/home/user/BBB/results/certs_rank/1RB1LA_1RC0LD_0LA1RB_1RD1LB.cert	1
0RB1LC_1LC1RB_1LA0RD_1RC1RC	1RB1LA_1RC0LD_0LA1RB_1LB1LB	certs_rank	/home/user/BBB/results/certs_rank/1RB1LA_1RC0LD_0LA1RB_1LB1LB.cert	1
0RB1LC_1RC1RB_1LA0RD_1LC1RC	1RB1RA_1LC0RD_0RA1LB_1LB1RB	certs_rank	/home/user/BBB/results/certs_rank/1RB1RA_1LC0RD_0RA1LB_1LB1RB.cert	1
0RB1LC_1RC1RB_1LA0RD_1LD1RC	1RB1RA_1LC0RD_0RA1LB_1LD1RB	certs_rank	/home/user/BBB/results/certs_rank/1RB1RA_1LC0RD_0RA1LB_1LD1RB.cert	1
0RB1LC_1RC1RB_1LA0RD_1RC1RC	1RB1RA_1LC0RD_0RA1LB_1RB1RB	certs_rank	/home/user/BBB/results/certs_rank/1RB1RA_1LC0RD_0RA1LB_1RB1RB.cert	1
0RB1LD_0LC1RB_1LD1RD_1LA0RC	1RB1LB_1RC0LA_0LD1RB_0RA1LD	certs_rank	/home/user/BBB/results/certs_rank/1RB1LB_1RC0LA_0LD1RB_0RA1LD.cert	1
0RB1LD_0LC1RB_1RD1RD_1LA0RC	1RB1RB_1LC0RA_0RD1LB_0LA1RD	certs_rank	/home/user/BBB/results/certs_rank/1RB1RB_1LC0RA_0RD1LB_0LA1RD.cert	1
0RB1LD_0RC1RB_1LD1RD_1LA0RC	1RB1LB_1RC0LA_0LD1RB_0LA1LD	certs_rank	/home/user/BBB/results/certs_rank/1RB1LB_1RC0LA_0LD1RB_0LA1LD.cert	1
0RB1LD_0RC1RB_1RD1RD_1LA0RC	1RB1RB_1LC0RA_0RD1LB_0RA1RD	certs_rank	/home/user/BBB/results/certs_rank/1RB1RB_1LC0RA_0RD1LB_0RA1RD.cert	1
0RB1LD_1LC0RC_1RD0LB_1LA0RC	1RB0LB_1LC0RA_1RD0LB_0LA1RC	certs_rank	/home/user/BBB/results/certs_rank/1RB0LB_1LC0RA_1RD0LB_0LA1RC.cert	1
0RB1LD_1LC1LB_1RD0LB_1LA0RC	1RB1RA_1LC0RA_1RD0LB_0LA1RC	certs_rank	/home/user/BBB/results/certs_rank/1RB1RA_1LC0RA_1RD0LB_0LA1RC.cert	1
0RB1LD_1LC1RA_1RD0LB_1LA0RC	1RB1LD_1LC0RA_1RD0LB_0LA1RC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LD_1LC0RA_1RD0LB_0LA1RC.cert	1
0RB1LD_1LC1RB_1LD1RD_1LA0RC	1RB1LA_1RC1LC_1RD0LB_0LA1RC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LA_1RC1LC_1RD0LB_0LA1RC.cert	1
0RB1LD_1LC1RB_1RD0LB_1LA0RC	1RB1LA_1LC0RA_1RD0LB_0LA1RC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LA_1LC0RA_1RD0LB_0LA1RC.cert	1
0RB1LD_1LC1RB_1RD1RD_1LA0RC	1RB1LA_1LC1LC_1RD0LB_0LA1RC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LA_1LC1LC_1RD0LB_0LA1RC.cert	1
0RB1LD_1LC1RC_1RD0LB_1LA0RC	1RB1LB_1LC0RA_1RD0LB_0LA1RC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LB_1LC0RA_1RD0LB_0LA1RC.cert	1
0RB1LD_1LC1RD_1RD0LB_1LA0RC	1RB1LC_1LC0RA_1RD0LB_0LA1RC	certs_rank	/home/user/BBB/results/certs_rank/1RB1LC_1LC0RA_1RD0LB_0LA1RC.cert	1
0RB1LD_1RC1RB_1LC1RD_1LA0RC	1RB1RA_1LB1RC_1LD0RB_0RA1LC	certs_rank	/home/user/BBB/results/certs_rank/1RB1RA_1LB1RC_1LD0RB_0RA1LC.cert	1
0RB1LD_1RC1RB_1LD1RD_1LA0RC	1RB1RA_1LC1RC_1LD0RB_0RA1LC	certs_rank	/home/user/BBB/results/certs_rank/1RB1RA_1LC1RC_1LD0RB_0RA1LC.cert	1
0RB1LD_1RC1RB_1RD1RD_1LA0RC	1RB1RA_1RC1RC_1LD0RB_0RA1LC	certs_rank	/home/user/BBB/results/certs_rank/1RB1RA_1RC1RC_1LD0RB_0RA1LC.cert	1
0RB1RA_1LC1RC_1LD0RB_0RA1LC	1RB1LB_1RC0LA_0LD1RB_0LA1LD	certs_rank	/home/user/BBB/results/certs_rank/1RB1LB_1RC0LA_0LD1RB_0LA1LD.cert	1
0RB1RA_1LC1RC_1LD0RB_1RA1LC	1RB1LB_1RC0LA_1LD1RB_0LA1LD	certs_rank	/home/user/BBB/results/certs_rank/1RB1LB_1RC0LA_1LD1RB_0LA1LD.cert	1
0RB1RA_1RC1RC_1LD0RB_0RA1LC	1RB1RB_1LC0RA_0RD1LB_0RA1RD	certs_rank	/home/user/BBB/results/certs_rank/1RB1RB_1LC0RA_0RD1LB_0RA1RD.cert	1
0RB1RA_1RC1RC_1LD0RB_1RA1LC	1RB1RB_1LC0RA_1RD1LB_0RA1RD	certs_rank	/home/user/BBB/results/certs_rank/1RB1RB_1LC0RA_1RD1LB_0RA1RD.cert	1
0RB1RD_1RC---_1LD0RB_1RA0LC	1RB---_1LC0RA_1RD0LB_0RA1RC	certs_rank	/home/user/BBB/results/certs_rank/1RB---_1LC0RA_1RD0LB_0RA1RC.cert	1
0RB---_1LC0RD_1LD1LB_1RB0LC	1RB0LC_1RC1RA_1LA0RB	certs_rwlsilent	/home/user/BBB/results/certs_rwlsilent/1RB0LC_1RC1RA_1LA0RB_------.cert	1
0RB---_1LC0RD_1RD0LB_1RB1RC	1RB0LC_1LC0RA_1LA1LB	certs_rwlsilent	/home/user/BBB/results/certs_rwlsilent/1RB0LC_1LC0RA_1LA1LB_------.cert	1
0RB---_1LC1LD_1RD0LB_1LB0RC	1RB1RC_1LC0RA_1RA0LB	certs_rwlsilent	/home/user/BBB/results/certs_rwlsilent/1RB1RC_1LC0RA_1RA0LB_------.cert	1
0RB---_1RC0LD_1LD0RB_1LB1LC	1RB0LC_1LC0RA_1LA1LB	certs_rwlsilent	/home/user/BBB/results/certs_rwlsilent/1RB0LC_1LC0RA_1LA1LB_------.cert	1
0RB---_1RC0LD_1RD1RB_1LB0RC	1RB0LC_1RC1RA_1LA0RB	certs_rwlsilent	/home/user/BBB/results/certs_rwlsilent/1RB0LC_1RC1RA_1LA0RB_------.cert	1
0RB---_1RC1RD_1LD0RB_1RB0LC	1RB1RC_1LC0RA_1RA0LB	certs_rwlsilent	/home/user/BBB/results/certs_rwlsilent/1RB1RC_1LC0RA_1RA0LB_------.cert	1
0RB1LA_1RC1LD_0LA1RB_1RC0LB	1RB1LD_0LC1RA_0RA1LC_1RB0LA	certs_v6res90	/home/user/BBB/results/certs_v6res90/1RB1LD_0LC1RA_0RA1LC_1RB0LA.cert	1
0RB1LA_1RC1LD_1LA1RB_1RC0LB	1RB1LD_1LC1RA_0RA1LC_1RB0LA	certs_v6res90	/home/user/BBB/results/certs_v6res90/1RB1LD_1LC1RA_0RA1LC_1RB0LA.cert	1
0RB1LB_1LA0RC_1RB0LD_1RD1LC	1RB0LC_0LA1RA_1LA0RD_1LD1RC	certs_v6res90	/home/user/BBB/results/certs_v6res90/1RB0LC_0LA1RA_1LA0RD_1LD1RC.cert	1
0RB1LC_0LC1RB_1LA1RD_1LA0RC	1RB1LD_0LC1RA_0RA1LC_1RB0LA	certs_v6res90	/home/user/BBB/results/certs_v6res90/1RB1LD_0LC1RA_0RA1LC_1RB0LA.cert	1
0RB1LC_1LA1RB_1LA1RD_1LA0RC	1RB1LA_0LA1RC_1RB1LD_1RB0LC	certs_v6res90	/home/user/BBB/results/certs_v6res90/1RB1LA_0LA1RC_1RB1LD_1RB0LC.cert	1
0RB1LC_1RC1RB_1LA1RD_1LA0RC	1RB1RA_1LC1RD_0RA1LB_1LC0RB	certs_v6res90	/home/user/BBB/results/certs_v6res90/1RB1RA_1LC1RD_0RA1LB_1LC0RB.cert	1
0RB1LD_1LC1RB_1LA0RD_1LA1RC	1RB1LA_1RC0LD_0LA1RD_1RC1LB	certs_v6res90	/home/user/BBB/results/certs_v6res90/1RB1LA_1RC0LD_0LA1RD_1RC1LB.cert	1
0RB1LD_1RC1RB_1LA0RD_1LA1RC	1RB1RA_1LC0RD_0RA1LD_1LC1RB	certs_v6res90	/home/user/BBB/results/certs_v6res90/1RB1RA_1LC0RD_0RA1LD_1LC1RB.cert	1
0RB1LA_1LA1LC_1RD0LC_1RC1RB	1RB1RC_0LA1RB_1LD0RC_1LC1LA	certs_v7res46	/home/user/BBB/results/certs_v7res46/1RB1RC_0LA1RB_1LD0RC_1LC1LA.cert	1
0RB1RC_1RC1RB_1LD0RC_1LC1LA	1RB1RA_1LC0RB_1LB1LD_0RA1RB	certs_v7res46	/home/user/BBB/results/certs_v7res46/1RB1RA_1LC0RB_1LB1LD_0RA1RB.cert	1
