census_machine	upstream_tnf	upstream_status	cert_family	list	mode	nstates_after	dropped
1RB0RB_1LA1LC_0LD0RC_1RC1LD	1RB0RB_1LA1LC_0LD0RC_1RC1LD	none		B	direct1	4	
1RB0RB_1LA1LC_0RC1LD_1RC0LD	1RB0RB_1LA1LC_0RC1LD_1RC0LD	none		B	direct1	4	
1RB0RB_1LA1LC_0RD0LC_1LC1RD	1RB0RB_1LA1LC_0RD0LC_1LC1RD	none		B	direct1	4	
1RB0RB_1LA1LC_0RD0RC_1LD1RC	1RB0RB_1LA1LC_0RD0RC_1LD1RC	none		B	direct1	4	
1RB0RB_1LA1LC_0RD1LC_1LB1RD	1RB0RB_1LA1LC_0RD1LC_1LB1RD	none		B	direct1	4	
1RB0RB_1LA1LC_0RD1LC_1LC1RD	1RB0RB_1LA1LC_0RD1LC_1LC1RD	none		B	direct1	4	
1RB0RB_1LA1LC_1LB0RD_0LB1RD	1RB0RB_1LA1LC_1LB0RD_0LB1RD	none		C	direct1	4	
1RB0RB_1LA1LC_1LB0RD_0LC1RD	1RB0RB_1LA1LC_1LB0RD_0LC1RD	none		C	direct1	4	
1RB0RB_1LA1LC_1LD1RC_0RC0LD	1RB0RB_1LA1LC_1LD1RC_0RC0LD	none		B	direct1	4	
1RB0RB_1LA1LC_1LD1RC_0RC1LD	1RB0RB_1LA1LC_1LD1RC_0RC1LD	none		B	direct1	4	
1RB0RB_1LA1LC_1RC1LD_0LC0LD	1RB0RB_1LA1LC_1RC1LD_0LC0LD	none		B	direct1	4	
1RB0RB_1LA1LC_1RC1LD_1LC0LC	1RB0RB_1LA1LC_1RC1LD_1LC0LC	none		B	direct1	4	
1RB0RB_1LA1LC_1RC1LD_1RC0LD	1RB0RB_1LA1LC_1RC1LD_1RC0LD	none		B	direct1	4	
1RB0RB_1LA1LC_1RD0LB_0LB1RC	1RB0RB_1LA1LC_1RD0LB_0LB1RC	none		C	direct1	4	
1RB0RB_1LA1LC_1RD0LB_1LB0RD	1RB0RB_1LA1LC_1RD0LB_1LB0RD	none		C	direct1	4	
1RB0RB_1LA1LC_1RD0LB_1LD1RC	1RB0RB_1LA1LC_1RD0LB_1LD1RC	none		C	direct1	4	
1RB0RB_1LA1LC_1RD0LC_0LB1RC	1RB0RB_1LA1LC_1RD0LC_0LB1RC	none		B	direct1	4	
1RB0RB_1LA1LC_1RD0LC_0LB1RD	1RB0RB_1LA1LC_1RD0LC_0LB1RD	none		B	direct1	4	
1RB0RB_1LA1LC_1RD0LC_0RD0LA	1RB0RB_1LA1LC_1RD0LC_0RD0LA	none		C	direct1	4	
1RB0RB_1LA1LC_1RD0LC_0RD1LC	1RB0RB_1LA1LC_1RD0LC_0RD1LC	none		B	direct1	4	
1RB0RB_1LA1LC_1RD0LC_1LB1RD	1RB0RB_1LA1LC_1RD0LC_1LB1RD	none		B	direct1	4	
1RB0RB_1LA1LC_1RD0LC_1RD1LC	1RB0RB_1LA1LC_1RD0LC_1RD1LC	none		B	direct1	4	
1RB0RB_1LA1LC_1RD0LD_1LC0RC	1RB0RB_1LA1LC_1RD0LD_1LC0RC	none		B	direct1	4	
1RB0RB_1LA1LC_1RD0RC_0LB1RC	1RB0RB_1LA1LC_1RD0RC_0LB1RC	none		B	direct1	4	
1RB0RB_1LA1LC_1RD0RC_1LB1RD	1RB0RB_1LA1LC_1RD0RC_1LB1RD	none		B	direct1	4	
1RB0RB_1LA1LC_1RD1LB_1LC1RD	1RB0RB_1LA1LC_1RD1LB_1LC1RD	none		C	direct1	4	
1RB0RB_1LA1LC_1RD1LC_0LB1RD	1RB0RB_1LA1LC_1RD1LC_0LB1RD	none		B	direct1	4	
1RB0RB_1LA1LC_1RD1LC_0LC0RD	1RB0RB_1LA1LC_1RD1LC_0LC0RD	none		B	direct1	4	
1RB0RB_1LA1LC_1RD1LC_0LC1RD	1RB0RB_1LA1LC_1RD1LC_0LC1RD	none		B	direct1	4	
1RB0RB_1LA1RC_0LC1RD_1LC0RD	1RB0RB_1LA1RC_0LC1RD_1LC0RD	none		B	direct1	4	
1RB0RB_1LA1RC_0LD0LC_1RD1LC	1RB0RB_1LA1RC_0LD0LC_1RD1LC	none		B	direct1	4	
1RB0RB_1LA1RC_0LD0RB_1RB1LD	1RB0RB_1LA1RC_0LD0RB_1RB1LD	none		C	direct1	4	
1RB0RB_1LA1RC_0LD0RC_1RC1LD	1RB0RB_1LA1RC_0LD0RC_1RC1LD	none		B	direct1	4	
1RB0RB_1LA1RC_0LD1RC_1RB1LD	1RB0RB_1LA1RC_0LD1RC_1RB1LD	none		B	direct1	4	
1RB0RB_1LA1RC_0LD1RC_1RC1LD	1RB0RB_1LA1RC_0LD1RC_1RC1LD	none		B	direct1	4	
1RB0RB_1LA1RC_0RD0LC_1LC1RD	1RB0RB_1LA1RC_0RD0LC_1LC1RD	none		B	direct1	4	
1RB0RB_1LA1RC_0RD0RC_1LD0RB	1RB0RB_1LA1RC_0RD0RC_1LD0RB	none		B	direct1	4	
1RB0RB_1LA1RC_0RD0RC_1LD1RB	1RB0RB_1LA1RC_0RD0RC_1LD1RB	none		B	direct1	4	
1RB0RB_1LA1RC_0RD0RC_1LD1RC	1RB0RB_1LA1RC_0RD0RC_1LD1RC	none		B	direct1	4	
1RB0RB_1LA1RC_0RD1LC_1LB1RD	1RB0RB_1LA1RC_0RD1LC_1LB1RD	none		B	direct1	4	
1RB0RB_1LA1RC_1LC1RD_0RC0RD	1RB0RB_1LA1RC_1LC1RD_0RC0RD	none		B	direct1	4	
1RB0RB_1LA1RC_1LC1RD_1LC0RD	1RB0RB_1LA1RC_1LC1RD_1LC0RD	none		B	direct1	4	
1RB0RB_1LA1RC_1LC1RD_1RC0RC	1RB0RB_1LA1RC_1LC1RD_1RC0RC	none		B	direct1	4	
1RB0RB_1LA1RC_1LD0LC_0RB1LC	1RB0RB_1LA1RC_1LD0LC_0RB1LC	none		B	direct1	4	
1RB0RB_1LA1RC_1LD0LC_1RB1LD	1RB0RB_1LA1RC_1LD0LC_1RB1LD	none		B	direct1	4	
1RB0RB_1LA1RC_1LD0RB_0RB1LC	1RB0RB_1LA1RC_1LD0RB_0RB1LC	none		C	direct1	4	
1RB0RB_1LA1RC_1LD0RB_1RD1LC	1RB0RB_1LA1RC_1LD0RB_1RD1LC	none		C	direct1	4	
1RB0RB_1LA1RC_1LD0RC_0LD0LA	1RB0RB_1LA1RC_1LD0RC_0LD0LA	none		C	direct1	4	
1RB0RB_1LA1RC_1LD0RC_0LD1LA	1RB0RB_1LA1RC_1LD0RC_0LD1LA	none		C	direct1	4	
1RB0RB_1LA1RC_1LD0RC_0LD1RC	1RB0RB_1LA1RC_1LD0RC_0LD1RC	none		B	direct1	4	
1RB0RB_1LA1RC_1LD0RC_0RB1LC	1RB0RB_1LA1RC_1LD0RC_0RB1LC	none		B	direct1	4	
1RB0RB_1LA1RC_1LD0RC_0RB1LD	1RB0RB_1LA1RC_1LD0RC_0RB1LD	none		B	direct1	4	
1RB0RB_1LA1RC_1LD0RC_1LD1RC	1RB0RB_1LA1RC_1LD0RC_1LD1RC	none		B	direct1	4	
1RB0RB_1LA1RC_1LD0RC_1RB1LD	1RB0RB_1LA1RC_1LD0RC_1RB1LD	none		B	direct1	4	
1RB0RB_1LA1RC_1LD0RD_1RC0LC	1RB0RB_1LA1RC_1LD0RD_1RC0LC	none		B	direct1	4	
1RB0RB_1LA1RC_1LD1RB_1RC1LD	1RB0RB_1LA1RC_1LD1RB_1RC1LD	none		C	direct1	4	
1RB0RB_1LA1RC_1LD1RC_0RB1LD	1RB0RB_1LA1RC_1LD1RC_0RB1LD	none		B	direct1	4	
1RB0RB_1LA1RC_1LD1RC_0RC0LD	1RB0RB_1LA1RC_1LD1RC_0RC0LD	none		B	direct1	4	
1RB0RB_1LA1RC_1LD1RC_0RC1LD	1RB0RB_1LA1RC_1LD1RC_0RC1LD	none		B	direct1	4	
1RB0RB_1LA1RC_1RD1LC_0LC0RD	1RB0RB_1LA1RC_1RD1LC_0LC0RD	none		B	direct1	4	
1RB0RB_1LA1RC_1RD1LC_0LC1RD	1RB0RB_1LA1RC_1RD1LC_0LC1RD	none		B	direct1	4	
1RB0RB_1LB0LC_1LA1RD_0RD0LA	1RB0RB_1LB0LC_1LA1RD_0RD0LA	none		C	direct1	4	
1RB0RB_1LB0LC_1LA1RD_0RD1LC	1RB0RB_1LB0LC_1LA1RD_0RD1LC	none		C	direct1	4	
1RB0RB_1LB1LC_1RA1RD_0LB0RD	1RB0RB_1LB1LC_1RA1RD_0LB0RD	none		C	direct1	4	
1RB0RB_1LB1LC_1RD0LC_1RB1RA	1RB0RB_1LB1LC_1RD0LC_1RB1RA	none		B	direct1	4	
1RB0RB_1LB1RC_1LA1LD_0RC0LD	1RB0RB_1LB1RC_1LA1LD_0RC0LD	none		C	direct1	4	
1RB0RB_1LB1RC_1LD0RC_0LB1LA	1RB0RB_1LB1RC_1LD0RC_0LB1LA	none		C	direct1	4	
1RB0RB_1LB1RC_1LD0RC_0LD1LA	1RB0RB_1LB1RC_1LD0RC_0LD1LA	none		C	direct1	4	
1RB0RB_1LC0LA_0LC1RD_1LA0RD	1RB0RB_1LC0LA_0LC1RD_1LA0RD	none		C	direct1	4	
1RB0RB_1LC0LA_1RD0LC_0RD1LA	1RB0RB_1LC0LA_1RD0LC_0RD1LA	none		C	direct1	4	
1RB0RB_1LC0LB_0RD1RA_1LB1RD	1RB0RB_1LC0LB_0RD1RA_1LB1RD	none		C	direct1	4	
1RB0RB_1LC0LC_1LA1RD_0RD0LA	1RB0RB_1LC0LC_1LA1RD_0RD0LA	none		C	direct1	4	
1RB0RB_1LC0LC_1RA1LD_0RA0LD	1RB0RB_1LC0LC_1RA1LD_0RA0LD	none		C	direct1	4	
1RB0RB_1LC0LD_0LD0RA_1RD0RB	1RB0RB_1LC0LD_0LD0RA_1RD0RB	none		B	direct1	4	
1RB0RB_1LC0LD_0RB0LB_1RD0RA	1RB0RB_1LC0LD_0RB0LB_1RD0RA	none		C	direct1	4	
1RB0RB_1LC0LD_0RC1LD_1LA1RC	1RB0RB_1LC0LD_0RC1LD_1LA1RC	none		C	direct1	4	
1RB0RB_1LC0LD_1LD0RA_1RD1LB	1RB0RB_1LC0LD_1LD0RA_1RD1LB	none		B	direct1	4	
1RB0RB_1LC0LD_1RA1LA_0LB1LB	1RB0RB_1LC0LD_1RA1LA_0LB1LB	none		C	direct1	4	
1RB0RB_1LC0LD_1RA1LB_0LB0LC	1RB0RB_1LC0LD_1RA1LB_0LB0LC	none		C	direct1	4	
1RB0RB_1LC0LD_1RA1LD_0LB1LB	1RB0RB_1LC0LD_1RA1LD_0LB1LB	none		C	direct1	4	
1RB0RB_1LC0RA_0LC0LD_1RD1RB	1RB0RB_1LC0RA_0LC0LD_1RD1RB	none		C	direct1	4	
1RB0RB_1LC0RA_0RD0LB_0RA1RD	1RB0RB_1LC0RA_0RD0LB_0RA1RD	none		C	direct1	4	
1RB0RB_1LC0RA_0RD0LB_1RA1RD	1RB0RB_1LC0RA_0RD0LB_1RA1RD	none		C	direct1	4	
1RB0RB_1LC0RA_1LD0LB_1RA1LB	1RB0RB_1LC0RA_1LD0LB_1RA1LB	none		C	direct1	4	
1RB0RB_1LC0RA_1LD1RA_0LD1RB	1RB0RB_1LC0RA_1LD1RA_0LD1RB	none		C	direct1	4	
1RB0RB_1LC0RA_1RA0LD_0LB0RD	1RB0RB_1LC0RA_1RA0LD_0LB0RD	none		C	direct1	4	
1RB0RB_1LC0RA_1RA0LD_0LB1LC	1RB0RB_1LC0RA_1RA0LD_0LB1LC	none		C	direct1	4	
1RB0RB_1LC0RA_1RD0LB_0RA1RD	1RB0RB_1LC0RA_1RD0LB_0RA1RD	none		C	direct1	4	
1RB0RB_1LC0RA_1RD0LB_1LA0RD	1RB0RB_1LC0RA_1RD0LB_1LA0RD	none		C	direct1	4	
1RB0RB_1LC0RB_0LC1LD_0RD1RA	1RB0RB_1LC0RB_0LC1LD_0RD1RA	none		C	direct1	4	
1RB0RB_1LC0RB_0LD0RA_1RD0RB	1RB0RB_1LC0RB_0LD0RA_1RD0RB	none		B	direct1	4	
1RB0RB_1LC0RB_0LD1RA_0LD1RB	1RB0RB_1LC0RB_0LD1RA_0LD1RB	none		C	direct1	4	
1RB0RB_1LC0RB_0LD1RA_1LC1RB	1RB0RB_1LC0RB_0LD1RA_1LC1RB	none		C	direct1	4	
1RB0RB_1LC0RB_0LD1RA_1LC1RD	1RB0RB_1LC0RB_0LD1RA_1LC1RD	none		C	direct1	4	
1RB0RB_1LC0RB_0LD1RA_1LD1RB	1RB0RB_1LC0RB_0LD1RA_1LD1RB	none		C	direct1	4	
1RB0RB_1LC0RB_1LD0RA_1RD1RB	1RB0RB_1LC0RB_1LD0RA_1RD1RB	none		B	direct1	4	
1RB0RB_1LC0RB_1LD1LA_0LC1RA	1RB0RB_1LC0RB_1LD1LA_0LC1RA	none		C	direct1	4	
1RB0RB_1LC0RB_1LD1RA_0LD1RB	1RB0RB_1LC0RB_1LD1RA_0LD1RB	none		C	direct1	4	
1RB0RB_1LC0RB_1LD1RA_1LB1RD	1RB0RB_1LC0RB_1LD1RA_1LB1RD	none		C	direct1	4	
1RB0RB_1LC0RB_1LD1RA_1LD1RB	1RB0RB_1LC0RB_1LD1RA_1LD1RB	none		B	direct1	4	
1RB0RB_1LC0RB_1LD1RA_1RD1RB	1RB0RB_1LC0RB_1LD1RA_1RD1RB	none		B	direct1	4	
1RB0RB_1LC0RB_1LD1RB_0LC1RA	1RB0RB_1LC0RB_1LD1RB_0LC1RA	none		C	direct1	4	
1RB0RB_1LC0RB_1LD1RC_0LC1RA	1RB0RB_1LC0RB_1LD1RC_0LC1RA	none		C	direct1	4	
1RB0RB_1LC0RB_1RD1LD_0RA1RB	1RB0RB_1LC0RB_1RD1LD_0RA1RB	none		B	direct1	4	
1RB0RB_1LC0RB_1RD1LD_1RA1RB	1RB0RB_1LC0RB_1RD1LD_1RA1RB	none		B	direct1	4	
1RB0RB_1LC0RC_1RA0LD_0LB0LC	1RB0RB_1LC0RC_1RA0LD_0LB0LC	none		C	direct1	4	
1RB0RB_1LC0RC_1RA1LD_0LC1LA	1RB0RB_1LC0RC_1RA1LD_0LC1LA	none		C	direct1	4	
1RB0RB_1LC0RC_1RD1LC_0LA1RB	1RB0RB_1LC0RC_1RD1LC_0LA1RB	none		C	direct1	4	
1RB0RB_1LC0RD_0LD0RA_1RD0RB	1RB0RB_1LC0RD_0LD0RA_1RD0RB	none		B	direct1	4	
1RB0RB_1LC0RD_0LD1RA_0RB1RD	1RB0RB_1LC0RD_0LD1RA_0RB1RD	none		B	direct1	4	
1RB0RB_1LC0RD_1LA0LC_1RD0LA	1RB0RB_1LC0RD_1LA0LC_1RD0LA	none		C	direct1	4	
1RB0RB_1LC0RD_1LC1RA_0RB0LB	1RB0RB_1LC0RD_1LC1RA_0RB0LB	none		C	direct1	4	
1RB0RB_1LC0RD_1LC1RA_0RB0LC	1RB0RB_1LC0RD_1LC1RA_0RB0LC	none		C	direct1	4	
1RB0RB_1LC1LB_0RD0RA_0LB1RD	1RB0RB_1LC1LB_0RD0RA_0LB1RD	none		B	direct1	4	
1RB0RB_1LC1LD_0LC0LD_0RA1RA	1RB0RB_1LC1LD_0LC0LD_0RA1RA	none		C	direct1	4	
1RB0RB_1LC1LD_0LC1RA_0LD0RA	1RB0RB_1LC1LD_0LC1RA_0LD0RA	none		C	direct1	4	
1RB0RB_1LC1LD_0LC1RB_0RA1RA	1RB0RB_1LC1LD_0LC1RB_0RA1RA	none		C	direct1	4	
1RB0RB_1LC1LD_1LA1RC_0RA0LD	1RB0RB_1LC1LD_1LA1RC_0RA0LD	none		C	direct1	4	
1RB0RB_1LC1LD_1LB1RA_1RC0LA	1RB0RB_1LC1LD_1LB1RA_1RC0LA	none		C	direct1	4	
1RB0RB_1LC1RA_0LC0LD_0RA0RD	1RB0RB_1LC1RA_0LC0LD_0RA0RD	none		C	direct1	4	
1RB0RB_1LC1RA_0LD0LC_1RD0RA	1RB0RB_1LC1RA_0LD0LC_1RD0RA	none		C	direct1	4	
1RB0RB_1LC1RA_1LA0LD_0LB0LA	1RB0RB_1LC1RA_1LA0LD_0LB0LA	none		C	direct1	4	
1RB0RB_1LC1RA_1LA0LD_0LB0LC	1RB0RB_1LC1RA_1LA0LD_0LB0LC	none		C	direct1	4	
1RB0RB_1LC1RA_1LA0LD_0LC0LB	1RB0RB_1LC1RA_1LA0LD_0LC0LB	none		C	direct1	4	
1RB0RB_1LC1RA_1LA0LD_1LB0LB	1RB0RB_1LC1RA_1LA0LD_1LB0LB	none		C	direct1	4	
1RB0RB_1LC1RA_1LA0LD_1LC1LB	1RB0RB_1LC1RA_1LA0LD_1LC1LB	none		C	direct1	4	
1RB0RB_1LC1RA_1LA0LD_1LC1LD	1RB0RB_1LC1RA_1LA0LD_1LC1LD	none		C	direct1	4	
1RB0RB_1LC1RA_1LB0LD_1RC0LC	1RB0RB_1LC1RA_1LB0LD_1RC0LC	none		C	direct1	4	
1RB0RB_1LC1RA_1LD1LB_1RB0LC	1RB0RB_1LC1RA_1LD1LB_1RB0LC	none		C	direct1	4	
1RB0RB_1LC1RA_1RA0LD_1LC1LD	1RB0RB_1LC1RA_1RA0LD_1LC1LD	none		C	direct1	4	
1RB0RB_1LC1RB_0LD1RA_1RD0LC	1RB0RB_1LC1RB_0LD1RA_1RD0LC	none		C	direct1	4	
1RB0RB_1LC1RC_1LD1LA_0LD0RA	1RB0RB_1LC1RC_1LD1LA_0LD0RA	none		C	direct1	4	
1RB0RB_1LC1RC_1RA1LD_0LB0LC	1RB0RB_1LC1RC_1RA1LD_0LB0LC	none		C	direct1	4	
1RB0RB_1LC1RC_1RA1LD_0RA0LC	1RB0RB_1LC1RC_1RA1LD_0RA0LC	none		C	direct1	4	
1RB0RB_1LC1RC_1RA1LD_1LB0LC	1RB0RB_1LC1RC_1RA1LD_1LB0LC	none		C	direct1	4	
1RB0RB_1LC1RC_1RA1LD_1LC0LC	1RB0RB_1LC1RC_1RA1LD_1LC0LC	none		C	direct1	4	
1RB0RB_1LC1RC_1RA1LD_1RA0LC	1RB0RB_1LC1RC_1RA1LD_1RA0LC	none		C	direct1	4	
1RB0RB_1LC1RD_0LB1LA_1LB0RD	1RB0RB_1LC1RD_0LB1LA_1LB0RD	none		C	direct1	4	
1RB0RB_1LC1RD_0LB1LA_1LC0RD	1RB0RB_1LC1RD_0LB1LA_1LC0RD	none		C	direct1	4	
1RB0RB_1LC1RD_0LB1RA_1LB0RD	1RB0RB_1LC1RD_0LB1RA_1LB0RD	none		C	direct1	4	
1RB0RB_1LC1RD_0LC0RD_0LA1LA	1RB0RB_1LC1RD_0LC0RD_0LA1LA	none		C	direct1	4	
1RB0RB_1LC1RD_0LC1LA_0RD0LA	1RB0RB_1LC1RD_0LC1LA_0RD0LA	none		C	direct1	4	
1RB0RB_1LC1RD_0LC1LA_1LB0RD	1RB0RB_1LC1RD_0LC1LA_1LB0RD	none		C	direct1	4	
1RB0RB_1LC1RD_0LC1LA_1LC0RD	1RB0RB_1LC1RD_0LC1LA_1LC0RD	none		C	direct1	4	
1RB0RB_1LC1RD_0LC1RB_0LA1LA	1RB0RB_1LC1RD_0LC1RB_0LA1LA	none		C	direct1	4	
1RB0RB_1LC1RD_0LC1RB_1LD0RA	1RB0RB_1LC1RD_0LC1RB_1LD0RA	none		C	direct1	4	
1RB0RB_1LC1RD_0RA1LB_1RA0LC	1RB0RB_1LC1RD_0RA1LB_1RA0LC	none		C	direct1	4	
1RB0RB_1LC1RD_0RB0LC_1RA1LD	1RB0RB_1LC1RD_0RB0LC_1RA1LD	none		C	direct1	4	
1RB0RB_1LC1RD_0RB0LC_1RB0LA	1RB0RB_1LC1RD_0RB0LC_1RB0LA	none		C	direct1	4	
1RB0RB_1LC1RD_0RB0LC_1RB1LA	1RB0RB_1LC1RD_0RB0LC_1RB1LA	none		C	direct1	4	
1RB0RB_1LC1RD_0RD0LC_1LA0LA	1RB0RB_1LC1RD_0RD0LC_1LA0LA	none		C	direct1	4	
1RB0RB_1LC1RD_0RD0LC_1LA1LC	1RB0RB_1LC1RD_0RD0LC_1LA1LC	none		C	direct1	4	
1RB0RB_1LC1RD_1LB1RA_0RB0RD	1RB0RB_1LC1RD_1LB1RA_0RB0RD	none		C	direct1	4	
1RB0RB_1LC1RD_1RA0LB_0RC---	1RB0RB_1LC1RD_1RA0LB_0RC---	none		C	direct1	4	
1RB0RB_1LC1RD_1RA0LB_1LB0RC	1RB0RB_1LC1RD_1RA0LB_1LB0RC	none		C	direct1	4	
1RB0RB_1LC1RD_1RA0LB_1LC1RA	1RB0RB_1LC1RD_1RA0LB_1LC1RA	none		C	direct1	4	
1RB0RB_1LC1RD_1RA1LC_1RC0LD	1RB0RB_1LC1RD_1RA1LC_1RC0LD	none		C	direct1	4	
1RB0RB_1LC1RD_1RD1LC_0LA1RB	1RB0RB_1LC1RD_1RD1LC_0LA1RB	none		C	direct1	4	
1RB0RB_1RC---_1LD0RC_0LD0LA	1RB0RB_1RC---_1LD0RC_0LD0LA	none		C	direct1	4	
1RB0RB_1RC---_1LD1RA_0RB0LD	1RB0RB_1RC---_1LD1RA_0RB0LD	none		C	direct1	4	
1RB0RB_1RC0LA_1LD0RC_0LD1LA	1RB0RB_1RC0LA_1LD0RC_0LD1LA	none		C	direct1	4	
1RB0RB_1RC0LA_1LD1RB_0RB0LD	1RB0RB_1RC0LA_1LD1RB_0RB0LD	none		C	direct1	4	
1RB0RB_1RC0LC_1LD1RC_0RA1LB	1RB0RB_1RC0LC_1LD1RC_0RA1LB	none		C	direct1	4	
1RB0RB_1RC0LD_1LA0RC_1LD0LA	1RB0RB_1RC0LD_1LA0RC_1LD0LA	none		C	direct1	4	
1RB0RB_1RC0LD_1LA0RD_1LB1LD	1RB0RB_1RC0LD_1LA0RD_1LB1LD	none		B	direct1	4	
1RB0RB_1RC0LD_1LA1RD_1LB0RD	1RB0RB_1RC0LD_1LA1RD_1LB0RD	none		B	direct1	4	
1RB0RB_1RC0LD_1LB0LA_0LD1RB	1RB0RB_1RC0LD_1LB0LA_0LD1RB	none		C	direct1	4	
1RB0RB_1RC0LD_1LD0LA_0RC1LA	1RB0RB_1RC0LD_1LD0LA_0RC1LA	none		C	direct1	4	
1RB0RB_1RC0LD_1LD0LA_1RB1LA	1RB0RB_1RC0LD_1LD0LA_1RB1LA	none		C	direct1	4	
1RB0RB_1RC0RA_0LD0RC_1LD1LB	1RB0RB_1RC0RA_0LD0RC_1LD1LB	none		C	direct1	4	
1RB0RB_1RC0RA_0RD0RC_1LD1LB	1RB0RB_1RC0RA_0RD0RC_1LD1LB	none		C	direct1	4	
1RB0RB_1RC0RA_1LC1LD_0LD1RB	1RB0RB_1RC0RA_1LC1LD_0LD1RB	none		C	direct1	4	
1RB0RB_1RC0RC_0RD0LB_1LD0RA	1RB0RB_1RC0RC_0RD0LB_1LD0RA	none		C	direct1	4	
1RB0RB_1RC0RC_0RD1RD_1LD0RA	1RB0RB_1RC0RC_0RD1RD_1LD0RA	none		C	direct1	4	
1RB0RB_1RC1LB_0LD0RC_1LB1LA	1RB0RB_1RC1LB_0LD0RC_1LB1LA	none		B	direct1	4	
1RB0RB_1RC1LB_1LA1RD_0LB0RC	1RB0RB_1RC1LB_1LA1RD_0LB0RC	none		C	direct1	4	
1RB0RB_1RC1LB_1LA1RD_1LB0RB	1RB0RB_1RC1LB_1LA1RD_1LB0RB	none		C	direct1	4	
1RB0RB_1RC1LB_1LA1RD_1LB0RD	1RB0RB_1RC1LB_1LA1RD_1LB0RD	none		B	direct1	4	
1RB0RB_1RC1LB_1LA1RD_1LB1RC	1RB0RB_1RC1LB_1LA1RD_1LB1RC	none		C	direct1	4	
1RB0RB_1RC1LB_1LD1RA_0RC0LD	1RB0RB_1RC1LB_1LD1RA_0RC0LD	none		C	direct1	4	
1RB0RB_1RC1LB_1RD1LD_1LA0LB	1RB0RB_1RC1LB_1RD1LD_1LA0LB	none		B	direct1	4	
1RB0RB_1RC1LC_1LA0LD_1RB1LD	1RB0RB_1RC1LC_1LA0LD_1RB1LD	none		B	direct1	4	
1RB0RB_1RC1LC_1LA1RD_1LB0RD	1RB0RB_1RC1LC_1LA1RD_1LB0RD	none		B	direct1	4	
1RB0RB_1RC1LD_0LB0RC_1LB0RA	1RB0RB_1RC1LD_0LB0RC_1LB0RA	none		C	direct1	4	
1RB0RB_1RC1LD_0LB0RC_1LB1RA	1RB0RB_1RC1LD_0LB0RC_1LB1RA	none		C	direct1	4	
1RB0RB_1RC1LD_0LB1RA_0LB1LB	1RB0RB_1RC1LD_0LB1RA_0LB1LB	none		C	direct1	4	
1RB0RB_1RC1LD_0LD0RC_0LA1LA	1RB0RB_1RC1LD_0LD0RC_0LA1LA	none		C	direct1	4	
1RB0RB_1RC1LD_1LA0LA_0LD0RC	1RB0RB_1RC1LD_1LA0LA_0LD0RC	none		C	direct1	4	
1RB0RB_1RC1LD_1LA0LA_0LD1RB	1RB0RB_1RC1LD_1LA0LA_0LD1RB	none		C	direct1	4	
1RB0RB_1RC1LD_1LA0RD_1LD1LB	1RB0RB_1RC1LD_1LA0RD_1LD1LB	none		B	direct1	4	
1RB0RB_1RC1LD_1LA1RD_1LB0RD	1RB0RB_1RC1LD_1LA1RD_1LB0RD	none		B	direct1	4	
1RB0RB_1RC1LD_1LB1RA_0LB1LB	1RB0RB_1RC1LD_1LB1RA_0LB1LB	none		C	direct1	4	
1RB0RB_1RC1LD_1LD0RC_1RA0LB	1RB0RB_1RC1LD_1LD0RC_1RA0LB	none		C	direct1	4	
1RB0RB_1RC1LD_1LD1RC_0RA1LB	1RB0RB_1RC1LD_1LD1RC_0RA1LB	none		C	direct1	4	
1RB0RB_1RC1LD_1RD0RA_1LB0LB	1RB0RB_1RC1LD_1RD0RA_1LB0LB	none		C	direct1	4	
1RB0RB_1RC1RC_1LD0RC_0LD1LA	1RB0RB_1RC1RC_1LD0RC_0LD1LA	none		C	direct1	4	
1RB0RB_1RC1RD_0LC1LA_1LC0RD	1RB0RB_1RC1RD_0LC1LA_1LC0RD	none		C	direct1	4	
1RB0RC_0LA---_0LD0RC_1RC1LD	1RB0RC_0LA---_0LD0RC_1RC1LD	none		B	direct1	4	
1RB0RC_0LA---_0LD1RA_1RC1LD	1RB0RC_0LA---_0LD1RA_1RC1LD	none		C	direct1	4	
1RB0RC_0LA---_0LD1RC_1RC1LD	1RB0RC_0LA---_0LD1RC_1RC1LD	none		B	direct1	4	
1RB0RC_0LA---_0RD0LC_1LC1RD	1RB0RC_0LA---_0RD0LC_1LC1RD	none		B	direct1	4	
1RB0RC_0LA---_0RD1LC_1LC1RD	1RB0RC_0LA---_0RD1LC_1LC1RD	none		B	direct1	4	
1RB0RC_0LA---_1LD0LD_1RD1LC	1RB0RC_0LA---_1LD0LD_1RD1LC	none		B	direct1	4	
1RB0RC_0LA---_1LD0RD_1RC0LC	1RB0RC_0LA---_1LD0RD_1RC0LC	none		B	direct1	4	
1RB0RC_0LA---_1LD1RC_0RC0LD	1RB0RC_0LA---_1LD1RC_0RC0LD	none		B	direct1	4	
1RB0RC_0LA---_1LD1RC_0RC1LD	1RB0RC_0LA---_1LD1RC_0RC1LD	none		B	direct1	4	
1RB0RC_0LA---_1RD0LD_1LC0RC	1RB0RC_0LA---_1RD0LD_1LC0RC	none		B	direct1	4	
1RB0RC_0LA---_1RD0RD_1LD1RC	1RB0RC_0LA---_1RD0RD_1LD1RC	none		B	direct1	4	
1RB0RC_0LA---_1RD1LC_0LC0RD	1RB0RC_0LA---_1RD1LC_0LC0RD	none		B	direct1	4	
