census_machine	upstream_tnf	upstream_status	cert_family	list	mode	nstates_after	dropped
0RB0LA_1RC1LA_1LC1LD_1RB0LD	1RB1LD_1LB1LC_1RA0LC_0RA0LD	none		B	reroot	4	0
0RB0LA_1RC1LA_1LD1RB_0RC0LD	1RB1LD_1LC1RA_0RB0LC_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LA_1RD---_1LD1RB	1RB1LD_1RC---_1LC1RA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LA_1RD0RD_1LB0LB	1RB1LD_1RC0RC_1LA0LA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LA_1RD1RB_0LB---	1RB1LD_1RC1RA_0LA---_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LA_1RD1RC_1LB---	1RB1LD_1RC1RB_1LA---_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LB_0RD1RD_1LA1RB	1RB1LA_0RC1RC_1LD1RA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LB_1LA0RD_0LB1RD	1RB1LA_1LC0RD_0RA0LC_0LA1RD	none		C	reroot	4	0
0RB0LA_1RC1LB_1LA1LD_0LB1RD	1RB1LA_1LC1LD_0RA0LC_0LA1RD	none		B	reroot	4	0
0RB0LA_1RC1LB_1LA1RD_0LB0RC	1RB1LA_1LC1RD_0RA0LC_0LA0RB	none		C	reroot	4	0
0RB0LA_1RC1LB_1LA1RD_0LB1RD	1RB1LA_1LC1RD_0RA0LC_0LA1RD	none		B	reroot	4	0
0RB0LA_1RC1LB_1LA1RD_1LB0RB	1RB1LA_1LC1RD_0RA0LC_1LA0RA	none		C	reroot	4	0
0RB0LA_1RC1LB_1LA1RD_1LB0RD	1RB1LA_1LC1RD_0RA0LC_1LA0RD	none		B	reroot	4	0
0RB0LA_1RC1LB_1LA1RD_1LB1RC	1RB1LA_1LC1RD_0RA0LC_1LA1RB	none		C	reroot	4	0
0RB0LA_1RC1LB_1RD1LD_1LA0LB	1RB1LA_1RC1LC_1LD0LA_0RA0LD	none		B	reroot	4	0
0RB0LA_1RC1LB_1RD1RB_1LA0RD	1RB1LA_1RC1RA_1LD0RC_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LC_0LC1RD_1LA0RD	1RB1LB_0LB1RC_1LD0RC_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LC_0RD1LA_1LD0LB	1RB1LB_0RC1LD_1LC0LA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LC_1LA0LD_1RB1LD	1RB1LB_1LC0LD_0RA0LC_1RA1LD	none		B	reroot	4	0
0RB0LA_1RC1LC_1LA0RD_0RC0LC	1RB1LB_1LC0RD_0RA0LC_0RB0LB	none		C	reroot	4	0
0RB0LA_1RC1LC_1LA1LD_0RC1RD	1RB1LB_1LC1LD_0RA0LC_0RB1RD	none		C	reroot	4	0
0RB0LA_1RC1LC_1LA1RD_1LB0RD	1RB1LB_1LC1RD_0RA0LC_1LA0RD	none		B	reroot	4	0
0RB0LA_1RC1LD_0RD0LD_1LA1RB	1RB1LC_0RC0LC_1LD1RA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LD_0RD1RC_1LA---	1RB1LC_0RC1RB_1LD---_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LD_0RD1RD_1LA1RB	1RB1LC_0RC1RC_1LD1RA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1LD_1LA0RC_0LD0LA	1RB1LD_1LC0RB_0RA0LC_0LD0LC	none		C	reroot	4	0
0RB0LA_1RC1LD_1LA0RC_0LD1RC	1RB1LD_1LC0RB_0RA0LC_0LD1RB	none		C	reroot	4	0
0RB0LA_1RC1LD_1LA0RC_1RD1RB	1RB1LD_1LC0RB_0RA0LC_1RD1RA	none		C	reroot	4	0
0RB0LA_1RC1LD_1LA0RD_1LD1LB	1RB1LD_1LC0RD_0RA0LC_1LD1LA	none		B	reroot	4	0
0RB0LA_1RC1LD_1LB1RC_0RA1LB	1RB1LC_1LA1RB_0RD1LA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1RB_0LD0RC_1LD1LA	1RB1RA_0LC0RB_1LC1LD_0RA0LD	cert	certs_fuel	C	reroot	4	0
0RB0LA_1RC1RB_0RD---_1LD1LA	1RB1RA_0RC---_1LC1LD_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1RB_0RD1LA_1LC1LD	1RB1RA_0RC1LD_1LB1LC_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1RB_1LA0LD_0RB1LD	1RB1RA_1LC0LD_0RA0LC_0RA1LD	none		C	reroot	4	0
0RB0LA_1RC1RB_1LA1LD_0RB1LD	1RB1RA_1LC1LD_0RA0LC_0RA1LD	none		C	reroot	4	0
0RB0LA_1RC1RB_1LA1RD_0LB---	1RB1RA_1LC1RD_0RA0LC_0LA---	none		C	reroot	4	0
0RB0LA_1RC1RB_1LA1RD_1LB---	1RB1RA_1LC1RD_0RA0LC_1LA---	none		C	reroot	4	0
0RB0LA_1RC1RB_1LD---_---1LA	1RB1RA_1LC---_---1LD_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1RB_1LD0RC_1LB0LA	1RB1RA_1LC0RB_1LA0LD_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1RB_1RD---_1LA0LB	1RB1RA_1RC---_1LD0LA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1RB_1RD---_1LA1LB	1RB1RA_1RC---_1LD1LA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1RB_1RD1LA_1LD1LC	1RB1RA_1RC1LD_1LC1LB_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1RD_0LB1RB_1LA---	1RB1RC_0LA1RA_1LD---_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1RD_0LD---_1RB1LA	1RB1RC_0LC---_1RA1LD_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1RD_1LA0LB_1RB---	1RB1RD_1LC0LA_0RA0LC_1RA---	none		C	reroot	4	0
0RB0LA_1RC1RD_1LA0RD_1LD1RB	1RB1RD_1LC0RD_0RA0LC_1LD1RA	none		C	reroot	4	0
0RB0LA_1RC1RD_1LA1LB_---1RB	1RB1RD_1LC1LA_0RA0LC_---1RA	none		C	reroot	4	0
0RB0LA_1RC1RD_1LB1RB_---1LA	1RB1RC_1LA1RA_---1LD_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1RD_1LC1LA_---1RB	1RB1RD_1LB1LC_0RA0LC_---1RA	none		C	reroot	4	0
0RB0LA_1RC1RD_1LD---_1LA1RB	1RB1RC_1LC---_1LD1RA_0RA0LD	none		C	reroot	4	0
0RB0LA_1RC1RD_1LD1RB_---1LA	1RB1RC_1LC1RA_---1LD_0RA0LD	none		C	reroot	4	0
0RB0LB_0RC0LA_1LB1RD_1RC---	1RB1LC_0LA0RD_1LA---_---0RB	none		C	reroot	4	0
0RB0LB_0RC0LA_1RD---_1LA1RC	1RB---_1LC1RA_---0LD_0RA0LC	none		C	reroot	4	0
0RB0LB_0RC0LB_1RD---_1LA1RC	1RB---_1LC1RA_---0LD_0RA0LD	none		C	reroot	4	0
0RB0LB_0RC1LA_1LB1RD_1LA1RC	1RB1LC_0LA1RD_1RD1LA_---0RB	none		C	reroot	4	0
0RB0LB_0RC1LA_1LB1RD_1LC1RC	1RB1LC_0LA1RD_1RA1LA_---0RB	none		C	reroot	4	0
0RB0LB_0RC1LA_1LB1RD_1RC0LA	1RB1LC_0LA1RD_1LA0RD_---0RB	none		C	reroot	4	0
0RB0LB_0RC1LA_1LB1RD_1RC0LC	1RB1LC_0LA1RD_1LA0RA_---0RB	none		C	reroot	4	0
0RB0LB_0RC1LA_1LB1RD_1RC1RC	1RB1LC_0LA1RD_1LA1LA_---0RB	none		C	reroot	4	0
0RB0LB_0RC1LB_1LA1RD_1RC0LB	1RB1LD_0LC0RC_0LA1RC_1LA0RC	none		C	reroot	4	0
0RB0LB_0RC1LB_1LD1RC_1RA1RB	1RB1LA_1LC1LD_---0RD_0LA1RD	none		B	reroot	4	0
0RB0LB_0RC1LB_1RD0LB_1LA1RC	1RB0LD_1LC1RA_---0LD_0RA1LD	none		C	reroot	4	0
0RB0LB_0RC1LD_1LB1RC_0RA0LB	1RB1LA_0LA1RC_0LD0RB_---0RB	none		C	reroot	4	0
0RB0LB_0RC1LD_1RD0LA_1LA1RC	1RB0LC_1LC1RA_---0LD_0RA1LB	none		C	reroot	4	0
0RB0LB_1LA0RC_1LD1RD_1LB1RB	1RB0LC_0LA0RA_1RD1LD_1RA1LA	none		C	reroot	4	0
0RB0LB_1LA1RC_0RD1LC_1LB1RD	1RB1LC_0LA0RA_0LD1RC_1RA1LD	none		B	reroot	4	0
0RB0LB_1LC0LC_1RD0LA_1LB0RC	1RB0RB_1LC0RD_1RA0LB_0LA0RA	cert	certs_neverqh	C	reroot	4	0
0RB0LB_1LC0LD_1RD0RA_1LB0RC	1RB0RC_1LC0LD_1RA0LB_0LA0RA	none		C	reroot	4	0
0RB0LB_1LC0RA_1RC1RD_1LB0RD	1RB0LD_1LB1LC_1RA0LC_---0RA	none		B	reroot	4	0
0RB0LB_1LC0RD_1RA1LD_1RB0LD	1RB0LD_1LC1RD_---0RA_1LA0RD	none		B	reroot	4	0
0RB0LB_1LC1LA_1RD1RC_0LA0RC	1RB1RD_1LC1LB_0RD0LB_---0RA	none		C	reroot	4	0
0RB0LB_1LC1RA_0LD0LC_1RD1LB	1RB1LD_0RC0RB_1LC1RA_0LA0RA	cert	certs_fuel	C	reroot	4	0
0RB0LB_1LC1RB_1LD1RD_1RA0RB	1RB1LA_1RC1LC_1LD0LA_---0RA	none		B	reroot	4	0
0RB0LB_1LC1RB_1RA1LD_0RB1LD	1RB1LA_1LC1RD_---0RA_0LA1RD	none		B	reroot	4	0
0RB0LB_1LC1RB_1RA1LD_1RB0LB	1RB1LA_1LC1RD_---0RA_1LA0RA	none		C	reroot	4	0
0RB0LB_1LC1RB_1RA1LD_1RB0LD	1RB1LA_1LC1RD_---0RA_1LA0RD	none		B	reroot	4	0
0RB0LB_1LC1RB_1RA1LD_1RB1LC	1RB1LA_1LC1RD_---0RA_1LA1RB	none		C	reroot	4	0
0RB0LB_1LC1RB_1RA1RD_0RB1LD	1RB1LA_1LC1LD_---0RA_0LA1RD	none		B	reroot	4	0
0RB0LB_1LC1RD_0RD0LC_1RB1LA	1RB1LC_0LC0RB_1LA1RD_0LA0RA	none		C	reroot	4	0
0RB0LB_1LC1RD_1RA1LD_1RB0LD	1RB1LD_1LC1RD_---0RA_1LA0RD	none		B	reroot	4	0
0RB0LB_1RC0LA_1LB1RD_1RC---	1RB0LC_1LA1RD_0RA0LA_1RB---	none		C	reroot	4	0
0RB0LB_1RC0LA_1RD---_1LA1RC	1RB0LD_1RC---_1LD1RB_0RA0LA	none		C	reroot	4	0
0RB0LB_1RC0LC_1RD0LA_1LB1RB	1RB0LB_1RC0LD_1LA1RA_0RA0LA	none		C	reroot	4	0
0RB0LB_1RC0RA_1LC1LD_1RB0LD	1RB0RD_1LB1LC_1RA0LC_---0LA	none		B	reroot	4	0
0RB0LB_1RC1LB_1RD1LD_0LA0LB	1RB1LA_1RC1LC_0LD0LA_---0LA	none		B	reroot	4	0
0RB0LB_1RC1LB_1RD1LD_1LA0LB	1RB1LA_1RC1LC_1LD0LA_---0LA	none		B	reroot	4	0
0RB0LB_1RC1LC_0RD1LA_1LD0LB	1RB1LB_0RC1LD_1LC0LA_0RA0LA	none		C	reroot	4	0
0RB0LB_1RC1RD_1LD0RB_1RA0LC	1RB1RC_1LC0RA_1RD0LB_0RA0LA	none		C	reroot	4	0
0RB0LC_0LC0LA_0RD1LA_1LC1RD	1RB1LA_0LA1RC_0LD0RB_0RB0RC	none		C	reroot	4	0
0RB0LC_0LC0LC_0RD1LA_1LC1RD	1RB1LA_0LA1RC_0LD0RB_---0RB	none		C	reroot	4	0
0RB0LC_0LC1LB_0RD1LA_1LC1RD	1RB1LA_0LA1RC_0LD0RB_0RB1RD	none		C	reroot	4	0
0RB0LC_0LC1LC_0RD1LA_1LC1RD	1RB1LA_0LA1RC_0LD0RB_---1RB	none		C	reroot	4	0
0RB0LC_0LC1LC_0RD1LC_1LA1RD	1RB1LA_0LC0RD_---1RD_0LA1RD	none		C	reroot	4	0
0RB0LC_0LC1LD_0RD1LA_1LC1RD	1RB1LA_0LA1RC_0LD0RB_---1RA	none		C	reroot	4	0
0RB0LC_0LC1RB_0RD1LC_1LA1RD	1RB1LA_0LC0RD_0RD1LC_0LA1RD	none		C	reroot	4	0
0RB0LC_0LC1RD_0RD1LA_1LC1RD	1RB1LA_0LA1RC_0LD0RB_---1LA	none		C	reroot	4	0
0RB0LC_0LC1RD_0RD1LC_1LA1RD	1RB1LA_0LC0RD_---1LA_0LA1RD	none		C	reroot	4	0
0RB0LC_0RC0LC_0RD1LA_1LC1RD	1RB1LA_0LA1RC_0LD0RB_---0RB	none		C	reroot	4	0
0RB0LC_0RC1LB_0RD1LC_1LA1RD	1RB1LA_0LC0RD_0LD1RC_0LA1RD	none		C	reroot	4	0
0RB0LC_0RC1LB_1LD1RC_1RA1LB	1RB1LA_1LC1RD_---0RA_0LA1RD	none		B	reroot	4	0
0RB0LC_0RC1LB_1LD1RC_1RA1RB	1RB1LA_1LC1LD_---0RA_0LA1RD	none		B	reroot	4	0
0RB0LC_0RC1LC_0RD1LA_1LC1RD	1RB1LA_0LA1RC_0LD0RB_---1RB	none		C	reroot	4	0
0RB0LC_0RC1LC_0RD1LC_1LA1RD	1RB1LA_0LC0RD_---1RD_0LA1RD	none		C	reroot	4	0
0RB0LC_0RC1LD_0RD1LA_1LC1RD	1RB1LA_0LA1RC_0LD0RB_---1RA	none		C	reroot	4	0
0RB0LC_0RC1RB_1LD0LA_1LA---	1RB0RC_1RC---_0LD0RA_0LA1LD	none		C	reroot	4	0
0RB0LC_0RC1RD_0RD1LA_1LC1RD	1RB1LA_0LA1RC_0LD0RB_---1LA	none		C	reroot	4	0
0RB0LC_0RC1RD_0RD1LC_1LA1RD	1RB1LA_0LC0RD_---1LA_0LA1RD	none		C	reroot	4	0
0RB0LC_1LA0LC_0RD1LA_1LC1RD	1RB0RC_0LA0RC_0LD1RB_1RC1LD	none		C	reroot	4	0
0RB0LC_1LA0LC_1RD1LC_1RB1LB	1RB0RC_0LA0RC_1LD1RC_1LA1RA	none		B	reroot	4	0
0RB0LC_1LA1LC_0LD0LA_1RD1LC	1RB1RC_0LA0RC_0RD0RB_1LD1RC	none		C	reroot	4	0
0RB0LC_1LA1LC_0LD0LC_1RD1LA	1RB1RC_0LA0RC_0RD0RC_1LD1RB	none		B	reroot	4	0
0RB0LC_1LA1LC_0RD0LA_1RD1RB	1RB1RC_0LA0RC_0LD0RB_1LD1LA	none		C	reroot	4	0
0RB0LC_1LA1LC_0RD1LA_1LC1RD	1RB1RC_0LA0RC_0LD1RB_1RC1LD	none		C	reroot	4	0
0RB0LC_1LA1LC_0RD1LC_1LA1RD	1RB1RC_0LA0RC_0LD1RC_1RB1LD	none		C	reroot	4	0
0RB0LC_1LA1LC_1RD0LC_0RD1LA	1RB1RC_0LA0RC_1LD0RC_0LD1RB	none		C	reroot	4	0
0RB0LC_1LA1LC_1RD0LC_1LB1RB	1RB1RC_0LA0RC_1LD0RC_1RA1LA	none		B	reroot	4	0
0RB0LC_1LA1LC_1RD0LC_1RD1LA	1RB1RC_0LA0RC_1LD0RC_1LD1RB	none		B	reroot	4	0
0RB0LC_1LA1LC_1RD0RD_0LA1RB	1RB1RC_0LA0RC_1LD0LD_0RB1LA	none		C	reroot	4	0
0RB0LC_1LA1LC_1RD1LC_0RC1LA	1RB1RC_0LA0RC_1LD1RC_0LC1RB	none		B	reroot	4	0
0RB0LC_1LA1LC_1RD1LC_1RA1LA	1RB1RC_0LA0RC_1LD1RC_1LB1RB	none		B	reroot	4	0
0RB0LC_1LA1LC_1RD1LC_1RC1LA	1RB1RC_0LA0RC_1LD1RC_1LC1RB	none		B	reroot	4	0
0RB0LC_1LA1LC_1RD1LC_1RD1LA	1RB1RC_0LA0RC_1LD1RC_1LD1RB	none		B	reroot	4	0
0RB0LC_1LA1LC_1RD1RC_1LA0RC	1RB1RC_0LA0RC_1LD1LC_1RB0LC	none		B	reroot	4	0
0RB0LC_1LA1RB_0LD0LA_0RD1RA	1RB1LA_0LA0RC_0RD0RB_0LD1LB	none		C	reroot	4	0
0RB0LC_1LA1RB_0LD0LA_1RD1LA	1RB1LA_0LA0RC_0RD0RB_1LD1RB	none		C	reroot	4	0
0RB0LC_1LA1RB_0LD0LA_1RD1RA	1RB1LA_0LA0RC_0RD0RB_1LD1LB	none		C	reroot	4	0
0RB0LC_1LA1RB_0LD0LC_0RD1RA	1RB1LA_0LA0RC_0RD0RC_0LD1LB	none		C	reroot	4	0
0RB0LC_1LA1RB_0LD0LC_1RD1LA	1RB1LA_0LA0RC_0RD0RC_1LD1RB	none		B	reroot	4	0
0RB0LC_1LA1RB_0LD0LC_1RD1LC	1RB1LA_0LA0RC_0RD0RC_1LD1RC	none		B	reroot	4	0
0RB0LC_1LA1RB_0LD0LC_1RD1RA	1RB1LA_0LA0RC_0RD0RC_1LD1LB	none		C	reroot	4	0
0RB0LC_1LA1RB_0LD0RC_1RC1LD	1RB1LA_0LA0RC_0RD0LC_1LC1RD	none		B	reroot	4	0
0RB0LC_1LA1RB_0LD1LA_1RD1RA	1RB1LA_0LA0RC_0RD1RB_1LD1LB	none		C	reroot	4	0
0RB0LC_1LA1RB_0RC1LD_1RC0LD	1RB1LA_0LA0RC_0LC1RD_1LC0RD	none		B	reroot	4	0
0RB0LC_1LA1RB_0RD0LA_1RD1LB	1RB1LA_0LA0RC_0LD0RB_1LD1RA	none		C	reroot	4	0
0RB0LC_1LA1RB_0RD0LA_1RD1LC	1RB1LA_0LA0RC_0LD0RB_1LD1RC	none		C	reroot	4	0
0RB0LC_1LA1RB_0RD0LA_1RD1RB	1RB1LA_0LA0RC_0LD0RB_1LD1LA	none		C	reroot	4	0
0RB0LC_1LA1RB_0RD0LC_1LC1RD	1RB1LA_0LA0RC_0LD0RC_1RC1LD	none		B	reroot	4	0
0RB0LC_1LA1RB_0RD1LA_1LC1RD	1RB1LA_0LA0RC_0LD1RB_1RC1LD	none		C	reroot	4	0
0RB0LC_1LA1RB_0RD1LC_1LA1RD	1RB1LA_0LA0RC_0LD1RC_1RB1LD	none		C	reroot	4	0
0RB0LC_1LA1RB_0RD1LC_1LC1RD	1RB1LA_0LA0RC_0LD1RC_1RC1LD	none		B	reroot	4	0
0RB0LC_1LA1RB_1LD0RD_1RC0LC	1RB1LA_0LA0RC_1RD0LD_1LC0RC	none		B	reroot	4	0
0RB0LC_1LA1RB_1LD1RC_0RC0LD	1RB1LA_0LA0RC_1RD1LC_0LC0RD	none		B	reroot	4	0
0RB0LC_1LA1RB_1LD1RC_0RC1LD	1RB1LA_0LA0RC_1RD1LC_0LC1RD	none		B	reroot	4	0
0RB0LC_1LA1RB_1RC1LD_0LC0LD	1RB1LA_0LA0RC_1LC1RD_0RC0RD	none		B	reroot	4	0
0RB0LC_1LA1RB_1RC1LD_1LC0LC	1RB1LA_0LA0RC_1LC1RD_1RC0RC	none		B	reroot	4	0
0RB0LC_1LA1RB_1RC1LD_1RC0LD	1RB1LA_0LA0RC_1LC1RD_1LC0RD	none		B	reroot	4	0
0RB0LC_1LA1RB_1RC1RD_1LA1RC	1RB1LA_0LA0RC_1LC1LD_1RB1LC	none		B	reroot	4	0
0RB0LC_1LA1RB_1RD0LC_0RD1LC	1RB1LA_0LA0RC_1LD0RC_0LD1RC	none		B	reroot	4	0
0RB0LC_1LA1RB_1RD0LC_1RD1LA	1RB1LA_0LA0RC_1LD0RC_1LD1RB	none		B	reroot	4	0
0RB0LC_1LA1RB_1RD0LC_1RD1LC	1RB1LA_0LA0RC_1LD0RC_1LD1RC	none		B	reroot	4	0
0RB0LC_1LA1RB_1RD0RD_1LD1RC	1RB1LA_0LA0RC_1LD0LD_1RD1LC	none		B	reroot	4	0
0RB0LC_1LA1RB_1RD1LC_0LC0RD	1RB1LA_0LA0RC_1LD1RC_0RC0LD	none		B	reroot	4	0
0RB0LC_1LA1RB_1RD1LC_0RC1LA	1RB1LA_0LA0RC_1LD1RC_0LC1RB	none		B	reroot	4	0
0RB0LC_1LA1RB_1RD1LC_1RA1LA	1RB1LA_0LA0RC_1LD1RC_1LB1RB	none		B	reroot	4	0
0RB0LC_1LA1RB_1RD1LC_1RC0LA	1RB1LA_0LA0RC_1LD1RC_1LC0RB	none		B	reroot	4	0
0RB0LC_1LA1RC_0LD0LA_1RD1LC	1RB1LC_0LA0RC_0RD0RB_1LD1RC	none		C	reroot	4	0
0RB0LC_1LA1RC_1RB0LD_0RB0LC	1RB1LC_0LA0RC_1LA0RD_0LA0RC	none		C	reroot	4	0
0RB0LC_1LA1RC_1RB0LD_0RB1LD	1RB1LC_0LA0RC_1LA0RD_0LA1RD	none		C	reroot	4	0
0RB0LC_1LA1RC_1RB1RD_0LD0LA	1RB1LC_0LA0RC_1LA1LD_0RD0RB	none		C	reroot	4	0
0RB0LC_1LA1RC_1RD0LA_1LA1RC	1RB1LC_0LA0RC_1LD0RB_1RB1LC	none		C	reroot	4	0
0RB0LC_1LC---_0LD0LA_1RD1LC	1RB---_0RC0RD_1LC1RB_---0RB	none		C	reroot	4	0
0RB0LC_1LC---_0LD0LC_1RD1LA	1RB---_0RC0RB_1LC1RD_---0RB	none		B	reroot	4	0
0RB0LC_1LC---_0RD0LA_1RB1RD	1RB---_0LC0RD_1LA1LC_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC---_1RD0LC_1RD1LA	1RB---_1LC0RB_1LC1RD_---0RB	none		B	reroot	4	0
0RB0LC_1LC---_1RD1LC_0RC1LA	1RB---_1LC1RB_0LB1RD_---0RB	none		B	reroot	4	0
0RB0LC_1LC---_1RD1LC_1RA1LA	1RB---_1LC1RB_1LD1RD_---0RB	none		B	reroot	4	0
0RB0LC_1LC---_1RD1LC_1RC1LA	1RB---_1LC1RB_1LB1RD_---0RB	none		B	reroot	4	0
0RB0LC_1LC---_1RD1LC_1RD1LA	1RB---_1LC1RB_1LC1RD_---0RB	none		B	reroot	4	0
0RB0LC_1LC---_1RD1RC_1LA0RC	1RB---_1LC1LB_1RD0LB_---0RB	none		B	reroot	4	0
0RB0LC_1LC0LA_0RD1LA_1LC1RD	1RB0RD_0LC1RD_1RB1LC_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC0LA_0RD1LC_1LA1RD	1RB0RD_0LC1RB_1RD1LC_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC0LA_1RD0LC_0RD1LA	1RB0RD_1LC0RB_0LC1RD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC0LA_1RD1RB_0RD1LA	1RB0RD_1LC1LA_0LC1RD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC0LC_0RD1LA_1LC1RD	1RB0RB_0LC1RD_1RB1LC_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC0LD_1RD0RA_1LB0RC	1RB0RC_1LC0LD_1RA0LB_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC0RA_1RD1LB_0LC0RD	1RB0LD_1LC1RA_0RB0LC_---0RB	none		C	reroot	4	0
0RB0LC_1LC0RC_1RD1LB_1LA0RD	1RB0LB_1LC1RA_1RD0LC_0LA0RB	cert	certs_drift	C	reroot	4	0
0RB0LC_1LC0RD_1RA1LD_1RB0LD	1RB0LD_1LC1RD_---0RB_1LA0RD	none		B	reroot	4	0
0RB0LC_1LC1LA_0RD0LA_1RD1RB	1RB1RD_0LC0RD_1LC1LA_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1LA_1RC1RD_1LB0RD	1RB1RD_1LB1LC_1RA0LC_---0RB	none		B	reroot	4	0
0RB0LC_1LC1LB_0RD1LA_1LC1RD	1RB1RA_0LC1RD_1RB1LC_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1LB_0RD1LC_1LA1RD	1RB1RA_0LC1RB_1RD1LC_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1LC_0RD1LA_1LC1RD	1RB1RB_0LC1RD_1RB1LC_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1LC_0RD1LC_1LA1RD	1RB1RB_0LC1RB_1RD1LC_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1LC_1RD0LC_0RD1LA	1RB1RB_1LC0RB_0LC1RD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1LD_0RD1LA_1LC1RD	1RB1RC_0LC1RD_1RB1LC_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RA_0LD---_0RA1LD	1RB1LD_0RC---_0LD1RC_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RA_1LA1LD_1RB1LA	1RB1LC_1RC1RD_0LA0RB_1LA1RC	none		C	reroot	4	0
0RB0LC_1LC1RA_1LA1LD_1RB1LB	1RB1LC_1RC1RD_0LA0RB_1LA1RA	none		C	reroot	4	0
0RB0LC_1LC1RA_1RD1LB_0LC0RD	1RB1LD_1LC1RA_0RB0LC_---0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0LD0LA_0RD1RA	1RB1LA_0RC0RD_0LC1LD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0LD0LA_1RD1RA	1RB1LA_0RC0RD_1LC1LD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0LD1LA_0RA---	1RB1LA_0RC1RD_0LD---_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0LD1LA_0RD1RA	1RB1LA_0RC1RD_0LC1LD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0LD1LA_1RA0RA	1RB1LA_0RC1RD_1LD0LD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0LD1LA_1RA0RB	1RB1LA_0RC1RD_1LD0LA_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0LD1LA_1RA0RC	1RB1LA_0RC1RD_1LD0LB_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0LD1LA_1RA1RA	1RB1LA_0RC1RD_1LD1LD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0LD1LA_1RC0RA	1RB1LA_0RC1RD_1LB0LD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0LD1LA_1RC1RA	1RB1LA_0RC1RD_1LB1LD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0LD1LA_1RD0RB	1RB1LA_0RC1RD_1LC0LA_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0LD1LA_1RD1RA	1RB1LA_0RC1RD_1LC1LD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0RB1LD_0RA0LC	1RB1LA_0LA1RC_0LD0RB_---0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0RD0LA_1RD1LA	1RB1LA_0LC0RD_1LC1RD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0RD0LA_1RD1RB	1RB1LA_0LC0RD_1LC1LA_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0RD1LA_0LA1LA	1RB1LA_0LC1RD_0RD1RD_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0RD1LA_0LA1RB	1RB1LA_0LC1RD_0RD1LA_0LA0RB	none		C	reroot	4	0
0RB0LC_1LC1RB_0RD1LA_0LB1LA	1RB1LA_0LC1RD_0RA1RD_0LA0RB	none		C	reroot	4	0
