# spec	class	quietest_last_fire_in_1e8 (-1: EDGE/HALT)
1RB0RC_0LB1RC_0LD1RA_1RC1LD	SP	50331621
1RB0RC_0LB1RC_0LD1RB_1RA1LD	DN	99491140
1RB0RC_0LB1RC_0RD0LA_1LB1RD	QH	0
1RB0RC_0LB1RC_0RD0RA_1LB1LD	QH	0
1RB0RC_0LB1RC_1LB1LD_0RA1RA	QH	0
1RB0RC_0LB1RC_1LB1RD_0LA1LA	QH	0
1RB0RC_0LB1RC_1LB1RD_1LD0RA	QH	0
1RB0RC_0LB1RC_1LD0RA_1LB1RA	QH	0
1RB0RC_0LB1RC_1LD0RC_0LB1RA	QH	0
1RB0RC_0LB1RC_1LD0RC_1LB1RA	QH	0
1RB0RC_0LB1RC_1LD1RA_0RC0LD	QH	9
1RB0RC_0LB1RC_1RD0LB_1LC0LA	QH	0
1RB0RC_0LB1RC_1RD0RA_1LD1LB	QH	0
1RB0RC_0LB1RC_1RD1LB_1LA0LA	QH	0
1RB0RC_0LC0RA_1LA0LD_1RA1LC	SP	89478728
1RB0RC_0LC0RA_1LA0LD_1RA1LD	DN	99999991
1RB0RC_0LC0RA_1RA0LD_1LC1LA	DN	99805544
1RB0RC_0LC0RA_1RD0LD_1RA1LD	DN	99999982
1RB0RC_0LC0RB_1LA1LD_1LC---	DN	99999987
1RB0RC_0LC0RB_1LC1LD_1RA1RB	QH	0
1RB0RC_0LC0RB_1LD1LC_1LA0LB	QH	21
1RB0RC_0LC0RB_1LD1LC_1LA1LB	QH	21
1RB0RC_0LC0RB_1RA1LD_0LC0LA	SP	75436102
1RB0RC_0LC0RB_1RA1LD_0RB0LA	SP	33562659
1RB0RC_0LC0RB_1RA1LD_1LA0LA	SP	33513630
1RB0RC_0LC0RB_1RA1LD_1LB0LA	SP	75436190
1RB0RC_0LC0RB_1RA1LD_1RB0LA	SP	33562560
1RB0RC_0LC0RB_1RA1LD_1RD0LA	SP	33562659
1RB0RC_0LC0RC_0LD1LC_1RA1LA	SP	50245828
1RB0RC_0LC0RD_1LA1LB_0RA0RB	DN	99982665
1RB0RC_0LC0RD_1LA1LC_0LA1RB	DN	99999961
1RB0RC_0LC0RD_1LA1LC_0LC1RB	DN	99999989
1RB0RC_0LC0RD_1RA1LD_0LC0LA	SP	75460669
1RB0RC_0LC1LA_0LB1RD_1LB0RD	DN	99999977
1RB0RC_0LC1LA_0LB1RD_1LC0RD	DN	99999989
1RB0RC_0LC1LA_0LC1RD_1LB0RD	DN	99999985
1RB0RC_0LC1LA_0RD1LB_1LC1RD	SP	83885996
1RB0RC_0LC1LA_1LB1RD_1LB0RD	DN	99999979
1RB0RC_0LC1LA_1LB1RD_1LC0RD	SP	75497277
1RB0RC_0LC1LB_0LD1LC_1RD0RA	DN	99990421
1RB0RC_0LC1LB_0RD1LB_1RA1RC	DN	99360660
1RB0RC_0LC1LD_1RA1LB_1LB0LA	SP	44714626
1RB0RC_0LC1RA_0LD1LC_0RA1LA	DN	99465829
1RB0RC_0LC1RA_0LD1LC_0RA1LD	SP	67108651
1RB0RC_0LC1RA_0LD1LC_0RD1LA	DN	99679735
1RB0RC_0LC1RA_0LD1LC_1LA0RC	SP	44681972
1RB0RC_0LC1RA_0LD1LC_1LA1LA	SP	33521684
1RB0RC_0LC1RA_0LD1LC_1LA1LB	SP	55842260
1RB0RC_0LC1RA_0LD1LC_1RA1LA	SP	58800767
1RB0RC_0LC1RA_0LD1LC_1RC1LA	SP	33529850
1RB0RC_0LC1RA_0LD1LC_1RD1LA	SP	33546182
1RB0RC_0LC1RA_0LD1RC_1RB1LD	DN	99815430
1RB0RC_0LC1RA_0RA1LD_0LC1LC	SP	67108651
1RB0RC_0LC1RA_1LA0LD_1LC0RA	SP	44739536
1RB0RC_0LC1RA_1LD1RC_1RB1LD	SP	89445756
1RB0RC_0LC1RA_1RA1LD_0LC0LA	SP	75423864
1RB0RC_0LC1RA_1RA1LD_0RB0LA	SP	33554469
1RB0RC_0LC1RA_1RA1LD_1RB0LA	SP	33554394
1RB0RC_0LC1RA_1RA1LD_1RD0LA	SP	33554493
1RB0RC_0LC1RB_0LD1LC_1RD0RA	DN	99308441
1RB0RC_0LC1RD_0LB1LA_1LB0RD	DN	99999983
1RB0RC_0LC1RD_0LB1LA_1LC0RD	DN	99999979
1RB0RC_0LC1RD_0LC1LA_1LB0RD	DN	99999983
1RB0RC_0LC1RD_0LC1LA_1LC0RD	QH	1
1RB0RC_0LC1RD_0LD1LC_1RA1LA	SP	78146537
1RB0RC_0LC1RD_1LB1LA_1LB0RD	DN	99999989
1RB0RC_0LC1RD_1LB1LA_1LC0RD	DN	99999986
1RB0RC_0LC1RD_1RA1LD_1RB0LA	SP	33562583
1RB0RC_0LC1RD_1RB0LD_1RA1LC	DN	99999988
1RB0RC_0RC0LA_0LD1RA_1LD0LA	DN	99986272
1RB0RC_0RC0LA_1LD1RC_1LB0LB	DN	99998491
1RB0RC_0RC0LC_1LD0RB_1LD1RA	QH	0
1RB0RC_0RC0LD_0RD0RB_1LD1RA	QH	0
1RB0RC_0RC0LD_1LD0RB_1LD1RA	QH	0
1RB0RC_0RC0LD_1LD1RA_1LB0LD	DN	99987757
1RB0RC_0RC0LD_1LD1RC_0LA1LB	SP	67108929
1RB0RC_0RC0LD_1LD1RC_1LB0LA	SP	67108902
1RB0RC_0RC0LD_1RD1RA_1LB1LA	DN	99999980
1RB0RC_0RC0RA_1LC0LD_1RB1LD	DN	98043088
1RB0RC_0RC0RB_1LC1LD_1RA1RB	QH	0
1RB0RC_0RC1LA_1LD0RB_0LD1RC	SP	50331633
1RB0RC_0RC1LB_1LD1RC_0LB0LA	DN	99816490
1RB0RC_0RC1LB_1LD1RC_1LA0LB	QH	4
1RB0RC_0RC1LD_1LB1RC_0LA0LB	SP	50331580
1RB0RC_0RC1LD_1RD1RA_1LB1LC	SP	50294746
1RB0RC_0RC1RA_1LC0LD_1RB1LD	SP	25171895
1RB0RC_0RC1RC_1LD1RB_1LA0LB	SP	89347621
1RB0RC_0RC1RC_1LD1RB_1LA1LD	SP	44690137
1RB0RC_0RC1RD_0LC1LA_1LC0RD	QH	1
1RB0RC_1LA0LA_0RB1LD_1RC0LD	DN	99999992
1RB0RC_1LA0LD_0RC1LB_1RC0LD	QH	2
1RB0RC_1LA0LD_1RC1LB_0LB0RC	QH	2
1RB0RC_1LA0LD_1RC1LD_0LB0RC	QH	2
1RB0RC_1LA0RA_0LD1RC_1LD1LB	SP	67108862
1RB0RC_1LA0RD_0LB1LD_1LB1RA	DN	99999991
1RB0RC_1LA0RD_0LC0RB_1LC0RD	QH	2
1RB0RC_1LA0RD_0LC0RB_1LC1RD	QH	2
1RB0RC_1LA0RD_1LC1LB_0LC0RB	DN	99814367
1RB0RC_1LA0RD_1LC1LB_0RC0RB	SP	89462138
1RB0RC_1LA0RD_1RA1LD_0LC0LA	SP	33607554
1RB0RC_1LA0RD_1RA1LD_0LC1RA	SP	49748177
1RB0RC_1LA1LC_1LB0RD_0LB1RD	QH	2
1RB0RC_1LA1LC_1LB0RD_0LC1RD	QH	2
1RB0RC_1LA1LD_0LB1RC_1LB0RC	QH	2
1RB0RC_1LA1LD_0LB1RC_1LB1RA	SP	86093432
1RB0RC_1LA1LD_0LD1RC_1LB0RC	QH	2
1RB0RC_1LA1LD_0RC1LA_1RC0LD	QH	1
1RB0RC_1LA1RA_0LD1LC_0RA1LD	SP	67108857
1RB0RC_1LA1RA_0LD1LC_0RB1LD	SP	83886047
1RB0RC_1LA1RA_0RA1LD_0LC1LC	SP	67108857
1RB0RC_1LA1RA_1RA1LD_0LC0LA	SP	33583034
1RB0RC_1LA1RA_1RA1LD_0LC1RA	SP	49729985
1RB0RC_1LA1RB_0LD1LC_0RB1LD	DN	99666280
1RB0RC_1LA1RC_0LD0RB_1RB1LD	QH	2
1RB0RC_1LA1RC_0RC1LD_1LA0LD	QH	1
1RB0RC_1LA1RC_1LD0RB_0RC0LD	QH	2
1RB0RC_1LA1RD_0LC1LA_1LC0RD	QH	1
1RB0RC_1LA1RD_0RD0LC_1LC0RB	QH	2
1RB0RC_1LA1RD_1RB1LC_0LC0RB	QH	2
1RB0RC_1LB1LC_1RD0LC_0RD1LA	QH	1
1RB0RC_1LB1RA_0LD1LC_0RB1LD	SP	69905211
1RB0RC_1LB1RA_0RB0LD_1LC1LD	DN	99999986
1RB0RC_1LB1RA_0RB0RD_0RC0LB	QH	0
1RB0RC_1LB1RA_0RB1LD_0LD1LC	SP	83886169
1RB0RC_1LB1RA_0RD0LB_0RB0RA	QH	0
1RB0RC_1LB1RA_0RD0LB_0RB0RC	QH	0
1RB0RC_1LB1RA_0RD0LB_1LB0RC	QH	0
1RB0RC_1LB1RA_0RD0LD_1LB0RC	QH	0
1RB0RC_1LB1RA_1LB0RD_0RC0LB	QH	0
1RB0RC_1LB1RA_1LB0RD_0RC0LC	QH	0
1RB0RC_1LB1RA_1LC0LD_1RB1LD	SP	37736369
1RB0RC_1LB1RA_1LD0RC_0LD1RB	QH	0
1RB0RC_1LB1RC_0RC1LD_1LA0LD	QH	1
1RB0RC_1LB1RC_0RD0LB_0RB0RA	QH	0
1RB0RC_1LB1RC_1LD0RC_0LB1RA	QH	0
1RB0RC_1LB1RC_1RA1LD_0RC0LD	QH	7
1RB0RC_1LC0LA_0LD1RA_1LD0LA	DN	99999989
1RB0RC_1LC0LA_1RA1LD_0LC0LA	SP	75411600
1RB0RC_1LC0LA_1RD0LB_1RB1RC	SP	69731547
1RB0RC_1LC0LB_1RA0LD_1LB1RB	DN	99917094
1RB0RC_1LC0LB_1RA1LD_0RB0LA	SP	75411600
1RB0RC_1LC0LD_0LD1LD_1RA1LC	SP	89347617
1RB0RC_1LC0LD_1LB1RC_1RA1LD	QH	0
1RB0RC_1LC0LD_1RA0LB_0LA0LC	DN	99999972
1RB0RC_1LC0LD_1RA0LB_0LA0RA	DN	99999856
1RB0RC_1LC0LD_1RA0LB_0LA0RB	DN	99999975
1RB0RC_1LC0LD_1RA0LB_0LA1LC	DN	99999965
1RB0RC_1LC0LD_1RA0LB_1LB0LA	DN	99999980
1RB0RC_1LC0LD_1RA0LB_1LB0LC	DN	99999971
1RB0RC_1LC0LD_1RA0LB_1LB0RA	SP	89511200
1RB0RC_1LC0LD_1RA0LB_1LB1LC	SP	89494868
1RB0RC_1LC0LD_1RA0LB_1LC0RB	DN	99984783
1RB0RC_1LC0LD_1RA0LB_1LC0RD	DN	99992342
1RB0RC_1LC0LD_1RA1RD_1RC1LB	DN	99970807
1RB0RC_1LC0RA_0LD1LB_1LA0LA	DN	99986316
1RB0RC_1LC0RA_0LD1LB_1LA1LC	DN	99973353
1RB0RC_1LC0RA_0LD1LC_1LA0LA	SP	25661248
1RB0RC_1LC0RA_0LD1LC_1LA1RB	SP	59605031
1RB0RC_1LC0RA_0RD0LB_1RA1RD	DN	99999988
1RB0RC_1LC0RA_1LD0LB_1RD1RA	SP	50270321
1RB0RC_1LC0RA_1RA0LD_1LC1LA	SP	50258041
1RB0RC_1LC0RA_1RA1LD_0LC0LA	DN	99984601
1RB0RC_1LC0RA_1RD0LB_0RA1RD	DN	99999975
1RB0RC_1LC0RA_1RD0LB_1LA1RC	SP	50343936
1RB0RC_1LC0RA_1RD0LB_1RA1RD	DN	99999984
1RB0RC_1LC0RB_0LC0RD_1LA1RD	QH	3
1RB0RC_1LC0RB_0LC1RD_0RB1LA	QH	0
1RB0RC_1LC0RB_0LD1LA_0LD1RA	DN	99999989
1RB0RC_1LC0RB_1LC1LD_1RA1RB	QH	0
1RB0RC_1LC0RB_1LD1LA_0LC1RA	DN	99999988
1RB0RC_1LC0RB_1LD1LA_0LC1RC	DN	99999987
1RB0RC_1LC0RB_1LD1LA_0LD1RC	DN	99999987
1RB0RC_1LC0RB_1RA0LD_1LC0LD	DN	99948420
1RB0RC_1LC0RB_1RA0LD_1LC1LB	DN	99967956
1RB0RC_1LC0RC_0LD1LC_1RA1LA	SP	34840291
1RB0RC_1LC0RC_1RA0LD_0LC1LD	DN	99973736
1RB0RC_1LC0RC_1RA0LD_1LC0LB	DN	99980502
1RB0RC_1LC0RC_1RA0LD_1LC0LD	DN	99967090
1RB0RC_1LC0RC_1RA0LD_1LC1LB	DN	99969708
1RB0RC_1LC0RC_1RA0LD_1LC1LD	SP	33587131
1RB0RC_1LC0RC_1RA1LD_1RB0LD	DN	99998735
1RB0RC_1LC0RD_0LC1RD_0RB1LA	QH	0
1RB0RC_1LC0RD_1LA0LC_0RD0LA	DN	99999978
1RB0RC_1LC0RD_1LA0LC_0RD1LC	QH	1
1RB0RC_1LC0RD_1LA1LB_0LB1RD	SP	50331625
1RB0RC_1LC0RD_1LA1LB_0LC1RD	SP	67108818
1RB0RC_1LC0RD_1LD0LB_1RB1RA	DN	99964710
1RB0RC_1LC0RD_1LD0LD_1RA0LB	DN	99999989
1RB0RC_1LC0RD_1RA0LD_1LC0LD	DN	99941470
1RB0RC_1LC0RD_1RA0LD_1LC1LB	DN	99966839
1RB0RC_1LC0RD_1RA1LD_0LC1RA	SP	35955614
1RB0RC_1LC1LA_0LB1RD_1LB0RD	DN	99999987
1RB0RC_1LC1LA_0LB1RD_1LC0RD	DN	99999985
1RB0RC_1LC1LA_0LC1RD_1LB0RD	DN	99999989
1RB0RC_1LC1LA_1RA1LD_0LB0LA	DN	99355387
1RB0RC_1LC1LA_1RD1LB_0LC0RD	SP	50331623
1RB0RC_1LC1LB_1RA0LD_0RB0LA	DN	99972506
1RB0RC_1LC1LB_1RA0LD_1RC0LA	DN	99983540
1RB0RC_1LC1LB_1RA1RD_0LA0LB	SP	77215814
1RB0RC_1LC1LB_1RD0LB_1RA1RD	SP	33595308
1RB0RC_1LC1LD_0LB1RC_1RA1LD	QH	0
1RB0RC_1LC1LD_1RA0LB_0LC1LA	DN	99996943
1RB0RC_1LC1LD_1RA0LB_0LC1RA	DN	99988585
1RB0RC_1LC1LD_1RA0LB_0RC1RA	DN	99973442
1RB0RC_1LC1LD_1RA0LB_1LB---	SP	50233611
1RB0RC_1LC1LD_1RA0LB_1LC0LA	DN	99985363
1RB0RC_1LC1LD_1RA0LB_1LC0RA	DN	99940813
1RB0RC_1LC1LD_1RA0LB_1LC1LA	DN	99958243
1RB0RC_1LC1LD_1RA0LB_1LC1RA	DN	99983802
1RB0RC_1LC1LD_1RA0LB_1LD1LA	DN	99991228
1RB0RC_1LC1LD_1RA0LB_1RB1LB	SP	50245827
1RB0RC_1LC1LD_1RA1LD_0LB0LA	SP	49711779
1RB0RC_1LC1LD_1RA1LD_0LC0LA	SP	25135061
1RB0RC_1LC1LD_1RA1RB_1LB0LB	SP	75338173
1RB0RC_1LC1LD_1RD1LB_1RA0LB	DN	99866006
1RB0RC_1LC1LD_1RD1RA_1LB1LC	SP	89363964
1RB0RC_1LC1RA_0LC0LD_0RA1LB	DN	99999990
1RB0RC_1LC1RA_0LD1LC_0RA1LD	SP	67108903
1RB0RC_1LC1RA_0LD1LC_1LA0RC	SP	25122835
1RB0RC_1LC1RA_0LD1LC_1LA1LA	SP	75448283
1RB0RC_1LC1RA_0LD1LC_1RA1LA	SP	58728325
1RB0RC_1LC1RA_0LD1LC_1RC1LA	SP	75460543
1RB0RC_1LC1RA_0LD1RC_1RB1LD	QH	0
1RB0RC_1LC1RA_0RB0LC_------	QH	7
1RB0RC_1LC1RA_0RD0LC_0RB1LA	QH	17
1RB0RC_1LC1RA_0RD0LC_1LB0RB	QH	9
1RB0RC_1LC1RA_0RD0LC_1RA---	QH	5
1RB0RC_1LC1RA_1LD1RC_1RB1LD	SP	50282585
1RB0RC_1LC1RA_1RA0LD_0LB1LA	SP	70586361
1RB0RC_1LC1RA_1RA0LD_0LC1LD	DN	99947946
1RB0RC_1LC1RA_1RA0LD_1LC0LD	DN	99955598
1RB0RC_1LC1RA_1RA0LD_1LC1LA	DN	99999986
1RB0RC_1LC1RA_1RA1LD_0LC0LA	DN	99823288
1RB0RC_1LC1RA_1RA1LD_0LC1RA	SP	65774960
1RB0RC_1LC1RA_1RB0LD_1LC1LD	SP	52620085
1RB0RC_1LC1RA_1RD0LC_1LD0RB	QH	7
1RB0RC_1LC1RA_1RD1LB_0LC0RD	QH	0
1RB0RC_1LC1RB_0RA0LD_0LB0LC	DN	99999986
1RB0RC_1LC1RB_0RB1LD_0LC1LA	SP	83885827
1RB0RC_1LC1RB_1RA0LD_1LC0LD	DN	99998039
1RB0RC_1LC1RC_1RA0LD_1LC0LD	DN	99969712
1RB0RC_1LC1RC_1RA0LD_1LC1LB	DN	99983816
1RB0RC_1LC1RC_1RA1LD_0LC0LA	SP	25098473
1RB0RC_1LC1RD_0LB1LA_1LB0RD	SP	75497277
1RB0RC_1LC1RD_0LB1LA_1LC0RD	DN	99999987
1RB0RC_1LC1RD_0LC1LA_1LB0RD	DN	99999990
1RB0RC_1LC1RD_0LC1LA_1LC0RD	QH	1
1RB0RC_1LC1RD_0LD1LC_1RA1LA	SP	34678068
1RB0RC_1LC1RD_0RB0LC_1RA0RD	QH	7
1RB0RC_1LC1RD_0RB0LC_1RB0LA	QH	0
1RB0RC_1LC1RD_0RB0LC_1RB1LA	QH	0
1RB0RC_1LC1RD_0RD0LC_1LC1RA	QH	7
1RB0RC_1LC1RD_0RD0LC_1RA---	QH	5
1RB0RC_1LC1RD_1LA0LB_0RB0RC	SP	52357261
1RB0RC_1LC1RD_1LA0LC_0RD1LC	QH	1
1RB0RC_1LC1RD_1RA0LB_1LB1LD	SP	68406765
1RB0RC_1LC1RD_1RA0LB_1LD0LA	SP	50319318
1RB0RC_1LC1RD_1RA1LD_0LC0LA	DN	99976310
1RB0RC_1RC---_0LD0RA_0LA1LD	DN	99999988
1RB0RC_1RC---_1LD1RA_0LA1RA	DN	99999955
1RB0RC_1RC0LA_0LD0RB_1LB1LD	DN	99938136
1RB0RC_1RC0LA_0LD1LC_1RA1LA	SP	67133421
1RB0RC_1RC0LA_0LD1RB_1LB1LD	SP	53916456
1RB0RC_1RC0LA_1LD1RB_0RB0LD	QH	13
1RB0RC_1RC0LB_1LD1RD_1LA0LA	DN	99999988
1RB0RC_1RC0LD_0LD1LD_1RA1LC	SP	89347639
1RB0RC_1RC0LD_1LB1RC_1RA1LD	QH	0
1RB0RC_1RC0LD_1LD0LA_0RB1LA	DN	99999983
1RB0RC_1RC0RA_0LD0LA_1RA1LD	DN	99999979
1RB0RC_1RC0RA_1LD0LC_1RB1LC	DN	99981776
1RB0RC_1RC0RA_1LD0LD_1LA1LD	DN	99988306
1RB0RC_1RC0RB_1LA0LD_1LD0LA	DN	99999985
1RB0RC_1RC1LA_1LD0RC_0LD1RB	QH	0
1RB0RC_1RC1LB_0LB0RD_0LA1RD	DN	99662921
1RB0RC_1RC1LB_0LB1RD_0LA0RC	QH	0
1RB0RC_1RC1LB_0LB1RD_0LA1RA	SP	58719942
1RB0RC_1RC1LB_0LB1RD_0LB1RA	SP	83885936
1RB0RC_1RC1LB_0LB1RD_0LD1RA	SP	67108768
1RB0RC_1RC1LB_0LB1RD_0RA1RA	SP	44739126
1RB0RC_1RC1LB_0LB1RD_1RB1RA	QH	22
1RB0RC_1RC1LB_0LC1RD_0LB1RA	SP	83885982
1RB0RC_1RC1LB_0LD0RA_1LA0LD	DN	99999989
1RB0RC_1RC1LB_0LD0RA_1LB0LD	DN	99999988
1RB0RC_1RC1LB_0LD1RA_1LB1RD	SP	55923996
1RB0RC_1RC1LB_1LA1RD_0LB0RC	QH	3
1RB0RC_1RC1LB_1LD0RA_0LD1RA	DN	99999980
1RB0RC_1RC1LB_1LD0RC_0LB0LA	DN	99959972
1RB0RC_1RC1LB_1LD1RA_0LD0LC	DN	99988366
1RB0RC_1RC1LB_1LD1RA_1RD0LB	SP	67108764
1RB0RC_1RC1LB_1LD1RC_0LB0LA	SP	50356155
1RB0RC_1RC1LB_1LD1RD_0LB1RA	SP	41942929
1RB0RC_1RC1LC_0LD1RA_1LB1LD	DN	99959979
1RB0RC_1RC1LC_1LD1RA_1LB0LB	DN	99984549
1RB0RC_1RC1LD_0LB0RA_1RA1LB	QH	0
1RB0RC_1RC1LD_0LB0RC_1LB0LA	QH	5
1RB0RC_1RC1LD_0LB0RC_1LB0RA	QH	0
1RB0RC_1RC1LD_0LB1RA_1LA1LB	SP	86282276
1RB0RC_1RC1LD_0LB1RA_1LB0RA	QH	0
1RB0RC_1RC1LD_0LB1RC_1RA1LD	QH	0
1RB0RC_1RC1LD_0LD0RC_1LB0LA	QH	0
1RB0RC_1RC1LD_0LD0RC_1LB1LA	QH	0
1RB0RC_1RC1LD_1LB0RA_0LC1LC	DN	99988351
1RB0RC_1RC1LD_1LD0RA_1LB0LD	QH	13
1RB0RC_1RC1LD_1RD1RA_1LB1LC	SP	89396586
1RB0RC_1RC1RA_0LD1LC_0RA1LD	SP	67108761
1RB0RC_1RC1RA_0LD1LC_0RB1LD	SP	83885988
1RB0RC_1RC1RA_0LD1RC_1RB1LD	QH	0
1RB0RC_1RC1RA_1LD0RB_1LA0LC	DN	99999983
1RB0RC_1RC1RA_1LD1LA_0RA0LD	DN	99999979
1RB0RC_1RC1RA_1LD1RC_1RB1LD	SP	50282563
1RB0RC_1RC1RB_0LD1LC_0RA1LA	SP	69909593
1RB0RC_1RC1RB_0LD1LC_0RD1LA	SP	69931126
1RB0RC_1RC1RB_0LD1LC_1RA1LA	SP	89560384
1RB0RC_1RC1RB_0LD1RA_1LB1LD	DN	93518428
1RB0RC_1RC1RD_0LC1LA_1LC0RD	QH	1
1RB0RD_0LB0LC_1LD1LB_1RA1RD	DN	99999983
1RB0RD_0LB0LC_1RA1LC_1RB1RD	DN	99804544
1RB0RD_0LB0LC_1RA1LD_0LC1LC	SP	89478497
1RB0RD_0LB0LC_1RA1LD_1LC0RA	DN	99999988
1RB0RD_0LB0LC_1RD1LC_0LC1RA	DN	92274494
1RB0RD_0LB1LC_0RC1RA_1LB0RD	DN	99999976
1RB0RD_0LB1LC_1RA1LB_1RA0RD	DN	99996120
1RB0RD_0LB1LC_1RA1LB_1RA1RD	DN	99979157
1RB0RD_0LB1LC_1RD0LA_1RA1RC	SP	33513514
1RB0RD_0LB1LC_1RD0LC_0RD1LA	QH	1
1RB0RD_0LB1LC_1RD1LB_1RA0RD	DN	99996109
1RB0RD_0LB1LC_1RD1LC_0LC1RA	SP	50331575
1RB0RD_0LB1RC_1LB1RD_1LA0RC	QH	0
1RB0RD_0LB1RC_1LC1RA_1LB0RD	QH	0
1RB0RD_0LB1RC_1LD0RC_0LB1LA	DN	99999983
1RB0RD_0LB1RC_1LD0RC_0LD1LA	QH	1
1RB0RD_0LB1RC_1LD0RC_1LB1LA	DN	99999984
1RB0RD_0LB1RC_1LD1RA_0RC0LD	QH	9
1RB0RD_0LB1RC_1RD1LA_1LB0RD	QH	0
1RB0RD_0LC---_1RD1LC_0LC1RA	SP	50331575
1RB0RD_0LC0LA_1RC0RD_1LB1RD	SP	25184216
1RB0RD_0LC0LB_1RC1RD_1LA1LB	QH	0
1RB0RD_0LC0LD_1RD1LC_1RA0RB	DN	99999968
1RB0RD_0LC0RA_1LA1LC_0LA1RD	DN	99999629
1RB0RD_0LC0RA_1LA1LC_1LD1LB	SP	80541548
1RB0RD_0LC0RA_1LA1LD_1LC1LB	SP	75423863
1RB0RD_0LC0RA_1LA1RD_1LD1LB	SP	33546183
1RB0RD_0LC0RA_1RA1LC_0LA0LC	DN	92274250
1RB0RD_0LC0RA_1RA1LC_0LC0LC	SP	67108729
1RB0RD_0LC0RA_1RA1LC_1LD0LC	SP	67110388
1RB0RD_0LC0RA_1RC1LD_1LB1RA	DN	99999961
1RB0RD_0LC0RB_0LD1LC_1RA0RD	SP	76695658
1RB0RD_0LC0RB_1LA1LC_0LA1RD	DN	99999983
1RB0RD_0LC0RB_1LA1LC_0LC1RD	DN	99999991
1RB0RD_0LC0RB_1LA1RC_1LC1LD	QH	2
1RB0RD_0LC0RB_1LD1RC_1LA1LC	QH	2
1RB0RD_0LC0RB_1LD1RD_1LA1LC	QH	2
1RB0RD_0LC0RC_0RC1LD_1LA0LD	QH	1
1RB0RD_0LC0RD_1LD0LC_1RA0LA	DN	99999979
1RB0RD_0LC0RD_1LD0LC_1RA0LB	DN	99999978
1RB0RD_0LC0RD_1LD1LA_1RA0LB	DN	99999984
1RB0RD_0LC1RA_0LA1LA_1RA1LC	SP	44747369
1RB0RD_0LC1RA_0LC1RD_1LB0RD	QH	0
1RB0RD_0LC1RA_0RA1LC_1LA1LB	SP	67108853
1RB0RD_0LC1RA_0RA1LC_1LB1LB	SP	50331503
1RB0RD_0LC1RA_0RB1LC_1LA1LB	SP	83886072
1RB0RD_0LC1RA_0RB1LC_1LB0LA	DN	99999982
1RB0RD_0LC1RA_0RB1LC_1LB0LB	DN	99999968
1RB0RD_0LC1RA_0RB1LC_1LB0LD	DN	99999973
1RB0RD_0LC1RA_0RB1LC_1LB1LB	SP	62914416
1RB0RD_0LC1RA_1LA0RD_1RC1LB	SP	33538014
1RB0RD_0LC1RA_1LA1LB_1RC1LB	SP	44641251
1RB0RD_0LC1RA_1LA1LB_1RC1RB	SP	55801539
1RB0RD_0LC1RA_1LA1LD_0RB1LB	DN	99986801
1RB0RD_0LC1RA_1LB1RC_1LB0RD	QH	0
1RB0RD_0LC1RA_1LB1RC_1LC0RD	QH	0
1RB0RD_0LC1RA_1LB1RD_1LB0RD	QH	0
1RB0RD_0LC1RA_1LB1RD_1LC0RD	QH	0
1RB0RD_0LC1RA_1LC1RD_1LB0RD	QH	0
1RB0RD_0LC1RA_1RB1LC_0LB0RB	DN	99999978
1RB0RD_0LC1RA_1RB1LC_0LC1RD	DN	99814370
1RB0RD_0LC1RA_1RB1LC_0LD0RB	DN	99999977
1RB0RD_0LC1RA_1RB1LC_0RB1RD	SP	89543921
1RB0RD_0LC1RA_1RB1LC_1LC1RD	SP	89478497
1RB0RD_0LC1RA_1RB1LC_1RB1RD	SP	89511209
1RB0RD_0LC1RA_1RD1LC_0LA1RB	DN	99999987
1RB0RD_0LC1RA_1RD1LC_0LB1RB	SP	79691344
1RB0RD_0LC1RA_1RD1LC_0LC1RB	SP	75497258
1RB0RD_0LC1RA_1RD1LC_0LD1RB	SP	83885643
1RB0RD_0LC1RA_1RD1LC_1LC1RB	SP	83885868
1RB0RD_0LC1RA_1RD1LC_1RB1RB	SP	83885910
1RB0RD_0LC1RB_1RA1LC_0LA1RB	DN	99805877
1RB0RD_0LC1RB_1RA1LC_0LC1RB	DN	99314318
1RB0RD_0LC1RB_1RA1LC_1LA1RB	DN	99314318
1RB0RD_0LC1RB_1RA1LC_1LD1RB	QH	0
1RB0RD_0LC1RC_0RA1LD_1RC0LD	DN	99994141
1RB0RD_0LC1RD_1LA1LC_0LC0RD	QH	1
1RB0RD_0LC1RD_1LD1LA_1RA1LB	DN	99998062
1RB0RD_0LC1RD_1RA1LC_0LC1RB	DN	99314320
1RB0RD_0LC1RD_1RB1LC_0LA0RB	SP	75497274
1RB0RD_0RC0LB_1LD1RA_1LB0LC	SP	75436180
1RB0RD_0RC0LB_1LD1RC_0LA1LB	DN	99999972
1RB0RD_0RC0LB_1LD1RD_1LB1RA	DN	99958161
1RB0RD_0RC0LD_1LB1RC_0LA0LB	DN	99999988
1RB0RD_0RC0LD_1LB1RC_0LA1LB	DN	99999986
1RB0RD_0RC0LD_1LD1RA_1LB0LD	DN	99945529
1RB0RD_0RC0LD_1LD1RC_0LA1LB	DN	99999983
1RB0RD_0RC0RA_1LC1RA_0RB0LC	QH	0
1RB0RD_0RC0RA_1LC1RB_0RB0LC	QH	0
1RB0RD_0RC0RB_1LC0LA_1LD1RB	SP	89609423
