# spec	class	quietest_last_fire_in_1e8 (-1: EDGE/HALT)
0RB0LB_1RC1LB_0RD1RC_1LD0LA	SP	89511222
0RB0LB_1RC1LB_1LB0RD_1LA1RD	QH	0
0RB0LB_1RC1LB_1LB0RD_1LD1LA	SP	15462993
0RB0LB_1RC1LB_1LC0RD_1LD1LA	SP	78492693
0RB0LB_1RC1LB_1LD0RB_0LA1LD	SP	44714616
0RB0LB_1RC1LB_1LD0RD_1LA1RD	QH	11
0RB0LB_1RC1LB_1LD0RD_1LD1LA	SP	15463009
0RB0LB_1RC1LB_1LD1RC_---1LA	SP	89478496
0RB0LB_1RC1LB_1RD0RD_1LA1RD	QH	9
0RB0LB_1RC1LB_1RD0RD_1LD1LA	SP	36860847
0RB0LB_1RC1LC_0RD1LA_1LD0LB	DN	99999946
0RB0LB_1RC1LD_1LB1RC_0RC1LA	SP	50331440
0RB0LB_1RC1RA_1LD1RB_1LA0LD	DN	99999981
0RB0LB_1RC1RB_0RD0RC_1LD1LA	SP	16158939
0RB0LB_1RC1RB_1LD0RC_1LC1LA	SP	44706517
0RB0LB_1RC1RB_1LD0RC_1LD1LA	SP	44706517
0RB0LB_1RC1RD_0LD0LC_1RA1LC	DN	99972128
0RB0LB_1RC1RD_1LD0RB_1RA0LC	DN	99999974
0RB0LC_0LC0LA_0RD1LA_1LC1RD	SP	83885881
0RB0LC_0LC0LC_0RD1LA_1LC1RD	QH	1
0RB0LC_0LC0RD_1LA1LC_1RC1RB	QH	1
0RB0LC_0LC0RD_1RD1LC_1RB1LA	DN	99976260
0RB0LC_0LC1LB_0RD1LA_1LC1RD	SP	50331666
0RB0LC_0LC1LC_0RD1LA_1LC1RD	QH	1
0RB0LC_0LC1LC_0RD1LA_1RB1RD	SP	78176230
0RB0LC_0LC1LC_0RD1LC_1LA1RD	QH	1
0RB0LC_0LC1LD_0RD1LA_1LC1RD	QH	1
0RB0LC_0LC1RA_1LD1LB_0RB1LC	SP	89494880
0RB0LC_0LC1RD_0RD1LA_1LC1RD	QH	1
0RB0LC_0LC1RD_0RD1LC_1LA1RD	QH	1
0RB0LC_0LC1RD_0RD1LC_1RB1LA	SP	78176230
0RB0LC_0LC1RD_1LA1LC_1RB0RD	DN	99986625
0RB0LC_0RC0LC_0RD1LA_1LC1RD	QH	1
0RB0LC_0RC0RD_1LA1LC_1RC1RB	QH	1
0RB0LC_0RC1LC_0RD1LA_1LB1RD	DN	99999983
0RB0LC_0RC1LC_0RD1LA_1LC1RD	QH	1
0RB0LC_0RC1LC_0RD1LC_1LA1RD	QH	1
0RB0LC_0RC1LD_0RD1LA_1LC1RD	QH	1
0RB0LC_0RC1RB_1LD0LA_1LA---	DN	99999990
0RB0LC_0RC1RD_0RD1LA_1LC1RD	QH	1
0RB0LC_0RC1RD_0RD1LC_1LA1RD	QH	1
0RB0LC_1LA0LC_0RD1LA_1LC1RD	QH	1
0RB0LC_1LA0RC_0RD1RC_1LB1RA	SP	89429419
0RB0LC_1LA1LC_0RD0LA_1RD1RB	DN	99999986
0RB0LC_1LA1LC_0RD1LA_1LC1RD	QH	1
0RB0LC_1LA1LC_0RD1LA_1RB1RD	SP	78176265
0RB0LC_1LA1LC_0RD1LC_1LA1RD	QH	1
0RB0LC_1LA1LC_1RD0LC_0RD1LA	QH	1
0RB0LC_1LA1LC_1RD0RD_0LA1RB	DN	99999990
0RB0LC_1LA1RB_0LD0LA_1RA0RA	DN	99999979
0RB0LC_1LA1RB_0LD0LA_1RA0RC	DN	99999985
0RB0LC_1LA1RB_0LD0LA_1RD1RA	QH	9
0RB0LC_1LA1RB_0LD0LC_1RD1RA	QH	9
0RB0LC_1LA1RB_0LD1LA_1RA0RA	DN	99999973
0RB0LC_1LA1RB_0LD1LA_1RA0RC	DN	99999983
0RB0LC_1LA1RB_0LD1LA_1RD1RA	QH	9
0RB0LC_1LA1RB_0LD1LD_0RA0LA	DN	99999973
0RB0LC_1LA1RB_0LD1LD_0RA0LC	DN	99999986
0RB0LC_1LA1RB_0LD1LD_0RA1LA	DN	99999975
0RB0LC_1LA1RB_0RB0LD_0RB1LC	DN	99999982
0RB0LC_1LA1RB_0RB0LD_0RB1LD	DN	99999978
0RB0LC_1LA1RB_0RB1LC_------	DN	99805880
0RB0LC_1LA1RB_0RB1LD_0RA0LA	DN	99999980
0RB0LC_1LA1RB_0RB1LD_0RA1LA	DN	99999975
0RB0LC_1LA1RB_0RB1LD_0RB0LA	DN	99999983
0RB0LC_1LA1RB_0RB1LD_0RB1LA	DN	99999974
0RB0LC_1LA1RB_0RB1LD_0RB1LC	DN	99805880
0RB0LC_1LA1RB_0RB1LD_0RB1LD	DN	99805878
0RB0LC_1LA1RB_0RB1LD_0RD0LA	DN	99999980
0RB0LC_1LA1RB_0RB1LD_0RD1LA	DN	99999983
0RB0LC_1LA1RB_0RB1LD_0RD1LC	DN	99580766
0RB0LC_1LA1RB_0RD0LA_1RD1LB	DN	99999962
0RB0LC_1LA1RB_0RD0LA_1RD1LC	DN	99999984
0RB0LC_1LA1RB_0RD0LA_1RD1RB	DN	99999988
0RB0LC_1LA1RB_0RD1LA_1LC1RD	DN	99999962
0RB0LC_1LA1RB_0RD1LC_0LA0LA	DN	99797879
0RB0LC_1LA1RB_0RD1LC_0LA1LA	DN	99803207
0RB0LC_1LA1RB_0RD1LC_0LA1RB	DN	99807211
0RB0LC_1LA1RB_0RD1LC_1LA0LA	DN	99796551
0RB0LC_1LA1RB_0RD1LC_1LA1LA	DN	99801877
0RB0LC_1LA1RB_0RD1LC_1LA1RB	DN	99805879
0RB0LC_1LA1RB_0RD1LC_1LB0LA	DN	99308447
0RB0LC_1LA1RB_0RD1LC_1LB1LA	DN	99666280
0RB0LC_1LA1RB_0RD1LC_1LB1RA	DN	99558597
0RB0LC_1LA1RB_0RD1LC_1LB1RB	DN	99314320
0RB0LC_1LA1RB_0RD1LC_1LC0LA	DN	99799207
0RB0LC_1LA1RB_0RD1LC_1LC1LA	DN	99803207
0RB0LC_1LA1RB_0RD1LC_1LC1RB	QH	2
0RB0LC_1LA1RB_0RD1LC_1RB0LA	DN	99795223
0RB0LC_1LA1RB_0RD1LC_1RB1LA	DN	99800547
0RB0LC_1LA1RB_0RD1LC_1RB1RB	QH	2
0RB0LC_1LA1RB_0RD1LC_1RC0LA	DN	99800535
0RB0LC_1LA1RB_0RD1LC_1RC1LA	DN	99804537
0RB0LC_1LA1RB_0RD1LC_1RC1RB	QH	2
0RB0LC_1LA1RB_0RD1LC_1RD1RB	QH	2
0RB0LC_1LA1RB_1LD1LC_0RD0RB	DN	99803210
0RB0LC_1LA1RB_1LD1LC_1RD0RB	SP	25196478
0RB0LC_1LA1RB_1RC1LD_0RB1LD	QH	2
0RB0LC_1LA1RB_1RC1RD_0LB0RB	SP	27484216
0RB0LC_1LA1RB_1RC1RD_1LA0RB	DN	92981720
0RB0LC_1LA1RB_1RD1LC_1LB0RB	QH	2
0RB0LC_1LA1RB_1RD1LC_1RB0RB	QH	2
0RB0LC_1LA1RC_0LD1RA_1RB1LD	SP	50331597
0RB0LC_1LA1RC_0RD1RC_1LB1RA	SP	50245829
0RB0LC_1LA1RC_1LD0RD_1RB0LA	DN	99999987
0RB0LC_1LA1RC_1RB0LA_------	DN	99999992
0RB0LC_1LA1RC_1RB0LD_0RB0LC	DN	99999986
0RB0LC_1LA1RC_1RB0LD_0RB1LD	SP	67108212
0RB0LC_1LA1RC_1RB1LD_0RB0LD	DN	99999987
0RB0LC_1LA1RC_1RB1RD_0LD0LA	DN	99999990
0RB0LC_1LA1RC_1RD0LA_1LA1RC	DN	99999977
0RB0LC_1LC---_0RD0LA_1RB1RD	DN	99999970
0RB0LC_1LC0LA_0RD1LA_1LC1RD	SP	75497275
0RB0LC_1LC0LA_1RD0LC_0RD1LA	DN	99999990
0RB0LC_1LC0LA_1RD1RB_0RD1LA	DN	99999976
0RB0LC_1LC0LC_0RD1LA_1LC1RD	QH	1
0RB0LC_1LC0LD_1RD0RA_1LB0RC	DN	99999976
0RB0LC_1LC0RA_1RD1LB_0LC0RD	QH	0
0RB0LC_1LC0RC_1RD1LB_1LA0RD	DN	99968128
0RB0LC_1LC0RD_1LA0LA_1RB1LD	DN	99999273
0RB0LC_1LC0RD_1LA0LA_1RB1RD	DN	99999985
0RB0LC_1LC0RD_1LA0LB_1RB1RC	DN	99358653
0RB0LC_1LC0RD_1LA1LB_1RB0LC	DN	99813307
0RB0LC_1LC0RD_1LA1LC_1RC1RB	QH	6
0RB0LC_1LC0RD_1LA1LD_0LA1RB	SP	83884945
0RB0LC_1LC1LA_0RD0LA_1RD1RB	DN	99999980
0RB0LC_1LC1LB_0RD1LA_1LC1RD	SP	50331620
0RB0LC_1LC1LB_0RD1LA_1RB1RD	SP	23371567
0RB0LC_1LC1LC_0RD1LA_1LC1RD	QH	1
0RB0LC_1LC1LC_0RD1LA_1RB1RD	SP	48315597
0RB0LC_1LC1LC_0RD1LC_1LA1RD	QH	1
0RB0LC_1LC1LC_1RD0LC_0RD1LA	QH	1
0RB0LC_1LC1LD_0RD1LA_1LC1RD	QH	1
0RB0LC_1LC1LD_1LA1LB_1RD0RA	SP	33513701
0RB0LC_1LC1RA_0LD---_0RA1LD	DN	99999991
0RB0LC_1LC1RA_1LA1LD_1RB1LB	DN	99999990
0RB0LC_1LC1RA_1RD1LB_0LC0RD	QH	0
0RB0LC_1LC1RB_0LD0LA_1RD1RA	QH	4
0RB0LC_1LC1RB_0LD1LA_0RA---	DN	99999988
0RB0LC_1LC1RB_0LD1LA_0RD1RA	QH	4
0RB0LC_1LC1RB_0LD1LA_1RA0RA	DN	99999988
0RB0LC_1LC1RB_0LD1LA_1RA0RB	SP	67108929
0RB0LC_1LC1RB_0LD1LA_1RA0RC	DN	99999989
0RB0LC_1LC1RB_0LD1LA_1RA1RA	QH	3
0RB0LC_1LC1RB_0LD1LA_1RC0RA	DN	99999982
0RB0LC_1LC1RB_0LD1LA_1RC1RA	QH	3
0RB0LC_1LC1RB_0LD1LA_1RD0RB	SP	67109030
0RB0LC_1LC1RB_0LD1LA_1RD1RA	QH	4
0RB0LC_1LC1RB_0LD1LD_0RA0LA	DN	99999989
0RB0LC_1LC1RB_0LD1LD_0RA1LA	DN	99999991
0RB0LC_1LC1RB_0RB0LD_0RB1LA	DN	99999983
0RB0LC_1LC1RB_0RB1LA_------	SP	83885886
0RB0LC_1LC1RB_0RB1LD_0LA1LA	SP	58720129
0RB0LC_1LC1RB_0RB1LD_0LC1LA	SP	58720129
0RB0LC_1LC1RB_0RB1LD_0RA0LA	DN	99999938
0RB0LC_1LC1RB_0RB1LD_0RA0LC	QH	0
0RB0LC_1LC1RB_0RB1LD_0RA1LA	SP	71302756
0RB0LC_1LC1RB_0RB1LD_0RB0LA	DN	99999976
0RB0LC_1LC1RB_0RB1LD_0RB1LA	SP	62914152
0RB0LC_1LC1RB_0RB1LD_0RD0LA	DN	99999983
0RB0LC_1LC1RB_0RB1LD_0RD1LA	SP	83885664
0RB0LC_1LC1RB_0RB1LD_1LA0RC	SP	75497039
0RB0LC_1LC1RB_0RB1LD_1LA1LA	SP	58720087
0RB0LC_1LC1RB_0RB1LD_1LB1LA	QH	0
0RB0LC_1LC1RB_0RB1LD_1LC1LA	SP	58720087
0RB0LC_1LC1RB_0RB1LD_1RB1LA	SP	58720045
0RB0LC_1LC1RB_0RB1LD_1RC1LA	SP	58720129
0RB0LC_1LC1RB_0RB1LD_1RD1LA	SP	58720171
0RB0LC_1LC1RB_0RC1LD_1LA0RC	SP	79691344
0RB0LC_1LC1RB_0RC1LD_1LA1LA	DN	99999990
0RB0LC_1LC1RB_0RC1LD_1RB1LA	SP	83885734
0RB0LC_1LC1RB_0RC1LD_1RC1LA	DN	99999986
0RB0LC_1LC1RB_0RD0LA_1RD1LA	DN	99999972
0RB0LC_1LC1RB_0RD0LA_1RD1RB	DN	99999970
0RB0LC_1LC1RB_0RD1LA_0LA1LA	DN	99999988
0RB0LC_1LC1RB_0RD1LA_0LA1RB	DN	92274489
0RB0LC_1LC1RB_0RD1LA_0LB1LA	SP	67108929
0RB0LC_1LC1RB_0RD1LA_0LB1RB	SP	67108883
0RB0LC_1LC1RB_0RD1LA_0LB1RD	SP	67108931
0RB0LC_1LC1RB_0RD1LA_1LA0LC	QH	3
0RB0LC_1LC1RB_0RD1LA_1LA0LD	QH	3
0RB0LC_1LC1RB_0RD1LA_1LA0RC	QH	3
0RB0LC_1LC1RB_0RD1LA_1LA0RD	QH	3
0RB0LC_1LC1RB_0RD1LA_1LA1LA	QH	3
0RB0LC_1LC1RB_0RD1LA_1LA1LD	QH	3
0RB0LC_1LC1RB_0RD1LA_1LA1RB	QH	3
0RB0LC_1LC1RB_0RD1LA_1LA1RC	QH	3
0RB0LC_1LC1RB_0RD1LA_1LA1RD	QH	3
0RB0LC_1LC1RB_0RD1LA_1LB0RC	DN	99999988
0RB0LC_1LC1RB_0RD1LA_1LB1LA	SP	67108841
0RB0LC_1LC1RB_0RD1LA_1LB1RB	SP	67108795
0RB0LC_1LC1RB_0RD1LA_1LB1RD	SP	67108600
0RB0LC_1LC1RB_0RD1LA_1LC1LA	DN	92274491
0RB0LC_1LC1RB_0RD1LA_1LC1RB	SP	83885885
0RB0LC_1LC1RB_0RD1LA_1LC1RD	SP	83885886
0RB0LC_1LC1RB_0RD1LA_1RA1LA	QH	3
0RB0LC_1LC1RB_0RD1LA_1RA1LD	QH	3
0RB0LC_1LC1RB_0RD1LA_1RA1RB	QH	3
0RB0LC_1LC1RB_0RD1LA_1RB0LC	QH	3
0RB0LC_1LC1RB_0RD1LA_1RB0LD	QH	3
0RB0LC_1LC1RB_0RD1LA_1RB0RC	QH	3
0RB0LC_1LC1RB_0RD1LA_1RB0RD	QH	3
0RB0LC_1LC1RB_0RD1LA_1RB1LA	QH	3
0RB0LC_1LC1RB_0RD1LA_1RB1LD	QH	3
0RB0LC_1LC1RB_0RD1LA_1RB1RB	QH	3
0RB0LC_1LC1RB_0RD1LA_1RB1RC	QH	3
0RB0LC_1LC1RB_0RD1LA_1RB1RD	QH	3
0RB0LC_1LC1RB_0RD1LA_1RD1RB	SP	75497280
0RB0LC_1LC1RB_0RD1LD_0LA1LA	DN	99999987
0RB0LC_1LC1RB_0RD1LD_1LA0RC	SP	75497041
0RB0LC_1LC1RB_0RD1LD_1LA1LA	DN	99999982
0RB0LC_1LC1RB_0RD1LD_1LC1LA	DN	99999989
0RB0LC_1LC1RB_0RD1LD_1RB1LA	SP	79691430
0RB0LC_1LC1RB_0RD1LD_1RC1LA	DN	99999988
0RB0LC_1LC1RB_1LA0LD_0RA0RB	DN	99999985
0RB0LC_1LC1RB_1LA0LD_0RB0RB	SP	67108732
0RB0LC_1LC1RB_1LA0LD_0RC0RB	DN	92274246
0RB0LC_1LC1RB_1LA0LD_1RA0RB	SP	67108919
0RB0LC_1LC1RB_1LA0LD_1RD0RB	SP	67110458
0RB0LC_1LC1RB_1LA0RD_1RC0LA	DN	99999974
0RB0LC_1LC1RB_1LA0RD_1RC1LC	DN	99999973
0RB0LC_1LC1RB_1LA1LA_------	SP	67108835
0RB0LC_1LC1RB_1LA1LD_0RB1LA	DN	92274514
0RB0LC_1LC1RB_1LA1LD_0RD1LA	SP	50331437
0RB0LC_1LC1RB_1LA1LD_1LA0RC	SP	67108685
0RB0LC_1LC1RB_1LA1LD_1LA1LA	SP	50331557
0RB0LC_1LC1RB_1LA1LD_1RB1LA	SP	50331515
0RB0LC_1LC1RB_1LA1LD_1RC1LA	SP	50331599
0RB0LC_1LC1RB_1LA1RD_0LA0RB	DN	99976259
0RB0LC_1LC1RB_1LD0LD_1LA0RC	DN	99999983
0RB0LC_1LC1RB_1LD1LA_0RB---	SP	67108835
0RB0LC_1LC1RB_1LD1LA_0RC---	SP	67108881
0RB0LC_1LC1RB_1LD1LA_0RD0RB	SP	67108672
0RB0LC_1LC1RB_1LD1LA_0RD1LA	SP	67108881
0RB0LC_1LC1RB_1LD1LA_0RD1RA	SP	67109130
0RB0LC_1LC1RB_1LD1LA_0RD1RB	SP	67108835
0RB0LC_1LC1RB_1LD1LA_1RD0RB	SP	67108841
0RB0LC_1LC1RB_1LD1LA_1RD0RC	SP	39146907
0RB0LC_1LC1RB_1LD1LD_0RB1LA	DN	92274380
0RB0LC_1LC1RB_1LD1LD_0RD1LA	SP	50331479
0RB0LC_1LC1RB_1LD1LD_1LA0RC	SP	67108762
0RB0LC_1LC1RB_1LD1LD_1LA1LA	SP	50331594
0RB0LC_1LC1RB_1LD1LD_1RB1LA	SP	50331550
0RB0LC_1LC1RB_1LD1LD_1RC1LA	SP	50331638
0RB0LC_1LC1RB_1RB1LA_------	SP	67108789
0RB0LC_1LC1RB_1RB1LD_0RB1LA	DN	92274336
0RB0LC_1LC1RB_1RB1LD_0RD1LA	SP	50331395
0RB0LC_1LC1RB_1RB1LD_1LA0RC	SP	67108641
0RB0LC_1LC1RB_1RB1LD_1LA1LA	SP	50331513
0RB0LC_1LC1RB_1RB1LD_1RB1LA	SP	50331471
0RB0LC_1LC1RB_1RB1LD_1RC1LA	SP	50331555
0RB0LC_1LC1RB_1RC1LA_------	SP	67108932
0RB0LC_1LC1RB_1RD1LA_0LB0LA	QH	3
0RB0LC_1LC1RB_1RD1LA_0LB0LB	QH	3
0RB0LC_1LC1RB_1RD1LA_0LB0LC	QH	3
0RB0LC_1LC1RB_1RD1LA_0LB0RC	QH	3
0RB0LC_1LC1RB_1RD1LA_0LB0RD	QH	3
0RB0LC_1LC1RB_1RD1LA_0LB1LA	QH	3
0RB0LC_1LC1RB_1RD1LA_0LB1LB	QH	3
0RB0LC_1LC1RB_1RD1LA_0LB1LC	QH	3
0RB0LC_1LC1RB_1RD1LA_0LB1RB	QH	3
0RB0LC_1LC1RB_1RD1LA_0LB1RC	QH	3
0RB0LC_1LC1RB_1RD1LA_0LB1RD	QH	3
0RB0LC_1LC1RB_1RD1LA_0LC0LA	QH	3
0RB0LC_1LC1RB_1RD1LA_0LC0LB	QH	3
0RB0LC_1LC1RB_1RD1LA_0LC0LC	QH	3
0RB0LC_1LC1RB_1RD1LA_0LC0LD	QH	4
0RB0LC_1LC1RB_1RD1LA_0LC0RC	QH	3
0RB0LC_1LC1RB_1RD1LA_0LC0RD	QH	3
0RB0LC_1LC1RB_1RD1LA_0LC1LA	QH	3
0RB0LC_1LC1RB_1RD1LA_0LC1LB	QH	3
0RB0LC_1LC1RB_1RD1LA_0LC1LC	QH	3
0RB0LC_1LC1RB_1RD1LA_0LC1LD	QH	4
0RB0LC_1LC1RB_1RD1LA_0LC1RB	QH	3
0RB0LC_1LC1RB_1RD1LA_0LC1RC	QH	3
0RB0LC_1LC1RB_1RD1LA_0LC1RD	QH	3
0RB0LC_1LC1RB_1RD1LA_0LD1LA	SP	67108887
0RB0LC_1LC1RB_1RD1LA_0LD1LB	SP	44739231
0RB0LC_1LC1RB_1RD1LA_0LD1RB	SP	67108833
0RB0LC_1LC1RB_1RD1LA_0RD1LB	SP	67108835
0RB0LC_1LC1RB_1RD1LA_1LB0LA	QH	3
0RB0LC_1LC1RB_1RD1LA_1LB0LB	QH	3
0RB0LC_1LC1RB_1RD1LA_1LB0LC	QH	3
0RB0LC_1LC1RB_1RD1LA_1LB0RC	QH	3
0RB0LC_1LC1RB_1RD1LA_1LB0RD	QH	3
0RB0LC_1LC1RB_1RD1LA_1LB1LA	QH	3
0RB0LC_1LC1RB_1RD1LA_1LB1LB	QH	3
0RB0LC_1LC1RB_1RD1LA_1LB1LC	QH	3
0RB0LC_1LC1RB_1RD1LA_1LB1RB	QH	3
0RB0LC_1LC1RB_1RD1LA_1LB1RC	QH	3
0RB0LC_1LC1RB_1RD1LA_1LB1RD	QH	3
0RB0LC_1LC1RB_1RD1LA_1LC0LA	QH	3
0RB0LC_1LC1RB_1RD1LA_1LC0LB	QH	3
0RB0LC_1LC1RB_1RD1LA_1LC0LC	QH	3
0RB0LC_1LC1RB_1RD1LA_1LC0RC	QH	3
0RB0LC_1LC1RB_1RD1LA_1LC1LA	QH	3
0RB0LC_1LC1RB_1RD1LA_1LC1LB	QH	3
0RB0LC_1LC1RB_1RD1LA_1LC1LC	QH	3
0RB0LC_1LC1RB_1RD1LA_1LC1RB	QH	3
0RB0LC_1LC1RB_1RD1LA_1LC1RC	QH	3
0RB0LC_1LC1RB_1RD1LA_1LC1RD	QH	3
0RB0LC_1LC1RB_1RD1LA_1LD0RC	DN	92274494
0RB0LC_1LC1RB_1RD1LA_1LD1LA	SP	67108799
0RB0LC_1LC1RB_1RD1LA_1LD1LB	SP	44739099
0RB0LC_1LC1RB_1RD1LA_1LD1RB	SP	67108745
0RB0LC_1LC1RB_1RD1LA_1RB0LA	QH	3
0RB0LC_1LC1RB_1RD1LA_1RB0LB	QH	3
0RB0LC_1LC1RB_1RD1LA_1RB0LC	QH	3
0RB0LC_1LC1RB_1RD1LA_1RB0LD	QH	4
0RB0LC_1LC1RB_1RD1LA_1RB0RC	QH	3
0RB0LC_1LC1RB_1RD1LA_1RB0RD	QH	3
0RB0LC_1LC1RB_1RD1LA_1RB1LA	QH	3
0RB0LC_1LC1RB_1RD1LA_1RB1LB	QH	3
0RB0LC_1LC1RB_1RD1LA_1RB1LC	QH	3
0RB0LC_1LC1RB_1RD1LA_1RB1LD	QH	4
0RB0LC_1LC1RB_1RD1LA_1RB1RB	QH	3
0RB0LC_1LC1RB_1RD1LA_1RB1RC	QH	3
0RB0LC_1LC1RB_1RD1LA_1RB1RD	QH	3
0RB0LC_1LC1RB_1RD1LA_1RC0LB	QH	3
0RB0LC_1LC1RB_1RD1LA_1RC0LC	QH	3
0RB0LC_1LC1RB_1RD1LA_1RC1LA	QH	3
0RB0LC_1LC1RB_1RD1LA_1RC1LB	QH	3
0RB0LC_1LC1RB_1RD1LA_1RC1LC	QH	3
0RB0LC_1LC1RB_1RD1LA_1RC1LD	QH	4
0RB0LC_1LC1RB_1RD1LA_1RC1RB	QH	3
0RB0LC_1LC1RB_1RD1LA_1RD1LA	SP	67108931
0RB0LC_1LC1RB_1RD1LA_1RD1LB	SP	67108747
0RB0LC_1LC1RB_1RD1LA_1RD1RB	SP	67108701
0RB0LC_1LC1RB_1RD1LD_1LB1LA	SP	33554113
0RB0LC_1LC1RB_1RD1LD_1RB1LA	SP	50331363
0RB0LC_1LC1RC_0RD1LC_1LA1RD	QH	1
0RB0LC_1LC1RC_1RB0LD_0RA1LA	DN	99999978
0RB0LC_1LC1RD_0LD1LA_1RB0RB	DN	99999718
0RB0LC_1LC1RD_0RB0LA_1LA1RB	QH	0
0RB0LC_1LC1RD_0RB0LA_1RB---	QH	0
0RB0LC_1LC1RD_0RB1LA_1RB0LA	QH	0
0RB0LC_1LC1RD_0RB1LA_1RB0LC	DN	99999965
0RB0LC_1LC1RD_0RB1LC_1LA1RD	QH	0
0RB0LC_1LC1RD_0RD1LA_1LC1RD	QH	1
0RB0LC_1LC1RD_0RD1LC_1LA1RD	QH	1
0RB0LC_1LC1RD_0RD1LC_1RB1LA	SP	78176265
0RB0LC_1LC1RD_1LA0LA_0RB1RB	DN	99989967
0RB0LC_1LC1RD_1LA0LC_0RB1RA	DN	99969995
0RB0LC_1LC1RD_1LA0LC_0RB1RB	DN	99989967
0RB0LC_1LC1RD_1LA0LC_0RB1RD	DN	99969965
0RB0LC_1LC1RD_1LA0LC_1RA0RB	DN	99987761
0RB0LC_1LC1RD_1LA0LC_1RA0RC	DN	99945553
0RB0LC_1LC1RD_1LA0LC_1RA0RD	DN	99992214
0RB0LC_1LC1RD_1LA1LB_1RC0RB	DN	99976157
0RB0LC_1LC1RD_1LA1LB_1RC0RD	DN	99953682
0RB0LC_1RC---_1RD0LA_1LA1RC	DN	99999990
0RB0LC_1RC0LA_0RD1LA_1LB1RB	DN	99999985
0RB0LC_1RC0LA_1LD0RD_1RB1LA	DN	99999989
0RB0LC_1RC0LA_1LD1RB_0RC0LD	QH	0
0RB0LC_1RC0LB_1RD0LA_1LA0RD	DN	99999988
0RB0LC_1RC0LC_0RD1LA_1LC1RD	QH	1
0RB0LC_1RC0LC_1RD0LA_1LB1RC	DN	99999982
0RB0LC_1RC0RB_1LD0LA_1LA1RD	DN	99999988
0RB0LC_1RC0RB_1LD0RA_1LA0LC	DN	99999976
0RB0LC_1RC0RB_1LD0RD_1LA0LC	DN	99999977
0RB0LC_1RC0RB_1LD1RB_0LB0LA	DN	99955857
0RB0LC_1RC0RD_1LA0LB_1LC1RB	SP	44739463
0RB0LC_1RC0RD_1LA1LC_0LA1RB	DN	99999987
0RB0LC_1RC0RD_1LA1LC_1RA1RB	DN	99999983
0RB0LC_1RC0RD_1LA1LC_1RC1RB	QH	1
0RB0LC_1RC0RD_1LA1LD_1LC1RB	SP	33554876
0RB0LC_1RC1LA_1LD1RB_0RC0LD	QH	0
0RB0LC_1RC1LB_0RD1LA_1LC1RD	SP	50331701
0RB0LC_1RC1LB_1LA1RD_0LB0RC	QH	3
0RB0LC_1RC1LC_0RD1LA_1LC1RD	QH	1
0RB0LC_1RC1LC_0RD1LC_1LA1RD	QH	1
0RB0LC_1RC1LD_0RD1LA_1LC1RD	QH	1
0RB0LC_1RC1LD_1LA0LD_1RD1RA	SP	75485127
0RB0LC_1RC1LD_1LA0RB_1RB1RD	SP	34921785
0RB0LC_1RC1LD_1LA0RB_1RD1RA	SP	89494773
0RB0LC_1RC1LD_1LA0RD_1LB1RA	SP	44616774
0RB0LC_1RC1RB_1LA0LD_0RC1LD	DN	99999625
0RB0LC_1RC1RB_1LA0LD_1RD1RA	SP	20138113
0RB0LC_1RC1RB_1LA0RD_1LC0LA	DN	99938135
0RB0LC_1RC1RB_1LA0RD_1LC1RC	DN	99669493
0RB0LC_1RC1RB_1LD0LA_---1LA	DN	99999990
0RB0LC_1RC1RB_1RD0LA_1LA0LB	DN	99999987
0RB0LC_1RC1RC_0LD1RA_1RB1LD	SP	50331553
0RB0LC_1RC1RD_0LC1LA_1LB0RD	DN	99999986
0RB0LC_1RC1RD_0LC1LA_1LC1RB	SP	67108717
0RB0LC_1RC1RD_0RD1LA_1LC1RD	QH	1
0RB0LC_1RC1RD_0RD1LC_1LA1RD	QH	1
0RB0LC_1RC1RD_1LA0LD_1RB1RA	SP	33505394
0RB0LC_1RC1RD_1LA0RB_1LB1RB	SP	89429352
0RB0LC_1RC1RD_1LA0RB_1RB---	SP	89413020
0RB0LC_1RC1RD_1LA0RC_1RB0RB	SP	27925251
0RB0LC_1RC1RD_1LA1LA_1LC1RB	SP	44739156
0RB0LC_1RC1RD_1LA1LB_1RB0RB	SP	33497207
0RB0LC_1RC1RD_1LA1LC_1LD0RB	DN	99999987
0RB0LC_1RC1RD_1LA1RA_1LD1LC	DN	99999981
0RB0LC_1RC1RD_1LB0LA_1LC0RD	DN	99999980
0RB0LC_1RC1RD_1LB1LA_1LB0RD	DN	99999976
0RB0LC_1RC1RD_1LB1LA_1LC0RD	DN	99999985
0RB0LC_1RC1RD_1LC1LA_1LC1RB	SP	67108811
0RB0LC_1RC1RD_1LD0RA_1LA0LC	DN	99999983
0RB0LC_1RC1RD_1RD1LA_1LC1RB	SP	89478445
0RB0LD_0LC0LD_1LD1RC_0RC1LA	QH	1
0RB0LD_0LC0RB_1RD1LA_1RB0RC	SP	33562655
0RB0LD_0LC0RC_1RD1RB_1LA1LD	QH	1
0RB0LD_0LC1LC_1LD1RC_0RC1LA	QH	1
0RB0LD_0LC1LD_1LA1RC_0RC1LD	QH	1
0RB0LD_0LC1LD_1LD1RC_0RC1LA	QH	1
0RB0LD_0LC1RA_1LA0RA_1LB1LB	DN	99999988
0RB0LD_0LC1RB_1LD1RA_0RB1LC	DN	99995610
