spec	n	t
1RB0LC_1LA1RB_1RD0LD_1RD0RB	3	0
1RB0LC_1LA1RB_1RD1RB_1RD0RB	2	0
1RB0LC_1LA1RC_0RD1RC_1LB1RA	2	0
1RB0LC_1LA1RC_0RD1RD_1LA0LD	2	0
1RB0LC_1LA1RD_1LA1LC_0RA0RD	2	0
1RB0LC_1LA1RD_1LA1LC_0RC0LD	2	0
1RB0LC_1LA1RD_1LA1LC_1RB0RA	2	0
1RB0LC_1LB0LC_1RD1LC_0RB0RA	3	0
1RB0LC_1LB1LA_1RD1LC_0RB0RD	5	0
1RB0LC_1LB1RA_1LA0RD_1RC---	3	0
1RB0LC_1LC0LD_1LA1LB_0RA1RD	2	0
1RB0LC_1LC0RA_0RD0LB_1LB1RD	2	0
1RB0LC_1LC0RA_0RD1LB_1RB1RD	2	0
1RB0LC_1LC0RA_0RD1LD_1LA0LA	2	0
1RB0LC_1LC0RA_0RD1LD_1LA1RA	2	0
1RB0LC_1LC0RA_1LA0RD_1LB1LD	3	0
1RB0LC_1LC0RA_1LA1LB_------	2	0
1RB0LC_1LC0RA_1LA1LD_0RD1LB	3	0
1RB0LC_1LC0RA_1LA1LD_1LC---	3	0
1RB0LC_1LC0RA_1LA1LD_1RC1LC	3	0
1RB0LC_1LC0RA_1LA1RD_1LC1LD	3	0
1RB0LC_1LC0RA_1LD1LB_1LA0LD	2	0
1RB0LC_1LC0RA_1LD1LB_1RB0LC	2	0
1RB0LC_1LC0RA_1LD1LD_1LA0LD	2	0
1RB0LC_1LC0RA_1RA1LD_1LA1LA	2	0
1RB0LC_1LC0RA_1RA1LD_1RC1LA	2	0
1RB0LC_1LC0RA_1RD0LB_0LA1RC	2	0
1RB0LC_1LC0RA_1RD1LB_0LB1RD	2	0
1RB0LC_1LC0RA_1RD1LB_0LD1LA	2	0
1RB0LC_1LC0RB_0LD0RB_1RA1LA	2	0
1RB0LC_1LC0RB_1RD0LD_1LA1RB	3	0
1RB0LC_1LC0RB_1RD1LA_1RD1RB	2	0
1RB0LC_1LC0RC_1LA1RD_0RA1LA	6	0
1RB0LC_1LC0RC_1LA1RD_0RA1LD	6	0
1RB0LC_1LC0RC_1LA1RD_0RA1RC	6	0
1RB0LC_1LC0RC_1RA0LD_1LA1LB	2	0
1RB0LC_1LC0RC_1RD1LC_0RA1LA	2	0
1RB0LC_1LC0RD_1LA0LB_1RB1RC	2	0
1RB0LC_1LC0RD_1LA1LB_1RB0LC	2	0
1RB0LC_1LC0RD_1LA1LC_0RB1RA	2	0
1RB0LC_1LC0RD_1LC1LA_1RA0RD	8	0
1RB0LC_1LC0RD_1LD0LB_1RB1RA	2	0
1RB0LC_1LC0RD_1RB1LC_1LD1LA	3	0
1RB0LC_1LC0RD_1RD1LA_0RC0LA	4	0
1RB0LC_1LC1LA_1RD0LB_1RD0RA	6	0
1RB0LC_1LC1LB_0RD1LA_1RB1RD	2	0
1RB0LC_1LC1LB_0RD1RC_1LA1RA	2	0
1RB0LC_1LC1RA_1LA0RD_0LA1RC	2	0
1RB0LC_1LC1RA_1LA0RD_0LC1LB	2	0
1RB0LC_1LC1RA_1LA0RD_1RC0LC	3	0
1RB0LC_1LC1RA_1LA0RD_1RC0LD	3	0
1RB0LC_1LC1RA_1LA0RD_1RC0RB	3	0
1RB0LC_1LC1RA_1LA0RD_1RC1LC	3	0
1RB0LC_1LC1RA_1LA0RD_1RC1LD	3	0
1RB0LC_1LC1RA_1LA0RD_1RC1RC	2	0
1RB0LC_1LC1RA_1LA1RD_0RC0RB	2	0
1RB0LC_1LC1RB_1RD1LA_1RD0RB	4	0
1RB0LC_1LC1RB_1RD1LA_1RD0RC	4	0
1RB0LC_1LC1RC_0RA1LD_1RC0LD	2	0
1RB0LC_1LC1RC_1LA0RD_1RC0RB	2	0
1RB0LC_1LC1RD_0LA1LA_0RC0RB	2	0
1RB0LC_1LC1RD_0LA1LA_1RB0RB	2	0
1RB0LC_1LC1RD_0LD1LA_1RB0RB	2	0
1RB0LC_1LC1RD_1LA0LB_0RB0RC	2	0
1RB0LC_1LC1RD_1LA0RB_1LB1RC	2	0
1RB0LC_1LC1RD_1LA0RB_1RC1RC	2	0
1RB0LC_1LC1RD_1LA1LC_1RB0RA	2	0
1RB0LC_1LC1RD_1RB1LA_0LD1RA	2	0
1RB0LC_1LC1RD_1RB1LA_1RB1RA	2	0
1RB0LC_1LC1RD_1RD1LC_0RA1LA	2	0
1RB0LC_1RC0LD_1LA0RB_1RA1RD	3	0
1RB0LC_1RC0RA_1LA0LD_0LB0LA	2	0
1RB0LC_1RC0RA_1LA0LD_0LB0LB	2	0
1RB0LC_1RC0RA_1LA0LD_0LB0RB	2	0
1RB0LC_1RC0RA_1LA0LD_0LB1LD	2	0
1RB0LC_1RC0RA_1LA0LD_1LA0RC	2	0
1RB0LC_1RC0RA_1LA0LD_1LA0RD	2	0
1RB0LC_1RC0RA_1LA0LD_1LC0LA	2	0
1RB0LC_1RC0RA_1LA0LD_1LC0LB	2	0
1RB0LC_1RC0RA_1LA0LD_1LC0RB	3	0
1RB0LC_1RC0RA_1LA0LD_1LC1LA	2	0
1RB0LC_1RC0RA_1LA0LD_1LC1RB	2	0
1RB0LC_1RC0RA_1LA1LD_0LA1LB	5	0
1RB0LC_1RC0RA_1LA1LD_0LA1RB	2	0
1RB0LC_1RC0RA_1LA1LD_0RA1LB	5	0
1RB0LC_1RC0RA_1LA1LD_0RA1RB	2	0
1RB0LC_1RC0RA_1LA1LD_1LA0LB	2	0
1RB0LC_1RC0RA_1LA1LD_1LA0RB	2	0
1RB0LC_1RC0RA_1LA1LD_1LA1LB	5	0
1RB0LC_1RC0RA_1LA1LD_1LA1RB	3	0
1RB0LC_1RC0RA_1LA1LD_1RC1LC	2	0
1RB0LC_1RC0RA_1LA1LD_1RD1LB	5	0
1RB0LC_1RC0RA_1LA1RD_1LC1LD	2	0
1RB0LC_1RC0RA_1LA1RD_1LD0LB	3	0
1RB0LC_1RC0RA_1LD1RB_0RD1LB	2	0
1RB0LC_1RC0RA_1LD1RB_1RC1LB	2	0
1RB0LC_1RC0RB_0LD1RB_0LA1LD	2	0
1RB0LC_1RC0RB_1LA1LD_0LA0RD	3	0
1RB0LC_1RC0RB_1LD0RA_0LA1LC	2	0
1RB0LC_1RC0RB_1LD0RB_1LA0LC	2	0
1RB0LC_1RC0RC_1LA0RD_0LB0RB	11	0
1RB0LC_1RC0RC_1LA1RD_0RA---	6	0
1RB0LC_1RC0RC_1LA1RD_1LA0RA	5	0
1RB0LC_1RC0RC_1LA1RD_1LC0RA	6	0
1RB0LC_1RC0RD_1LA0LB_0RA---	4	0
1RB0LC_1RC1LA_1LD0RB_1LB0LB	6	256
1RB0LC_1RC1LB_1LA0RD_1RC0RD	3	0
1RB0LC_1RC1LB_1LA1RD_0RA0RC	2	0
1RB0LC_1RC1LD_1LA0RB_1RB1RD	3	0
1RB0LC_1RC1RA_0LD0RC_1LA1LD	2	0
1RB0LC_1RC1RA_0LD1LA_0RA1LD	4	0
1RB0LC_1RC1RA_0LD1LA_1LA1LD	4	0
1RB0LC_1RC1RA_1LA0LD_0RB1RD	2	0
1RB0LC_1RC1RA_1LA0LD_1RC0RA	2	0
1RB0LC_1RC1RA_1LA0RB_------	2	0
1RB0LC_1RC1RA_1LA0RD_1RC---	3	0
1RB0LC_1RC1RA_1LA1RD_0LD0RB	2	0
1RB0LC_1RC1RA_1LD0RB_0LA1LD	2	0
1RB0LC_1RC1RA_1LD1LA_0LA1LD	4	0
1RB0LC_1RC1RA_1LD1LA_0RB1LD	4	0
1RB0LC_1RC1RA_1LD1LA_0RC1LD	4	0
1RB0LC_1RC1RA_1LD1LA_1RA1LD	4	0
1RB0LC_1RC1RA_1LD1LA_1RB1LD	4	0
1RB0LC_1RC1RA_1RD0RB_0LD1LA	2	0
1RB0LC_1RC1RB_1LA0LD_1LA0RA	2	0
1RB0LC_1RC1RB_1LA0RD_1LC0RB	2	0
1RB0LC_1RC1RB_1LA1LD_0RA0RB	2	0
1RB0LC_1RC1RD_1LA0LD_0RB0RC	2	0
1RB0LC_1RC1RD_1LA0RB_0LD1RA	3	0
1RB0LC_1RC1RD_1LA0RB_1LB1RB	3	0
1RB0LC_1RC1RD_1LA0RB_1RB---	3	0
1RB0LC_1RC1RD_1LA1LB_1RB0RB	2	0
1RB0LC_1RC1RD_1LA1LC_0RA0RD	2	0
1RB0LC_1RC1RD_1LA1LC_0RB0RD	2	0
1RB0LC_1RC1RD_1LA1LC_0RC0LD	2	0
1RB0LC_1RC1RD_1LA1LC_1RB0RA	2	0
1RB0LC_1RC1RD_1LA1RC_0RB0RD	2	0
1RB0LD_0LC0RA_0LD1LC_1LA0LA	2	0
1RB0LD_0LC0RA_1LD0LC_1LA1LC	3	0
1RB0LD_0LC0RA_1LD0RC_1LA1LC	2	0
1RB0LD_0LC0RA_1LD1LC_1LA0LB	2	0
1RB0LD_0LC0RA_1LD1LC_1LA1LB	3	0
1RB0LD_0LC0RA_1LD1LC_1LA1LC	2	0
1RB0LD_0LC0RA_1LD1LC_1LA1RC	2	0
1RB0LD_0LC0RA_1LD1RC_1LA1LC	3	0
1RB0LD_0LC0RA_1RA1LC_1LA0RB	2	0
1RB0LD_0LC0RA_1RA1LC_1LA1RA	2	0
1RB0LD_0LC0RB_1RA1LC_0LB1LA	2	0
1RB0LD_0LC0RB_1RD1LA_1RB0RC	2	0
1RB0LD_0LC0RC_0LD1LC_1RA1LA	2	0
1RB0LD_0LC0RC_1LC1LA_1RB1LD	3	0
1RB0LD_0LC0RC_1RA1LD_1LC1LA	2	0
1RB0LD_0LC0RC_1RC1LD_1LA0RB	4	0
1RB0LD_0LC0RD_0RA1LD_1LA1RC	8	0
1RB0LD_0LC0RD_0RA1RD_1LA1RC	6	0
1RB0LD_0LC1LB_1RD1LD_1RA0RB	2	0
1RB0LD_0LC1RA_0LD1LC_0RA1LA	2	0
1RB0LD_0LC1RA_0LD1LC_0RD1LA	3	0
1RB0LD_0LC1RA_0LD1LC_1LA0RC	2	0
1RB0LD_0LC1RA_0LD1LC_1LA1LA	3	0
1RB0LD_0LC1RA_0LD1LC_1RA1LA	3	0
1RB0LD_0LC1RA_0LD1LC_1RC1LA	3	0
1RB0LD_0LC1RA_0LD1LC_1RD1LA	3	0
1RB0LD_0LC1RA_0RA0RD_1LB1LA	3	0
1RB0LD_0LC1RA_0RA1LC_1LA1LA	3	0
1RB0LD_0LC1RA_0RA1LC_1LB1LA	3	0
1RB0LD_0LC1RA_0RA1LC_1RA1LA	3	0
1RB0LD_0LC1RA_0RB1LC_0RA1LA	2	0
1RB0LD_0LC1RA_0RB1LC_0RD1LA	3	0
1RB0LD_0LC1RA_0RB1LC_1LA1LA	3	0
1RB0LD_0LC1RA_0RB1LC_1LC1LA	3	0
1RB0LD_0LC1RA_0RB1LC_1RA1LA	3	0
1RB0LD_0LC1RA_0RB1LC_1RC1LA	3	0
1RB0LD_0LC1RA_0RB1LC_1RD1LA	3	0
1RB0LD_0LC1RA_0RD1LC_0RA1LA	2	0
1RB0LD_0LC1RA_0RD1LC_0RD1LA	3	0
1RB0LD_0LC1RA_0RD1LC_1LA1LA	3	0
1RB0LD_0LC1RA_0RD1LC_1LC1LA	3	0
1RB0LD_0LC1RA_0RD1LC_1RA1LA	3	0
1RB0LD_0LC1RA_0RD1LC_1RC1LA	3	0
1RB0LD_0LC1RA_0RD1LC_1RD1LA	3	0
1RB0LD_0LC1RA_1LA0RD_1LB0RB	2	0
1RB0LD_0LC1RA_1LA0RD_1LB1LA	3	0
1RB0LD_0LC1RA_1LA1LC_0RA1LA	2	0
1RB0LD_0LC1RA_1LA1LC_0RB0RB	2	0
1RB0LD_0LC1RA_1LA1LC_0RB1LA	3	0
1RB0LD_0LC1RA_1LA1LC_0RD1LA	3	0
1RB0LD_0LC1RA_1LA1LC_1LA0RB	2	0
1RB0LD_0LC1RA_1LA1LC_1LA1LA	3	0
1RB0LD_0LC1RA_1LA1LC_1LB0RB	2	0
1RB0LD_0LC1RA_1LA1LC_1LB1LA	3	0
1RB0LD_0LC1RA_1LA1LC_1RA0RB	2	0
1RB0LD_0LC1RA_1LA1LC_1RA1LA	3	0
1RB0LD_0LC1RA_1LA1LC_1RD0RB	2	0
1RB0LD_0LC1RA_1LA1LC_1RD1LA	3	0
1RB0LD_0LC1RA_1LD1LC_0RA1LA	2	0
1RB0LD_0LC1RA_1LD1LC_0RB1LA	3	0
1RB0LD_0LC1RA_1LD1LC_0RD1LA	3	0
1RB0LD_0LC1RA_1LD1LC_1LA1LA	3	0
1RB0LD_0LC1RA_1LD1LC_1RA1LA	3	0
1RB0LD_0LC1RA_1LD1LC_1RD1LA	3	0
1RB0LD_0LC1RA_1RA0RD_1LB1LA	3	0
1RB0LD_0LC1RA_1RA1LC_0RA1LA	2	0
1RB0LD_0LC1RA_1RA1LC_0RB1LA	3	0
1RB0LD_0LC1RA_1RA1LC_0RD1LA	3	0
1RB0LD_0LC1RA_1RA1LC_1LA1LA	3	0
1RB0LD_0LC1RA_1RA1LC_1LB1LA	3	0
1RB0LD_0LC1RA_1RA1LC_1RA1LA	3	0
1RB0LD_0LC1RA_1RA1LC_1RD1LA	3	0
1RB0LD_0LC1RA_1RB1LC_0RA1LA	2	0
1RB0LD_0LC1RA_1RB1LC_0RD1LA	3	0
1RB0LD_0LC1RA_1RB1LC_1LA1LA	3	0
1RB0LD_0LC1RA_1RB1LC_1LC1LA	3	0
1RB0LD_0LC1RA_1RB1LC_1RA1LA	3	0
1RB0LD_0LC1RA_1RB1LC_1RC1LA	3	0
1RB0LD_0LC1RA_1RB1LC_1RD1LA	3	0
1RB0LD_0LC1RA_1RD0LD_1LA0RC	3	0
1RB0LD_0LC1RA_1RD0RB_1LA0RC	2	0
1RB0LD_0LC1RA_1RD0RC_1LA0RC	2	0
1RB0LD_0LC1RA_1RD0RC_1LA1RB	2	0
1RB0LD_0LC1RA_1RD0RD_1LB1LA	3	0
1RB0LD_0LC1RA_1RD1LA_1LA0RC	3	0
1RB0LD_0LC1RA_1RD1LA_1RB0RC	2	0
1RB0LD_0LC1RA_1RD1LB_1LA0RC	3	0
1RB0LD_0LC1RA_1RD1LC_0RA1LA	2	0
1RB0LD_0LC1RA_1RD1LC_0RB1LA	3	0
1RB0LD_0LC1RA_1RD1LC_0RD1LA	3	0
1RB0LD_0LC1RA_1RD1LC_1LA0RC	3	0
1RB0LD_0LC1RA_1RD1LC_1LA1LA	3	0
1RB0LD_0LC1RA_1RD1LC_1LB1LA	3	0
1RB0LD_0LC1RA_1RD1LC_1RA1LA	3	0
1RB0LD_0LC1RA_1RD1LC_1RC1LA	3	0
1RB0LD_0LC1RA_1RD1LC_1RD1LA	3	0
1RB0LD_0LC1RA_1RD1LD_1LA0RC	2	0
1RB0LD_0LC1RA_1RD1RC_1LA0RC	3	0
1RB0LD_0LC1RA_1RD1RD_1LA0RC	2	0
1RB0LD_0LC1RC_0RB1LD_1LA1LA	4	0
1RB0LD_0LC1RC_0RB1LD_1LC1LA	4	0
1RB0LD_0LC1RC_0RB1LD_1RC1LA	4	0
1RB0LD_0LC1RC_1LA0RD_1LB1RD	2	0
1RB0LD_0LC1RC_1RD0RD_1LA0RB	2	0
1RB0LD_0LC1RC_1RD1LD_1LA0RB	2	0
1RB0LD_0LC1RD_1LA0LD_1LB0RD	2	0
1RB0LD_0LC1RD_1LA1LB_1LB0RD	2	0
1RB0LD_0LC1RD_1RD1LA_1RB0RC	2	0
1RB0LD_0RC0LA_1LD1RA_1LB1RD	2	0
1RB0LD_0RC0LC_1LC1RA_---1LB	5	0
1RB0LD_0RC0LC_1RD1RA_1LA0RC	2	0
1RB0LD_0RC0RA_1LC0LA_1LA1RC	3	0
1RB0LD_0RC0RA_1LC0LD_1RB1LD	3	0
1RB0LD_0RC0RA_1LC1LA_0LC0LB	6	0
1RB0LD_0RC0RA_1LC1LA_0LC0RD	6	0
1RB0LD_0RC0RA_1LC1LA_0LC1LC	6	0
1RB0LD_0RC0RA_1LC1LA_1LA0LD	2	0
1RB0LD_0RC0RA_1LC1LA_1LA1LD	3	0
1RB0LD_0RC0RB_1LC0LA_0RB1LA	4	0
1RB0LD_0RC0RC_1LC1LA_1RB1LD	3	0
1RB0LD_0RC0RC_1LC1RD_1RB1LA	2	0
1RB0LD_0RC0RD_1LD0RA_1LA1RC	6	0
1RB0LD_0RC1LA_1RD0RD_1LB0LA	7	0
1RB0LD_0RC1LD_1LC0RB_0LA0LC	7	0
1RB0LD_0RC1LD_1LC0RB_0LA0LD	4	0
1RB0LD_0RC1LD_1LC0RB_0LA0RC	7	0
1RB0LD_0RC1LD_1LC0RB_0LA1RD	4	0
1RB0LD_0RC1LD_1LC0RB_1LA1RC	4	0
1RB0LD_0RC1RA_0LD1RB_1LA1RB	2	0
1RB0LD_0RC1RA_0LD1RC_1LA1RB	2	0
1RB0LD_0RC1RA_1LB1RD_1LA0RC	2	0
1RB0LD_0RC1RA_1LC0RA_1LA0LC	8	0
1RB0LD_0RC1RA_1LC0RA_1LA0LD	2	0
1RB0LD_0RC1RA_1LC1RB_0LA1LD	2	0
1RB0LD_0RC1RA_1RD---_1LA0RC	3	0
1RB0LD_0RC1RA_1RD0RD_1LA0LB	5	0
1RB0LD_0RC1RA_1RD1RB_1LA0LB	2	0
1RB0LD_0RC1RA_1RD1RB_1LA0LC	2	0
1RB0LD_0RC1RA_1RD1RB_1LA1RB	2	0
1RB0LD_0RC1RB_0LD0RD_1LA1RD	2	0
1RB0LD_0RC1RB_1LC0LA_1RB1LD	3	0
1RB0LD_0RC1RB_1LC0RD_1LA1RD	2	0
1RB0LD_0RC1RB_1LD0RA_1LA1LC	2	0
1RB0LD_0RC1RB_1LD0RD_1LA1RD	2	0
1RB0LD_0RC1RB_1RD0RA_1LA0RC	2	0
1RB0LD_0RC1RB_1RD0RD_1LA0LB	2	0
1RB0LD_0RC1RB_1RD0RD_1LA0RC	2	0
1RB0LD_0RC1RB_1RD0RD_1LA1RD	2	0
1RB0LD_0RC1RB_1RD1LA_1LA0LB	2	0
1RB0LD_0RC1RB_1RD1LA_1LA0RC	2	0
1RB0LD_0RC1RB_1RD1RA_1LA0RC	2	0
1RB0LD_0RC1RC_1LA1RB_1LA1LD	2	0
1RB0LD_1LB0RC_0RB1RD_1LA1LD	5	0
1RB0LD_1LB0RC_1LC1LA_1RB1LD	3	0
1RB0LD_1LC0LC_0RA1LB_1RD0RC	6	0
1RB0LD_1LC0LD_0RA1LB_1LA1RC	2	0
1RB0LD_1LC0LD_0RD1LB_0RA1RD	2	0
1RB0LD_1LC0LD_1RD1LB_0RA1RD	2	0
1RB0LD_1LC0RA_0LD0LC_1LA1LB	2	0
1RB0LD_1LC0RA_0LD0RD_1LA1LB	2	0
1RB0LD_1LC0RA_0LD1LB_1LA---	3	0
1RB0LD_1LC0RA_0LD1LB_1RC1LA	2	0
1RB0LD_1LC0RA_0LD1LC_1LA0LB	2	0
1RB0LD_1LC0RA_0LD1LC_1LA1LB	2	0
1RB0LD_1LC0RA_0LD1LC_1LA1RB	2	0
1RB0LD_1LC0RA_0RA1LB_1LA---	3	0
1RB0LD_1LC0RA_0RB1LB_1LA---	3	0
1RB0LD_1LC0RA_0RD1LB_0RA1RD	2	0
1RB0LD_1LC0RA_0RD1LB_1LA0LC	2	0
1RB0LD_1LC0RA_0RD1LB_1LA0LD	2	0
1RB0LD_1LC0RA_0RD1LB_1LA0RA	3	0
1RB0LD_1LC0RA_0RD1LB_1LA0RB	2	0
1RB0LD_1LC0RA_0RD1LB_1LA1LA	2	0
1RB0LD_1LC0RA_0RD1LB_1LA1LD	3	0
1RB0LD_1LC0RA_0RD1LB_1LA1RA	2	0
1RB0LD_1LC0RA_0RD1LB_1LA1RB	3	0
1RB0LD_1LC0RA_0RD1LB_1LA1RC	3	0
1RB0LD_1LC0RA_0RD1LB_1LA1RD	3	0
1RB0LD_1LC0RA_1LA1LB_1LA---	3	0
1RB0LD_1LC0RA_1LA1LC_1RA0LC	2	0
1RB0LD_1LC0RA_1LA1RC_1LA0LD	3	0
1RB0LD_1LC0RA_1LA1RC_1LA1LB	2	0
1RB0LD_1LC0RA_1LD0LC_1LA1LC	3	0
1RB0LD_1LC0RA_1LD0RD_1LA1LB	3	0
1RB0LD_1LC0RA_1LD1LA_1LA1LC	2	0
1RB0LD_1LC0RA_1LD1LB_1LA---	3	0
1RB0LD_1LC0RA_1LD1LC_1LA0LA	3	0
1RB0LD_1LC0RA_1LD1LC_1LA0LB	2	0
1RB0LD_1LC0RA_1LD1LC_1LA1LB	3	0
1RB0LD_1LC0RA_1LD1LC_1LA1LC	3	0
1RB0LD_1LC0RA_1LD1LC_1LA1RC	3	0
1RB0LD_1LC0RA_1LD1RA_1LA1LC	2	0
1RB0LD_1LC0RA_1LD1RC_1LA0LD	3	0
1RB0LD_1LC0RA_1RA0LB_1RC1RD	3	0
1RB0LD_1LC0RA_1RA1LA_1LA0LC	3	0
1RB0LD_1LC0RA_1RA1LB_0RA1RC	2	0
1RB0LD_1LC0RA_1RA1LB_0RB1LA	2	0
1RB0LD_1LC0RA_1RA1LB_1LA0LC	3	0
1RB0LD_1LC0RA_1RA1LB_1LA0RA	3	0
1RB0LD_1LC0RA_1RA1LB_1LA0RD	3	0
1RB0LD_1LC0RA_1RA1LB_1LA1LA	2	0
1RB0LD_1LC0RA_1RA1LB_1LA1RA	3	0
1RB0LD_1LC0RA_1RA1LB_1LA1RD	3	0
1RB0LD_1LC0RA_1RB1LB_1LA---	3	0
1RB0LD_1LC0RA_1RC1LB_1LA---	3	0
1RB0LD_1LC0RA_1RD0LC_1LA1LB	3	0
1RB0LD_1LC0RA_1RD0LC_1LA1RB	2	0
1RB0LD_1LC0RA_1RD1LB_0RA1RD	2	0
1RB0LD_1LC0RA_1RD1LB_1LA0LB	3	0
1RB0LD_1LC0RA_1RD1LB_1LA0RA	2	0
1RB0LD_1LC0RA_1RD1LB_1LA0RB	3	0
1RB0LD_1LC0RA_1RD1LB_1LA1LA	3	0
1RB0LD_1LC0RA_1RD1LB_1LA1LB	2	0
1RB0LD_1LC0RA_1RD1LB_1LA1LD	3	0
1RB0LD_1LC0RA_1RD1LB_1LA1RA	2	0
1RB0LD_1LC0RA_1RD1LB_1LA1RC	3	0
1RB0LD_1LC0RA_1RD1LB_1LA1RD	3	0
1RB0LD_1LC0RB_1RD0LD_1LA1RB	2	0
1RB0LD_1LC0RB_1RD1LA_1LA0RC	2	0
1RB0LD_1LC0RB_1RD1RA_1LA0RC	3	0
1RB0LD_1LC0RC_0LD1LC_1RA1LA	2	0
1RB0LD_1LC0RC_0RA0LB_1LA0LA	2	0
1RB0LD_1LC0RC_0RB1RA_1LA1LD	6	0
1RB0LD_1LC0RC_0RB1RD_1LA1LD	5	0
1RB0LD_1LC0RC_1LA1RC_0LC1LB	4	0
1RB0LD_1LC0RC_1LC1LA_1RB1LD	3	0
1RB0LD_1LC0RC_1LD1RC_1RB1LA	3	0
1RB0LD_1LC0RC_1RA1LD_0RA1LC	4	0
1RB0LD_1LC0RC_1RC1LD_1LA0RB	4	0
1RB0LD_1LC0RD_0RA0LD_1LA1RC	6	0
1RB0LD_1LC0RD_0RA1LA_1RC1LD	2	0
1RB0LD_1LC0RD_0RA1LB_1RC0LC	2	0
1RB0LD_1LC0RD_0RA1LB_1RC1RB	3	0
1RB0LD_1LC0RD_0RA1LC_1LA1RC	6	0
1RB0LD_1LC0RD_1LA0LB_1RB0RD	3	0
1RB0LD_1LC0RD_1LA0LB_1RB1RA	3	0
1RB0LD_1LC0RD_1LA0LC_1RB0RD	2	0
1RB0LD_1LC0RD_1LD0LB_1RB0RA	2	0
1RB0LD_1LC1LD_0RA1LB_1RC0LA	6	0
1RB0LD_1LC1LD_0RA1LB_1RC0LD	4	0
1RB0LD_1LC1RA_0LD1LC_0RA1LA	2	0
1RB0LD_1LC1RA_0LD1LC_0RD1LA	3	0
1RB0LD_1LC1RA_0LD1LC_1LA0RC	2	0
1RB0LD_1LC1RA_0LD1LC_1LA1LA	3	0
1RB0LD_1LC1RA_0LD1LC_1RA1LA	3	0
1RB0LD_1LC1RA_0LD1LC_1RC1LA	3	0
1RB0LD_1LC1RA_0LD1LC_1RD1LA	3	0
1RB0LD_1LC1RA_0RA1LC_0RA1LA	2	0
1RB0LD_1LC1RA_0RA1LC_0RD1LA	3	0
1RB0LD_1LC1RA_0RA1LC_1LA0RB	2	0
1RB0LD_1LC1RA_0RA1LC_1LA1LA	3	0
1RB0LD_1LC1RA_0RA1LC_1RA1LA	3	0
1RB0LD_1LC1RA_0RA1LC_1RD1LA	3	0
1RB0LD_1LC1RA_0RB1LC_0LC1LA	3	0
1RB0LD_1LC1RA_0RB1LC_0RA1LA	2	0
1RB0LD_1LC1RA_0RB1LC_0RD1LA	3	0
1RB0LD_1LC1RA_0RB1LC_1LA1LA	3	0
1RB0LD_1LC1RA_0RB1LC_1LC1LA	3	0
1RB0LD_1LC1RA_0RB1LC_1RA1LA	3	0
1RB0LD_1LC1RA_0RB1LC_1RC1LA	3	0
1RB0LD_1LC1RA_0RB1LC_1RD1LA	3	0
1RB0LD_1LC1RA_0RC1RD_1LA0RB	2	0
1RB0LD_1LC1RA_0RD0LC_1RA1LA	2	0
1RB0LD_1LC1RA_0RD1LC_0RA1LA	2	0
1RB0LD_1LC1RA_0RD1LC_0RD1LA	3	0
1RB0LD_1LC1RA_0RD1LC_1LA1LA	3	0
1RB0LD_1LC1RA_0RD1LC_1LC1LA	3	0
1RB0LD_1LC1RA_0RD1LC_1RA1LA	3	0
1RB0LD_1LC1RA_0RD1LC_1RC1LA	3	0
1RB0LD_1LC1RA_0RD1LC_1RD1LA	3	0
1RB0LD_1LC1RA_1LA1LC_0RA1LA	2	0
1RB0LD_1LC1RA_1LA1LC_0RD1LA	3	0
1RB0LD_1LC1RA_1LA1LC_1LA1LA	3	0
1RB0LD_1LC1RA_1LA1LC_1RA1LA	3	0
1RB0LD_1LC1RA_1LA1LC_1RD1LA	3	0
1RB0LD_1LC1RA_1LD1LC_0RA1LA	2	0
1RB0LD_1LC1RA_1LD1LC_0RB1LA	3	0
1RB0LD_1LC1RA_1LD1LC_0RD1LA	3	0
1RB0LD_1LC1RA_1LD1LC_1LA1LA	3	0
1RB0LD_1LC1RA_1LD1LC_1RA1LA	3	0
1RB0LD_1LC1RA_1LD1LC_1RD1LA	3	0
1RB0LD_1LC1RA_1RA1LC_0RA1LA	2	0
1RB0LD_1LC1RA_1RA1LC_0RB1LA	3	0
1RB0LD_1LC1RA_1RA1LC_0RD1LA	3	0
1RB0LD_1LC1RA_1RA1LC_1LA1LA	3	0
1RB0LD_1LC1RA_1RA1LC_1LB1LA	3	0
1RB0LD_1LC1RA_1RA1LC_1RA1LA	3	0
1RB0LD_1LC1RA_1RA1LC_1RD1LA	3	0
1RB0LD_1LC1RA_1RB1LC_0RA1LA	2	0
1RB0LD_1LC1RA_1RB1LC_0RD1LA	3	0
1RB0LD_1LC1RA_1RB1LC_1LA1LA	3	0
1RB0LD_1LC1RA_1RB1LC_1LC1LA	3	0
1RB0LD_1LC1RA_1RB1LC_1RA1LA	3	0
1RB0LD_1LC1RA_1RB1LC_1RC1LA	3	0
1RB0LD_1LC1RA_1RB1LC_1RD1LA	3	0
1RB0LD_1LC1RA_1RD0LD_1LA0RC	2	0
1RB0LD_1LC1RA_1RD0RA_1LA0RC	3	0
1RB0LD_1LC1RA_1RD1LC_0RA1LA	2	0
1RB0LD_1LC1RA_1RD1LC_0RD1LA	3	0
1RB0LD_1LC1RA_1RD1LC_1LA0RC	3	0
1RB0LD_1LC1RA_1RD1LC_1LA1LA	3	0
