# spec	subclass	growth_exp_1e6_1e8	live_density_1e8	quiet_pins_1e8	qc_result
0RB1RB_0LC1RB_1RD1LC_1LA0RB	sweep_counter	0.333	dense	A0@0	-
0RB1RB_0LC1RD_1RB1LC_0LA0RB	counter_new	0.077	dense	A0@0	boarded
0RB1RB_0RC1LB_1LA1RD_1RC0LB	counter_new	0.073	sparse	A0@3	boarded
0RB1RB_0RC1LB_1RD0LB_1LA1RC	counter_new	0.062	sparse	A0@0	boarded
0RB1RB_1LA0RC_0LD1RB_1RC1LD	counter_new	0.062	sparse	A0@2	boarded
0RB1RB_1LA1LC_1RD0LC_0RD1LA	counter_new	0.060	dense	B0@1	boarded
0RB1RB_1LC0LC_1RD1LA_0RD1LC	counter_new	0.060	dense	B0@1	boarded
0RB1RB_1LC0LD_0RC1LD_1RC1LA	counter_new	0.060	dense	B0@1	boarded
0RB1RB_1LC0RA_1RD1LB_0LC0RD	counter_new	0.064	sparse	A0@0	boarded
0RB1RB_1LC0RC_0LD1RC_1RA1LD	sweep_counter	0.333	dense	A0@8	-
0RB1RB_1LC0RC_1LA1LD_1RC0LD	counter_new	0.060	dense	B0@1	boarded
0RB1RB_1LC0RC_1LD1RC_1RA1LD	bouncer_hybrid	0.536	sparse	A0@0	-
0RB1RB_1LC0RD_0RA1LB_0LB1RD	counter_new	0.064	dense	A0@0	no overflow chain
0RB1RB_1LC0RD_1RA1LB_0LB1RD	counter_new	0.074	dense	A0@0	no overflow chain
0RB1RB_1LC0RD_1RA1LC_0LC1RD	sweep_counter	0.333	dense	A0@0	-
0RB1RB_1LC0RD_1RA1LC_1LC1RD	bouncer_hybrid	0.536	sparse	A0@0	-
0RB1RB_1LC0RD_1RD0LC_1LA1LC	counter_new	0.060	dense	B0@1	boarded
0RB1RB_1LC1LC_1RD0LC_0RD1LA	counter_new	0.060	dense	B0@1	boarded
0RB1RB_1LC1LD_0RC1LA_1RC0LD	counter_new	0.060	dense	B0@1	boarded
0RB1RB_1LC1LD_1RB0RA_1RC0LD	counter_new	0.068	dense	A0@0	boarded
0RB1RB_1LC1RA_0RA1LD_0RB0LD	counter_boxfail	0.071	dense	A0@0	-
0RB1RB_1LC1RB_0RA0LD_0RB1LD	sweep_counter	0.332	dense	A0@0	-
0RB1RB_1LC1RB_0RB1LD_0RA0LC	counter_new	0.070	sparse	A0@0	boarded
0RB1RB_1LC1RB_0RB1LD_1RA0LC	counter_new	0.062	sparse	A0@0	boarded
0RB1RB_1LC1RB_1RA0LD_0RB1LD	sweep_counter	0.333	dense	A0@0	-
0RB1RB_1LC1RC_0RC1LD_1LA0LD	counter_new	0.057	dense	B0@1	no interior chain
0RB1RB_1LC1RD_0RD0LC_1RB1LA	counter_new	0.075	sparse	A0@4	boarded
0RB1RB_1LC1RD_1LA0LC_0RD1LC	counter_new	0.057	dense	B0@1	no interior chain
0RB1RB_1RC0LA_1LD1RB_0RC0LD	counter_boxfail	0.062	dense	A0@0,A1@9,B1@8	-
0RB1RB_1RC0LC_1LA1RD_1LC0RD	counter_new	0.057	dense	B0@1	boarded
0RB1RB_1RC0LD_1LD0RC_1LA1RC	counter_new	0.057	dense	B0@1	boarded
0RB1RB_1RC0RC_0LD1RC_1RA1LD	sweep_counter	0.333	dense	A0@0	-
0RB1RB_1RC0RC_1LD1LA_0LD1RC	counter_new	0.057	dense	B0@1	boarded
0RB1RB_1RC0RC_1LD1RC_1RA1LD	bouncer_hybrid	0.536	sparse	A0@0	-
0RB1RB_1RC0RD_0LC1RD_1LC1LA	counter_new	0.057	dense	B0@1	boarded
0RB1RB_1RC1LB_0LB1RD_0LA0RC	counter_new	0.062	sparse	A0@0	boarded
0RB1RB_1RC1LB_0LB1RD_1LA0RC	counter_new	0.062	sparse	A0@0	boarded
0RB1RB_1RC1LB_1LA0RD_0LB1RD	sweep_counter	0.333	dense	A0@0	-
0RB1RB_1RC1LB_1LA1RD_0LB0RC	counter_new	0.073	sparse	A1@3	boarded
0RB1RB_1RC1LC_0LC1RD_1LA0RD	counter_new	0.057	dense	B0@1	boarded
0RB1RB_1RC1LD_1LA0RC_0LD1RC	counter_new	0.057	dense	B0@1	boarded
0RB1RB_1RC1RA_1LC1LD_0RB0LD	counter_new	0.073	dense	A0@0	boarded
0RB1RC_0LC1RB_1LD0RB_0RA1LC	counter_new	0.064	dense	A0@0	no overflow chain
0RB1RC_0LC1RB_1LD0RB_1RA1LC	counter_new	0.074	dense	A0@0	no overflow chain
0RB1RC_0LC1RB_1RD1LC_1LA0RB	sweep_counter	0.333	dense	A0@0	-
0RB1RC_0LC1RD_1RB1LC_0LA0RB	counter_new	0.062	sparse	A0@0	boarded
0RB1RC_0LC1RD_1RB1LC_1LA0RB	counter_new	0.062	sparse	A0@0	boarded
0RB1RC_0RC0LB_1LD1RA_0RA1LB	counter_boxfail	0.068	dense	A0@0	-
0RB1RC_0RC0LB_1RD1RA_1LD1LB	counter_new	0.071	dense	A0@0	boarded
0RB1RC_0RC1LB_1LD1RC_0RA0LB	sweep_counter	0.331	dense	A0@0	-
0RB1RC_0RC1LB_1LD1RC_1RA0LB	sweep_counter	0.333	dense	A0@0	-
0RB1RC_0RC1LD_1LB1RC_0RA0LB	counter_new	0.069	sparse	A0@0	boarded
0RB1RC_0RC1LD_1LB1RC_1RA0LB	counter_new	0.062	sparse	A0@0	boarded
0RB1RC_1LA0RC_0LD1RC_1RB1LD	sweep_counter	0.333	dense	A0@2	-
0RB1RC_1LA1LC_0LD0RA_1RA1LD	counter_new	0.070	dense	B0@1	boarded
0RB1RC_1LA1RB_1LD0RC_0LD1LB	counter_new	0.062	dense	A0@11	boarded
0RB1RC_1LA1RB_1LD0RC_0LD1RB	counter_new	0.065	dense	A0@2,B1@3	boarded
0RB1RC_1LC0RA_0LD0RD_1RD1LB	counter_boxfail	0.066	dense	A0@0	-
0RB1RC_1LC1LC_0LD0RA_1RA1LD	counter_new	0.070	dense	B0@1	boarded
0RB1RC_1LC1RD_0RD0LC_1RB1LA	counter_boxfail	0.073	dense	A0@4,A1@18,D1@17	-
0RB1RC_1LC1RD_1LA0LC_0RD1LC	counter_new	0.071	dense	B0@1	no interior chain
0RB1RC_1RC0LC_1LA0RD_1LC0RD	counter_new	0.065	dense	B0@1	boarded
0RB1RC_1RC0LC_1LD0RC_1LA1RC	counter_boxfail	0.071	dense	B0@1	-
0RB1RC_1RC0LD_1LD0RC_1LA0LA	counter_new	0.065	dense	B0@5,D1@3	boarded
0RB1RC_1RC0LD_1LD0RC_1LA1LB	counter_new	0.068	dense	B0@4,D1@3	boarded
0RB1RC_1RC0LD_1LD0RC_1LA1RC	counter_new	0.065	dense	B0@1,D1@3	boarded
0RB1RC_1RC0LD_1LD0RC_1LA1RD	counter_new	0.062	dense	B0@1,D1@4	boarded
0RB1RC_1RC1LA_1LD1RB_0RC0LD	counter_new	0.064	sparse	A0@0	boarded
0RB1RC_1RC1LB_0LB1RD_0LA0RC	counter_new	0.077	dense	A0@0	boarded
0RB1RC_1RC1LB_1LA1RD_0LB0RC	counter_new	0.073	sparse	A1@3	boarded
0RB1RC_1RC1LC_1LA0RD_0RC0LC	counter_new	0.064	dense	B0@1	boarded
0RB1RC_1RC1LD_1LA0RC_0LD1RC	counter_new	0.065	dense	B0@1	boarded
0RB1RD_0LC1RB_1LD0RB_1RA1LC	counter_new	0.061	sparse	A0@6	boarded
0RB1RD_0LC1RD_1RB1LC_1LA0RB	counter_new	0.062	sparse	A0@0	boarded
0RB1RD_0RC1LD_1LB1RC_1RA0LB	counter_new	0.066	sparse	A0@0	boarded
0RB1RD_1LA0RC_0LD1RB_1RC1LD	counter_new	0.062	sparse	A0@2	boarded
0RB1RD_1LA0RC_0LD1RC_1RB1LD	sweep_counter	0.333	dense	A0@2	-
0RB1RD_1LA1RC_0LC1RB_1LC0RD	counter_new	0.065	dense	A0@2,B1@3	boarded
0RB1RD_1LA1RC_1RB0LD_0RB1LD	counter_new	0.075	sparse	A0@2	boarded
0RB1RD_1LA1RC_1RB0LD_0RC1LD	counter_new	0.064	sparse	A0@2	boarded
0RB1RD_1LC0RA_1RD1LB_0LC0RD	counter_boxfail	0.062	dense	A0@0,A1@9,B1@8	-
0RB1RD_1LC0RD_1RA1LB_0LB0RA	counter_boxfail	0.055	dense	A0@0	-
0RB1RD_1LC0RD_1RA1LB_0LB1RD	counter_new	0.064	sparse	A0@0	boarded
0RB1RD_1LC0RD_1RA1LB_0LC1RD	counter_new	0.075	sparse	A0@0	boarded
0RB1RD_1LC0RD_1RB1LB_0LB0RA	counter_boxfail	0.060	dense	A0@0	-
0RB1RD_1LC1LA_1RA1LB_0LB0RD	counter_new	0.078	dense	A0@0	no interior chain
0RB1RD_1LC1LA_1RB1LB_0LB0RD	counter_new	0.073	dense	A0@0	boarded
0RB1RD_1LC1LB_1RA---_0LB0RD	counter_new	0.073	dense	A0@0	boarded
0RB1RD_1LC1RB_0RB1LD_1RA0LC	counter_new	0.066	sparse	A0@0	boarded
0RB1RD_1LC1RB_1RA1LC_0LB0RB	bouncer_hybrid	0.536	sparse	A0@0	-
0RB1RD_1LC1RB_1RA1LC_0LC0RB	bouncer_hybrid	0.536	sparse	A0@0	-
0RB1RD_1LC1RB_1RA1LC_1LB0RB	bouncer_hybrid	0.478	sparse	A0@0	-
0RB1RD_1LC1RB_1RA1LC_1LC0RB	bouncer_hybrid	0.536	sparse	A0@0	-
0RB1RD_1LC1RB_1RA1LC_1RB0RB	bouncer_hybrid	0.478	sparse	A0@0	-
0RB1RD_1LC1RC_0RC1LD_1LA0LD	counter_new	0.071	dense	B0@1	no interior chain
0RB1RD_1RC0LA_1LD1RB_0RC0LD	counter_boxfail	0.060	dense	A0@0,A1@9,B1@8	-
0RB1RD_1RC0LC_1LA---_1LC0RD	counter_new	0.065	dense	B0@1	boarded
0RB1RD_1RC0LD_1LA1RB_0RB1LD	counter_new	0.064	sparse	A0@0	boarded
0RB1RD_1RC0LD_1LA1RB_0RC1LD	counter_new	0.075	sparse	A0@0	boarded
0RB1RD_1RC0LD_1LA1RD_1LC0RD	counter_boxfail	0.071	dense	B0@1	-
0RB1RD_1RC0RA_0LC1LB_1LC0RD	counter_new	0.068	dense	A0@0	boarded
0RB1RD_1RC1LA_1LD1RB_0RC0LD	counter_boxfail	0.062	dense	A0@0,A1@9,B1@8	-
0RB1RD_1RC1LB_0LA0RD_0LB1RD	sweep_counter	0.332	dense	A0@0	-
0RB1RD_1RC1LB_0LB1RD_1LA0RC	counter_new	0.062	sparse	A0@0	boarded
0RB1RD_1RC1LB_1LA0RD_0LB1RD	sweep_counter	0.333	dense	A0@0	-
0RB1RD_1RC1LB_1LA1RD_0LB0RC	counter_new	0.073	sparse	A1@3	boarded
0RB1RD_1RC1LC_0LC1RD_1LA0RD	counter_new	0.065	dense	B0@1	boarded
0RB1RD_1RC1LC_1LB0RD_0LC0RA	counter_boxfail	0.060	dense	A0@0	-
0RB1RD_1RC1LD_0RD0LD_1LA0RC	counter_new	0.064	dense	B0@1	boarded
0RB1RD_1RC1RA_0LC1LB_1LC0RD	counter_new	0.057	dense	A0@0,B0@4	boarded
1RB---_0LB1RB_------_------	cycler	0.000	dense	A0@0	boarded
1RB---_0LB1RC_0RD0RC_1LB1LD	counter_boxfail	0.078	dense	A0@0	-
1RB---_0LB1RC_1LB0RC_------	counter_boxfail	0.068	dense	A0@0	-
1RB---_0LB1RC_1LB0RD_1LB0RC	counter_boxfail	0.068	dense	A0@0	-
1RB---_0LB1RC_1LB0RD_1LC0RC	counter_boxfail	0.062	dense	A0@0	-
1RB---_0LB1RC_1LB0RD_1LC0RD	counter_boxfail	0.071	dense	A0@0	-
1RB---_0LB1RC_1LD0RC_1LB1RC	counter_boxfail	0.071	dense	A0@0	-
1RB---_0LC---_---1RB_------	cycler	0.000	dense	A0@0	boarded
1RB---_0LC0RB_0LD1LC_1RA1RD	counter_new	0.073	dense	D1@9	boarded
1RB---_0LC0RB_1LD1LA_1RB1LC	counter_boxfail	0.073	dense	A0@3,C1@2	-
1RB---_0LC0RC_0LD1RC_1RB1LD	sweep_counter	0.332	dense	A0@0	-
1RB---_0LC0RD_1RB1LC_0LC1RD	sweep_counter	0.332	dense	A0@0	-
1RB---_0LC1LD_0RC1LA_1RC0LD	counter_new	0.065	dense	B0@1	boarded
1RB---_0LC1RB_0LB1RD_1LC0RD	counter_boxfail	0.068	dense	A0@0	-
1RB---_0LC1RB_1RD1LC_0LB0RB	sweep_counter	0.332	dense	A0@0	-
1RB---_0LC1RB_1RD1LC_0LC0RB	sweep_counter	0.332	dense	A0@0	-
1RB---_0LC1RB_1RD1LC_1LB0RB	sweep_counter	0.332	dense	A0@0	-
1RB---_0LC1RB_1RD1LC_1LC0RB	sweep_counter	0.332	dense	A0@0	-
1RB---_0LC1RB_1RD1LC_1RB0RB	sweep_counter	0.332	dense	A0@0	-
1RB---_0LC1RC_0LD0RC_1LA1LD	counter_new	0.073	dense	B0@1	boarded
1RB---_0LC1RC_0RC1LD_1LA0LD	counter_new	0.071	dense	B0@1	boarded
1RB---_0LC1RD_0LB1RC_1LB0RD	counter_boxfail	0.068	dense	A0@0	-
1RB---_0LC1RD_0LB1RD_1LB0RD	counter_boxfail	0.068	dense	A0@0	-
1RB---_0LC1RD_0LB1RD_1LC0RD	counter_boxfail	0.068	dense	A0@0	-
1RB---_0LC1RD_1LB1RC_1LB0RD	counter_boxfail	0.073	dense	A0@0	-
1RB---_0LC1RD_1LB1RD_1LB0RD	counter_boxfail	0.073	dense	A0@0	-
1RB---_0LC1RD_1LC1RD_1LB0RD	sweep_counter	0.332	dense	A0@0	-
1RB---_0RC---_0LB---_------	cycler	0.000	dense	A0@0	boarded
1RB---_0RC0LC_0RD1LC_1LB1RD	sweep_counter	0.330	dense	A0@0	-
1RB---_0RC0LD_1LB1RC_0RC1LD	sweep_counter	0.331	dense	A0@0	-
1RB---_0RC0RB_1LD1LC_0LD1RB	counter_boxfail	0.078	dense	A0@0	-
1RB---_0RC1LB_1LD1RC_0RB0LB	sweep_counter	0.331	dense	A0@0	-
1RB---_0RC1LB_1LD1RC_0RC0LB	sweep_counter	0.331	dense	A0@0	-
1RB---_0RC1LB_1LD1RC_1LB0LB	sweep_counter	0.332	dense	A0@0	-
1RB---_0RC1LB_1LD1RC_1RB0LB	sweep_counter	0.332	dense	A0@0	-
1RB---_0RC1LB_1LD1RC_1RC0LB	sweep_counter	0.332	dense	A0@0	-
1RB---_1LB1RC_1LD0RC_0LB1RC	sweep_counter	0.332	dense	A0@0	-
1RB---_1LC0LA_1RD1LB_0LC0RD	counter_boxfail	0.062	dense	A0@23,B1@22	-
1RB---_1LC0LC_0RD1LC_1LB1RD	sweep_counter	0.333	dense	A0@0	-
1RB---_1LC0RA_1RC0LD_0LC1RA	counter_new	0.070	dense	C0@6	boarded
1RB---_1LC0RB_0LC0LD_0RD1RA	counter_new	0.052	dense	D0@4	boarded
1RB---_1LC0RB_0LC0LD_1RA1RA	counter_new	0.057	dense	D0@3	boarded
1RB---_1LC0RB_0LC0LD_1RD1RA	counter_new	0.052	dense	D0@4	boarded
1RB---_1LC0RB_0LC0RD_1LA0LD	counter_new	0.068	dense	D1@3	boarded
1RB---_1LC0RB_0LC0RD_1LA0RD	counter_new	0.065	dense	D1@3	boarded
1RB---_1LC0RB_0LC0RD_1LA1LA	counter_new	0.068	dense	D1@3	boarded
1RB---_1LC0RB_0LC0RD_1LA1LD	counter_new	0.068	dense	D1@3	boarded
1RB---_1LC0RB_0LC0RD_1LA1RC	counter_new	0.065	dense	D1@3	boarded
1RB---_1LC0RB_0LC1RB_------	counter_boxfail	0.068	dense	A0@0	-
1RB---_1LC0RB_0LD1RB_0LC1RB	counter_boxfail	0.068	dense	A0@0	-
1RB---_1LC0RB_0LD1RB_0LC1RD	counter_boxfail	0.068	dense	A0@0	-
1RB---_1LC0RB_0LD1RB_1LC1RB	counter_boxfail	0.073	dense	A0@0	-
1RB---_1LC0RB_0LD1RB_1LC1RD	counter_boxfail	0.073	dense	A0@0	-
1RB---_1LC0RB_0LD1RB_1LD1RB	sweep_counter	0.332	dense	A0@0	-
1RB---_1LC0RB_1LD1RB_0LD1RB	counter_boxfail	0.071	dense	A0@0	-
1RB---_1LC0RC_0LD1RC_1RB1LD	sweep_counter	0.333	dense	A0@0	-
1RB---_1LC0RD_0LC1RB_1LB0RB	counter_boxfail	0.062	dense	A0@0	-
1RB---_1LC0RD_0LC1RB_1LB0RD	counter_boxfail	0.071	dense	A0@0	-
1RB---_1LC0RD_0LC1RB_1LC0RB	counter_boxfail	0.068	dense	A0@0	-
1RB---_1LC0RD_0LC1RD_1LC0RB	counter_boxfail	0.068	dense	A0@0	-
1RB---_1LC0RD_1LD1LB_1RB0LC	bouncer_hybrid	0.516	sparse	A0@0	-
1RB---_1LC0RD_1RB1LC_0LC1RD	sweep_counter	0.333	dense	A0@0	-
1RB---_1LC0RD_1RD0LB_1RB1RC	bouncer_hybrid	0.486	sparse	A0@0	-
1RB---_1LC1LB_0LC1RD_0RB0RD	counter_boxfail	0.062	dense	A0@0	-
1RB---_1LC1LC_1RD0LC_0RD1LA	counter_new	0.068	dense	B0@1	boarded
1RB---_1LC1LD_0RC1LA_1RC0LD	counter_new	0.065	dense	B0@1	boarded
1RB---_1LC1LD_1RD0LB_1LB0RC	bouncer_hybrid	0.493	sparse	A0@0	-
1RB---_1LC1RA_0RB0LD_0LC0LC	counter_new	0.062	dense	D0@3	boarded
1RB---_1LC1RA_0RB0LD_0RC0LC	counter_new	0.061	dense	D0@3	boarded
1RB---_1LC1RA_0RB0LD_0RD0LC	counter_new	0.061	dense	D0@4	boarded
1RB---_1LC1RA_0RB0LD_1LC0LC	counter_new	0.062	dense	D0@3	boarded
1RB---_1LC1RA_0RB0LD_1RA0LC	counter_new	0.062	dense	D0@3	boarded
1RB---_1LC1RA_0RB0LD_1RC0LC	counter_new	0.061	dense	D0@3	boarded
1RB---_1LC1RA_0RB0LD_1RD0LC	counter_new	0.062	dense	D0@4	boarded
1RB---_1LC1RB_0LB1RD_1LC0RD	counter_boxfail	0.073	dense	A0@0	-
1RB---_1LC1RB_0RB0LD_0RB1LD	sweep_counter	0.332	dense	A0@0	-
1RB---_1LC1RB_0RD0LD_0RB1LD	sweep_counter	0.332	dense	A0@0	-
1RB---_1LC1RB_1LD0LD_0RB1LD	sweep_counter	0.332	dense	A0@0	-
1RB---_1LC1RB_1RB0LD_0RB1LD	sweep_counter	0.332	dense	A0@0	-
1RB---_1LC1RB_1RD0LD_0RB1LD	sweep_counter	0.332	dense	A0@0	-
1RB---_1LC1RC_0LD0RC_1LA1LD	counter_new	0.073	dense	B0@1	boarded
1RB---_1LC1RC_0RC1LD_1LA0LD	counter_new	0.071	dense	B0@1	boarded
1RB---_1LC1RD_0LB1RD_1LC0RD	counter_boxfail	0.073	dense	A0@0	-
1RB---_1LC1RD_0LC1RD_1LB0RD	counter_boxfail	0.071	dense	A0@0	-
1RB---_1LC1RD_0RB0LC_1RA0LB	counter_new	0.076	dense	D1@7	boarded
1RB---_1LC1RD_0RB0LC_1RA0LC	counter_new	0.076	dense	D1@7	boarded
1RB---_1LC1RD_0RB0LC_1RA0RB	counter_new	0.074	dense	D1@7	boarded
1RB---_1LC1RD_0RB0LC_1RA0RC	counter_new	0.072	dense	D1@7	boarded
1RB---_1LC1RD_0RB0LC_1RA1RA	counter_new	0.076	dense	D1@7	boarded
1RB---_1LC1RD_0RB0LC_1RA1RC	counter_new	0.072	dense	D1@7	boarded
1RB---_1LC1RD_1LA1LC_0LC0RD	counter_new	0.073	dense	B0@1	boarded
1RB---_1RC0LC_0RD1LC_1LB1RD	sweep_counter	0.333	dense	A0@0	-
1RB---_1RC0LD_1LB1RC_0RC1LD	sweep_counter	0.333	dense	A0@0	-
1RB---_1RC0LD_1LD0RB_1LB1LC	bouncer_hybrid	0.493	sparse	A0@0	-
1RB---_1RC0LD_1LD1RA_0RC0LD	counter_new	0.076	dense	B1@10	boarded
1RB---_1RC0LD_1RD1RB_1LB0RC	bouncer_hybrid	0.529	sparse	A0@0	-
1RB---_1RC0RC_0LD1RC_1RB1LD	sweep_counter	0.333	dense	A0@0	-
1RB---_1RC0RC_1LD1RA_0RC0LD	counter_new	0.072	dense	B1@10	boarded
1RB---_1RC0RD_1LD1RA_0RC0LD	counter_new	0.071	dense	B1@10	boarded
1RB---_1RC1LB_0LB0RD_0LB1RD	sweep_counter	0.332	dense	A0@0	-
1RB---_1RC1LB_0LD0RD_0LB1RD	sweep_counter	0.332	dense	A0@0	-
1RB---_1RC1LB_1LB0RD_0LB1RD	sweep_counter	0.332	dense	A0@0	-
1RB---_1RC1LB_1LD0RD_0LB1RD	sweep_counter	0.332	dense	A0@0	-
1RB---_1RC1LB_1RD0RD_0LB1RD	sweep_counter	0.332	dense	A0@0	-
1RB---_1RC1RA_1LD1RB_0RB0LD	counter_boxfail	0.073	dense	A0@13,B1@12	-
1RB---_1RC1RC_0LD0RC_1LA1LD	counter_new	0.073	dense	B0@1	boarded
1RB---_1RC1RC_1LD1RA_0RC0LD	counter_new	0.076	dense	B1@10	boarded
1RB---_1RC1RD_1LD0RB_1RB0LC	bouncer_hybrid	0.493	sparse	A0@0	-
1RB---_1RC1RD_1LD1RA_0RC0LD	counter_new	0.071	dense	B1@10	boarded
1RB0LB_0LB1RC_1RD0RC_1LA0LC	counter_new	0.068	dense	A0@0	boarded
1RB0LB_0LB1RC_1RD0RC_1LA1LC	counter_new	0.073	dense	A0@0	boarded
1RB0LB_0RC0LA_1LB1RD_1LA1RC	counter_boxfail	0.065	dense	A0@0	-
1RB0LB_0RC0LA_1LB1RD_1RC---	counter_new	0.061	dense	A0@0	boarded
1RB0LB_0RC0LA_1RD---_1LA1RC	counter_new	0.071	dense	A0@0	boarded
1RB0LB_0RC0LB_1RD---_1LA1RC	counter_new	0.071	dense	A0@0	boarded
1RB0LB_0RC1LA_1LB1RD_1RC0LA	counter_boxfail	0.070	dense	A0@0	-
1RB0LB_0RC1LB_1LA1RD_1RC0LB	counter_new	0.071	sparse	A0@3	boarded
1RB0LB_0RC1LB_1LB1RD_1LA1RD	sweep_counter	0.331	dense	A0@0	-
1RB0LB_0RC1LB_1LD1RC_0LA1LA	sweep_counter	0.333	dense	D0@7	-
1RB0LB_0RC1LB_1LD1RC_0RB1LA	sweep_counter	0.333	dense	D0@31	-
1RB0LB_0RC1LB_1LD1RC_0RC1LA	sweep_counter	0.333	dense	D0@29	-
1RB0LB_0RC1LB_1LD1RC_0RD1LA	sweep_counter	0.333	dense	D0@3	-
1RB0LB_0RC1LB_1LD1RC_1LA0LB	sweep_counter	0.334	dense	A1@4	-
1RB0LB_0RC1LB_1LD1RC_1LA1LA	sweep_counter	0.333	dense	D0@7	-
1RB0LB_0RC1LB_1LD1RC_1LB1LA	sweep_counter	0.333	dense	D0@3	-
1RB0LB_0RC1LB_1LD1RC_1LC1LA	sweep_counter	0.333	dense	D0@3	-
1RB0LB_0RC1LB_1LD1RC_1RA1LA	sweep_counter	0.333	dense	D0@15	-
1RB0LB_0RC1LB_1LD1RC_1RB1LA	sweep_counter	0.333	dense	D0@3	-
1RB0LB_0RC1LB_1LD1RC_1RC1LA	sweep_counter	0.333	dense	D0@3	-
1RB0LB_0RC1LB_1RD0LB_1LA1RC	counter_new	0.060	sparse	A0@0	boarded
1RB0LB_0RC1LB_1RD1RD_1LA1RD	sweep_counter	0.331	dense	A0@0	-
1RB0LB_0RC1LD_1LB1RC_0RA0LB	counter_new	0.070	sparse	A0@0	boarded
1RB0LB_0RC1LD_1LB1RC_1LC1LA	counter_new	0.076	sparse	A0@0	no anchor
1RB0LB_1LA0LC_0LB0RD_1RD1LB	counter_new	0.073	sparse	A1@2	boarded
1RB0LB_1LA0LC_0LB0RD_1RD1LC	counter_new	0.062	sparse	A1@2	boarded
1RB0LB_1LA0LC_1RD0LC_0RD1LB	counter_new	0.065	dense	A1@2	boarded
1RB0LB_1LA0RC_1LD0RC_0LD0RB	counter_new	0.068	dense	A1@2	boarded
1RB0LB_1LA1LC_1LB0RD_0LB1RD	counter_new	0.071	sparse	A1@2	boarded
1RB0LB_1LA1LC_1LB0RD_0LC1RD	counter_new	0.061	sparse	A1@2	boarded
1RB0LB_1LA1LC_1RD0LC_0RD1LA	counter_new	0.062	dense	A1@2,B0@3	boarded
1RB0LB_1LA1RC_0LD0RB_1RB1LD	counter_new	0.073	sparse	A1@2	boarded
1RB0LB_1LA1RC_1LD0RC_0LD1RB	counter_new	0.055	dense	A0@4	boarded
1RB0LB_1LC---_0RA1RD_1LB0RD	counter_new	0.068	dense	A0@0	boarded
1RB0LB_1LC0LA_1LA1RD_1RC0RD	counter_new	0.071	dense	A0@0	boarded
1RB0LB_1LC0LA_1LB1RD_1RC0RC	counter_new	0.073	dense	A0@0	boarded
1RB0LB_1LC0LB_1LA1RD_1RC0RD	counter_new	0.071	dense	A0@0	boarded
1RB0LB_1LC0RB_1LD1RB_0RA1RB	counter_boxfail	0.073	dense	A0@0	-
1RB0LB_1LC0RD_0RA1RB_1LB0RD	counter_new	0.068	dense	A0@0	boarded
1RB0LB_1LC1LA_1RD1RC_0LA0RC	counter_boxfail	0.075	dense	A0@0	-
1RB0LB_1LC1LC_1RA1RD_1LB0RD	counter_new	0.068	dense	A0@0	boarded
1RB0LB_1LC1RA_0RB0LC_------	counter_boxfail	0.062	dense	A1@7	-
1RB0LB_1LC1RD_0LB1RA_1LB0RD	counter_new	0.072	sparse	A0@0	boarded
1RB0LB_1LC1RD_0RA1RA_1LB0RD	counter_new	0.060	dense	A0@0	boarded
1RB0LB_1LC1RD_0RB0LC_1RB0LA	counter_boxfail	0.062	dense	A0@0,A1@8,D1@7	-
1RB0LB_1LC1RD_0RB0LC_1RB1LA	counter_boxfail	0.062	dense	A0@0,A1@8,D1@7	-
1RB0LB_1LC1RD_1LA0LC_0RD1LC	counter_new	0.067	dense	A1@14,B0@15	boarded
1RB0LB_1RC1LB_0LA0RD_1LA1RD	sweep_counter	0.333	dense	C0@2	-
1RB0LB_1RC1LB_0LC0RD_1LA1RD	sweep_counter	0.333	dense	C0@2	-
1RB0LB_1RC1LB_0LD0RD_1LA1RD	sweep_counter	0.333	dense	C0@133	-
1RB0LB_1RC1LB_0RD0RD_1LA1RD	sweep_counter	0.333	dense	C0@24	-
1RB0LB_1RC1LB_1LA0RD_1LA1RD	sweep_counter	0.333	dense	C0@123	-
1RB0LB_1RC1LB_1LA1RD_0LB0RC	counter_new	0.073	sparse	A1@3	boarded
1RB0LB_1RC1LB_1LB0RD_1LA1RD	sweep_counter	0.333	dense	C0@2	-
1RB0LB_1RC1LB_1LC0RD_1LA1RD	sweep_counter	0.333	dense	C0@8	-
1RB0LB_1RC1LB_1LD0RD_1LA1RD	sweep_counter	0.333	dense	A0@0	-
1RB0LB_1RC1LB_1RD0RD_1LA1RD	sweep_counter	0.333	dense	A0@0	-
1RB0LB_1RC1LD_0LB0RC_1LB0LA	counter_boxfail	0.058	dense	A0@5,A1@13,D1@12	-
1RB0LB_1RC1LD_0LB0RC_1LB0RA	counter_boxfail	0.061	dense	A0@0,A1@5,D1@4	-
1RB0LB_1RC1LD_0LB0RC_1LB1RA	counter_boxfail	0.061	dense	A0@0,A1@5,D1@4	-
1RB0LB_1RC1LD_1RD0RC_1LB1LA	counter_new	0.070	dense	A0@0	boarded
1RB0LB_1RC1RD_0LA1LA_1LB0RD	counter_new	0.060	dense	A0@0	boarded
1RB0LC_0LA0RD_1LD1LA_1RB1RD	counter_boxfail	0.075	dense	A0@0	-
1RB0LC_0LA1LA_0RD1LA_1LC1RD	counter_new	0.062	sparse	B0@1	boarded
