# spec	subclass	growth_exp_1e6_1e8	live_density_1e8	quiet_pins_1e8	qc_result
1RB1LA_1LC1RD_1RA1LB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RA1LC_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RA1RA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RA1RB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RA1RD_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RB0LB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RB0RA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RB0RB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RB0RD_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RB1LA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RB1LB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RB1LC_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RB1RA_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RB1RB_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1LC1RD_1RB1RD_0LA0RB	counter_new	0.073	sparse	C1@2	boarded
1RB1LA_1RC0RB_1LC1LD_---0LA	counter_boxfail	0.055	dense	C0@2	-
1RB1LA_1RC0RC_0LD1RC_1LA1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1RC0RC_0LD1RC_1LC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1RC0RC_0LD1RC_1LD1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1RC0RC_0LD1RC_1RC1LA	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1RC0RC_1LC1RD_0LA1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1RC0RC_1LD1RC_0LC0LA	sweep_counter	0.333	dense	D0@8	-
1RB1LA_1RC0RC_1LD1RC_0RA0LA	sweep_counter	0.333	dense	D0@8	-
1RB1LA_1RC0RC_1LD1RC_1LB0LA	sweep_counter	0.333	dense	D0@8	-
1RB1LA_1RC0RC_1LD1RC_1LC0LA	sweep_counter	0.334	dense	B0@1	-
1RB1LA_1RC0RC_1LD1RC_1LD0LA	sweep_counter	0.333	dense	D0@8	-
1RB1LA_1RC0RC_1LD1RC_1RB0LA	sweep_counter	0.333	dense	D0@8	-
1RB1LA_1RC0RC_1LD1RC_1RC0LA	sweep_counter	0.334	dense	B0@1	-
1RB1LA_1RC0RC_1LD1RC_1RD0LA	sweep_counter	0.333	dense	D0@8	-
1RB1LA_1RC0RD_0LA1RC_1LD1RC	sweep_counter	0.333	dense	B0@1	-
1RB1LA_1RC0RD_1LA0LA_1LC1RD	sweep_counter	0.333	dense	B0@1	-
1RB1LA_1RC0RD_1LA1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1RC0RD_1LC1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1RC0RD_1LD0LA_1LC1RD	sweep_counter	0.334	dense	B0@15	-
1RB1LA_1RC0RD_1LD1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1RC0RD_1RD0LA_1LC1RD	sweep_counter	0.334	dense	B0@13	-
1RB1LA_1RC0RD_1RD1LA_0LC1RD	sweep_counter	0.332	dense	B0@1	-
1RB1LA_1RC1LB_1LA1RD_0LB0RC	counter_new	0.073	sparse	A1@4	boarded
1RB1LA_1RC1RC_0LA0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1RC1RC_0LD0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1RC1RC_1LA0RD_0LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB1LA_1RC1RC_1LA0RD_1LA1RD	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1RC1RC_1LD0RD_0LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB1LA_1RC1RC_1LD0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_1RC1RC_1RD0RD_0LA1RD	sweep_counter	0.333	dense	B0@1	-
1RB1LA_1RC1RC_1RD0RD_1LA1RD	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_1RC1RD_1LA0LC_0RD1LC	counter_new	0.071	dense	A1@4,B0@1	boarded
1RB1LA_1RC1RD_1LA1RC_0LA0RC	bouncer_hybrid	0.478	sparse	B0@1	-
1RB1LA_1RC1RD_1LA1RC_0LC0RC	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1RC1RD_1LA1RC_1LA0RC	bouncer_hybrid	0.536	sparse	B0@1	-
1RB1LA_1RC1RD_1LA1RC_1LC0RC	bouncer_hybrid	0.492	sparse	B0@1	-
1RB1LA_1RC1RD_1LA1RC_1RC0RC	bouncer_hybrid	0.492	sparse	B0@1	-
1RB1LB_0LB1LC_1RD0RC_1LA0RC	counter_new	0.070	dense	A0@0	boarded
1RB1LB_0LB1RC_0LD0RC_1LA1LD	counter_new	0.066	sparse	B0@1	no overflow chain
1RB1LB_0LB1RC_1LD0RC_0LB1RA	counter_new	0.068	dense	A0@0	boarded
1RB1LB_0LB1RC_1LD0RC_0RA1RA	counter_new	0.060	dense	A0@0	boarded
1RB1LB_0LB1RC_1LD0RC_0RA1RC	counter_new	0.068	dense	A0@0	boarded
1RB1LB_0LB1RC_1LD0RC_1LB1RA	counter_new	0.071	dense	A0@0	no interior chain
1RB1LB_0LB1RC_1LD1RA_0RC0LD	counter_boxfail	0.061	dense	A1@9	-
1RB1LB_0LB1RC_1RD0RC_0LA1LA	counter_new	0.057	dense	A0@0	no interior chain
1RB1LB_0LB1RC_1RD0RC_0LA1LC	counter_new	0.071	dense	A0@0	no interior chain
1RB1LB_0LB1RC_1RD0RC_1LA---	counter_new	0.073	dense	A0@0	boarded
1RB1LB_0LB1RC_1RD0RD_1LA0RC	counter_new	0.073	dense	A0@0	boarded
1RB1LB_0LC1RB_1LD0RB_1RA1LC	counter_new	0.064	sparse	A0@0	boarded
1RB1LB_0LC1RB_1RA1LD_1LC0RB	counter_new	0.075	sparse	A0@0	boarded
1RB1LB_0LC1RB_1RD1LC_0LA0RB	sweep_counter	0.332	dense	A0@0	-
1RB1LB_0LC1RB_1RD1LC_1LA0RB	sweep_counter	0.332	dense	A0@0	-
1RB1LB_0LC1RD_1LA1LC_0LC0RD	counter_boxfail	0.066	sparse	B0@1	-
1RB1LB_0RC0LA_1RD0LB_1LA1RC	counter_boxfail	0.052	dense	A0@0	-
1RB1LB_0RC0LA_1RD0LB_1LC1RC	counter_boxfail	0.058	dense	A0@0	-
1RB1LB_0RC0LB_1RD1RA_1LA1RC	counter_boxfail	0.076	dense	A0@0	-
1RB1LB_0RC0LB_1RD1RC_1LA---	counter_new	0.071	dense	A0@0	boarded
1RB1LB_0RC0LC_1LC1RD_1RB0LA	counter_boxfail	0.066	dense	A0@0	-
1RB1LB_0RC0LC_1RD1LC_1LA1RD	bouncer_hybrid	0.492	sparse	A0@0	-
1RB1LB_0RC0LD_1LA1RC_1RC1LD	bouncer_hybrid	0.478	sparse	A0@3	-
1RB1LB_0RC0LD_1LD1RC_0RA1LB	counter_new	0.070	dense	A1@4	boarded
1RB1LB_0RC1LB_1LA1RD_1RC0LB	counter_new	0.075	sparse	A0@3	boarded
1RB1LB_0RC1LB_1LD1RC_0RA0LB	sweep_counter	0.331	dense	A0@0	-
1RB1LB_0RC1LB_1LD1RC_1LA0LB	sweep_counter	0.332	dense	A1@4	-
1RB1LB_0RC1LB_1LD1RC_1RA0LB	sweep_counter	0.332	dense	A0@0	-
1RB1LB_0RC1LB_1RD0LB_1LA1RC	counter_new	0.062	sparse	A0@0	boarded
1RB1LB_0RC1LD_1LB1RC_0RA0LB	counter_new	0.075	dense	A0@0	boarded
1RB1LB_0RC1RD_1LA1LC_0LC0RD	counter_boxfail	0.066	sparse	B0@1	-
1RB1LB_1LA0LC_0LB0RD_1RD1LB	counter_new	0.071	sparse	A1@2	boarded
1RB1LB_1LA0LC_0LB0RD_1RD1LC	counter_new	0.061	sparse	A1@2	boarded
1RB1LB_1LA0LC_1RD0LC_0RD1LB	counter_new	0.062	dense	A1@2	boarded
1RB1LB_1LA0RC_0LD1RB_1RC1LD	counter_new	0.066	sparse	A0@4	boarded
1RB1LB_1LA0RC_1LD0RC_0LD0RB	counter_new	0.068	dense	A1@2	boarded
1RB1LB_1LA1LC_1LB0RD_0LB1RD	counter_new	0.073	sparse	A1@2	boarded
1RB1LB_1LA1LC_1LB0RD_0LC1RD	counter_new	0.062	sparse	A1@2	boarded
1RB1LB_1LA1LC_1RD0LC_0RD1LA	counter_new	0.062	dense	A1@2,B0@3	boarded
1RB1LB_1LA1LC_1RD0LC_0RD1RA	counter_new	0.055	dense	A0@4,B0@3	boarded
1RB1LB_1LA1RC_0LD0RB_1RB1LD	counter_new	0.073	sparse	A1@2	boarded
1RB1LB_1LA1RC_0RC1LD_1LA0LD	counter_new	0.071	dense	A1@2,B0@3	boarded
1RB1LB_1LA1RC_1RB0LD_0RB1LD	counter_new	0.071	sparse	A0@4	boarded
1RB1LB_1LA1RC_1RB0LD_0RC1LD	counter_new	0.061	sparse	A0@4	boarded
1RB1LB_1LB1LC_1RD0LC_0RD1RA	counter_new	0.057	dense	A0@0,B0@1	boarded
1RB1LB_1LB1RC_1LD0RC_0LB1RA	sweep_counter	0.332	dense	A0@0	-
1RB1LB_1LC0LC_0RD1LC_1LA1RD	sweep_counter	0.333	dense	A0@11	-
1RB1LB_1LC0LC_1RD1LB_1RA0RD	counter_boxfail	0.065	dense	A0@9	-
1RB1LB_1LC0LC_1RD1LC_1LA1RD	bouncer_hybrid	0.492	sparse	A0@0	-
1RB1LB_1LC0LD_0RD0LC_1RA1RD	counter_new	0.062	dense	A1@5	boarded
1RB1LB_1LC0RA_1RD1LB_0LC0RD	counter_boxfail	0.062	dense	A0@0,A1@23,B1@22	-
1RB1LB_1LC0RD_0RA1RB_0RB0LB	counter_new	0.066	dense	A0@0	boarded
1RB1LB_1LC1LA_1RD1LB_0LC0RD	counter_boxfail	0.062	dense	A0@23,A1@25,B1@24	-
1RB1LB_1LC1LD_0RC1RA_1RC0LD	counter_new	0.057	dense	A0@0,B0@1	boarded
1RB1LB_1LC1RB_0RB1LD_0RA0LC	counter_new	0.062	sparse	A0@0	boarded
1RB1LB_1LC1RB_0RB1LD_1RA0LC	counter_new	0.062	sparse	A0@0	boarded
1RB1LB_1LC1RB_1RA0LD_0RB1LD	sweep_counter	0.332	dense	A0@0	-
1RB1LB_1LC1RD_0LB1RA_1LB0RD	counter_new	0.077	dense	A0@0	boarded
1RB1LB_1LC1RD_0LB1RA_1LC0RD	counter_new	0.073	dense	A0@0	no interior chain
1RB1LB_1LC1RD_0RD0LC_1LC1RA	counter_boxfail	0.066	dense	A1@7	-
1RB1LB_1RC0LC_0RD1LC_1LA1RD	sweep_counter	0.333	dense	A0@4	-
1RB1LB_1RC0LC_1RD1LC_1LA1RD	bouncer_hybrid	0.492	sparse	A0@0	-
1RB1LB_1RC0LD_0LA1RB_0RB1LD	counter_new	0.064	dense	A0@0	no overflow chain
1RB1LB_1RC0LD_1LA1RB_0RB1LD	counter_new	0.074	dense	A0@0	no overflow chain
1RB1LB_1RC0LD_1LA1RC_0RC1LD	sweep_counter	0.333	dense	A0@7	-
1RB1LB_1RC0LD_1LA1RC_1RC1LD	bouncer_hybrid	0.478	sparse	A0@0	-
1RB1LB_1RC1LA_0LA1RD_0LB0RD	counter_boxfail	0.071	dense	A0@5	-
1RB1LB_1RC1LB_0LA0RD_0LB1RD	sweep_counter	0.332	dense	A0@0	-
1RB1LB_1RC1LB_0LB1RD_0LA0RC	counter_new	0.070	sparse	A0@0	boarded
1RB1LB_1RC1LB_0LB1RD_1LA0RC	counter_new	0.062	sparse	A0@0	boarded
1RB1LB_1RC1LB_1LA0RD_0LB1RD	sweep_counter	0.332	dense	A0@0	-
1RB1LB_1RC1LB_1LA1RD_0LB0RC	counter_new	0.073	sparse	A1@3	boarded
1RB1LB_1RC1LD_0LB0RC_1LB1RA	counter_new	0.064	sparse	A0@0	boarded
1RB1LB_1RC1LD_0LD0RC_1LB0LA	counter_boxfail	0.071	dense	A0@0,A1@4,D1@3	-
1RB1LB_1RC1RD_1LA0LA_0LB0RD	counter_new	0.068	dense	A0@0	boarded
1RB1LB_1RC1RD_1LA1LC_0LC0RD	counter_boxfail	0.066	sparse	B0@1	-
1RB1LB_1RC1RD_1LB0LA_1LC0RD	counter_new	0.065	dense	A0@0	boarded
1RB1LC_0LA---_1RD0LC_0RD1RB	counter_new	0.057	dense	A0@0	boarded
1RB1LC_0LA0RD_1LA0RD_0LA1RD	counter_new	0.071	sparse	B0@1	boarded
1RB1LC_0LA0RD_1LA0RD_0LC1RD	counter_new	0.061	sparse	B0@1	boarded
1RB1LC_0LA0RD_1RB1LC_0LC1RD	sweep_counter	0.332	dense	A0@0	-
1RB1LC_0LA0RD_1RD1LC_0LC1RB	counter_new	0.070	sparse	A0@0	boarded
1RB1LC_0LA1LD_0RC1LA_1RC0LD	counter_new	0.065	dense	A1@2,B0@1	boarded
1RB1LC_0LA1LD_1LA0RD_0LA1RD	counter_new	0.075	sparse	B0@1	boarded
1RB1LC_0LA1LD_1LA0RD_0LC1RD	counter_new	0.064	sparse	B0@1	boarded
1RB1LC_0LA1RA_1LA0RD_0LA1RD	counter_new	0.071	sparse	B0@1	boarded
1RB1LC_0LA1RC_0RC1LD_1LA0LD	counter_new	0.071	dense	A1@2,B0@1	boarded
1RB1LC_0LA1RC_1LA0RD_0LC1RD	counter_new	0.074	dense	B0@1	no overflow chain
1RB1LC_0LA1RC_1RB0LD_0RC1LD	counter_new	0.064	dense	A0@0	no overflow chain
1RB1LC_0LA1RD_1LA0LC_0RD0RA	counter_new	0.070	dense	B0@8	boarded
1RB1LC_0LA1RD_1LA0LC_0RD1LA	counter_new	0.060	dense	B0@1	boarded
1RB1LC_0LA1RD_1LA0LC_0RD1LC	counter_new	0.071	dense	A1@2,B0@1	boarded
1RB1LC_0LA1RD_1LA0RD_0LA1RD	counter_new	0.075	sparse	B0@1	boarded
1RB1LC_0LA1RD_1LA0RD_0LC1RD	counter_new	0.064	sparse	B0@1	boarded
1RB1LC_0LA1RD_1LA1LC_0LC0RD	counter_boxfail	0.071	sparse	B0@1	-
1RB1LC_0LA1RD_1LD0LC_0RD1LA	counter_new	0.071	dense	B0@1	boarded
1RB1LC_0LA1RD_1RB1LA_0LC0RD	counter_boxfail	0.071	dense	A0@0	-
1RB1LC_0LB1LA_1RD0LC_0RD0RB	counter_new	0.065	dense	B0@1	boarded
1RB1LC_0LB1LA_1RD0LC_0RD1RB	counter_new	0.055	dense	A0@3,B0@1	boarded
1RB1LC_0LB1RC_1LA0RD_0LC1RD	counter_new	0.074	dense	B0@1	no overflow chain
1RB1LC_0LC0RB_1LA0LB_------	counter_boxfail	0.070	dense	C1@2	-
1RB1LC_0LC0RB_1LA0LC_------	counter_boxfail	0.071	dense	C1@2	-
1RB1LC_0LC0RB_1LA0LD_0LB---	counter_boxfail	0.068	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0LD_0LC---	counter_boxfail	0.070	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0LD_0RB---	counter_boxfail	0.071	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0LD_0RC---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0LD_1LA---	counter_boxfail	0.071	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0LD_1LB---	counter_boxfail	0.068	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0LD_1RA0LB	counter_boxfail	0.068	dense	C1@6,D0@3,D1@7	-
1RB1LC_0LC0RB_1LA0LD_1RA0LC	counter_boxfail	0.070	dense	C1@6,D0@3,D1@7	-
1RB1LC_0LC0RB_1LA0LD_1RA0RB	counter_boxfail	0.071	dense	C1@6,D0@3,D1@7	-
1RB1LC_0LC0RB_1LA0LD_1RA0RC	counter_boxfail	0.073	dense	C1@6,D0@3,D1@7	-
1RB1LC_0LC0RB_1LA0LD_1RA1LA	counter_boxfail	0.071	dense	C1@6,D0@3,D1@7	-
1RB1LC_0LC0RB_1LA0LD_1RA1LB	counter_boxfail	0.068	dense	C1@6,D0@3,D1@7	-
1RB1LC_0LC0RB_1LA0LD_1RA1RC	counter_boxfail	0.073	dense	C1@6,D0@3,D1@7	-
1RB1LC_0LC0RB_1LA0LD_1RC---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0RB_------	counter_boxfail	0.073	dense	C1@2	-
1RB1LC_0LC0RB_1LA0RC_------	counter_boxfail	0.073	dense	C1@2	-
1RB1LC_0LC0RB_1LA0RD_0LB---	counter_boxfail	0.071	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0RD_0LC---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0RD_0RB---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0RD_0RC---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0RD_1LA---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0RD_1LB---	counter_boxfail	0.071	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA0RD_1LC0LA	counter_boxfail	0.073	dense	C1@19,D0@20,D1@16	-
1RB1LC_0LC0RB_1LA0RD_1LC0LB	counter_boxfail	0.068	dense	C1@15,D0@3,D1@16	-
1RB1LC_0LC0RB_1LA0RD_1LC0LC	counter_boxfail	0.070	dense	C1@15,D0@3,D1@16	-
1RB1LC_0LC0RB_1LA0RD_1LC0RB	counter_boxfail	0.073	dense	C1@15,D0@3,D1@16	-
1RB1LC_0LC0RB_1LA0RD_1LC1LB	counter_boxfail	0.068	dense	C1@15,D0@3,D1@16	-
1RB1LC_0LC0RB_1LA0RD_1LC1LC	counter_boxfail	0.073	dense	C1@15,D0@3,D1@16	-
1RB1LC_0LC0RB_1LA0RD_1LC1RB	counter_boxfail	0.073	dense	C1@15,D0@3,D1@16	-
1RB1LC_0LC0RB_1LA0RD_1RC---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA1LA_------	counter_boxfail	0.073	dense	C1@2	-
1RB1LC_0LC0RB_1LA1LB_------	counter_boxfail	0.070	dense	C1@2	-
1RB1LC_0LC0RB_1LA1LD_0LB---	counter_boxfail	0.068	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA1LD_0LC---	counter_boxfail	0.070	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA1LD_0RB---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA1LD_0RD0LB	counter_boxfail	0.070	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1LD_0RD0LC	counter_boxfail	0.071	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1LD_0RD0RB	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1LD_0RD0RC	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1LD_0RD1LA	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1LD_0RD1LB	counter_boxfail	0.070	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1LD_0RD1RC	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1LD_1LB---	counter_boxfail	0.068	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA1LD_1LC---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA1LD_1RB---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA1LD_1RC0LB	counter_boxfail	0.068	dense	C1@4,D0@3,D1@5	-
1RB1LC_0LC0RB_1LA1LD_1RC0LC	counter_boxfail	0.070	dense	C1@4,D0@3,D1@5	-
1RB1LC_0LC0RB_1LA1LD_1RC0RB	counter_boxfail	0.073	dense	C1@4,D0@3,D1@5	-
1RB1LC_0LC0RB_1LA1LD_1RC0RD	counter_boxfail	0.073	dense	C1@4,D0@7,D1@6	-
1RB1LC_0LC0RB_1LA1LD_1RC1LB	counter_boxfail	0.068	dense	C1@4,D0@3,D1@5	-
1RB1LC_0LC0RB_1LA1LD_1RC1LC	counter_boxfail	0.073	dense	C1@4,D0@3,D1@5	-
1RB1LC_0LC0RB_1LA1LD_1RC1RB	counter_boxfail	0.073	dense	C1@4,D0@3,D1@5	-
1RB1LC_0LC0RB_1LA1LD_1RD0LB	counter_boxfail	0.071	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1LD_1RD0RB	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1LD_1RD1LA	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1LD_1RD1LB	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1LD_1RD1RB	counter_boxfail	0.073	dense	C1@6,D0@3,D1@7	-
1RB1LC_0LC0RB_1LA1RC_------	counter_new	0.073	dense	C1@2	no overflow chain
1RB1LC_0LC0RB_1LA1RD_0LA0LB	counter_boxfail	0.070	dense	C1@16,D0@3,D1@17	-
1RB1LC_0LC0RB_1LA1RD_0LA0RA	counter_new	0.075	sparse	D0@3	boarded
1RB1LC_0LC0RB_1LA1RD_0LA1LA	counter_new	0.075	sparse	D0@3	boarded
1RB1LC_0LC0RB_1LA1RD_0LA1LB	counter_boxfail	0.073	dense	C1@16,D0@3,D1@17	-
1RB1LC_0LC0RB_1LA1RD_0LB---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA1RD_0LD0LB	counter_boxfail	0.070	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_0LD0LC	counter_boxfail	0.071	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_0LD0RB	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_0LD0RC	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_0LD1LA	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_0LD1LB	counter_boxfail	0.070	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_0LD1RC	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_0RB---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA1RD_0RC0LB	counter_boxfail	0.070	dense	C1@10,D0@3,D1@11	-
1RB1LC_0LC0RB_1LA1RD_0RC0LD	counter_boxfail	0.070	dense	C1@10,D0@13,D1@12	-
1RB1LC_0LC0RB_1LA1RD_0RC0RA	counter_new	0.075	sparse	D0@3	boarded
1RB1LC_0LC0RB_1LA1RD_0RC1LA	counter_new	0.075	sparse	D0@3	boarded
1RB1LC_0LC0RB_1LA1RD_0RC1LB	counter_boxfail	0.073	dense	C1@10,D0@3,D1@11	-
1RB1LC_0LC0RB_1LA1RD_1LA---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA1RD_1LB---	counter_boxfail	0.073	dense	C1@2,D0@3	-
1RB1LC_0LC0RB_1LA1RD_1LC0LB	counter_boxfail	0.073	dense	C1@4,D0@3,D1@5	-
1RB1LC_0LC0RB_1LA1RD_1LC0RB	counter_boxfail	0.073	dense	C1@4,D0@3,D1@5	-
1RB1LC_0LC0RB_1LA1RD_1LC1LA	counter_boxfail	0.073	dense	C1@4,D0@3,D1@5	-
1RB1LC_0LC0RB_1LA1RD_1LC1LB	counter_boxfail	0.073	dense	C1@4,D0@3,D1@5	-
1RB1LC_0LC0RB_1LA1RD_1LC1LD	counter_boxfail	0.073	dense	C1@35,D0@38,D1@37	-
1RB1LC_0LC0RB_1LA1RD_1LD0LB	counter_boxfail	0.070	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_1LD0LC	counter_boxfail	0.071	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_1LD0RA	counter_new	0.075	sparse	D0@3	boarded
1RB1LC_0LC0RB_1LA1RD_1LD0RB	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_1LD1LA	counter_new	0.075	sparse	D0@3	boarded
1RB1LC_0LC0RB_1LA1RD_1LD1LB	counter_boxfail	0.070	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_1LD1LC	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_1LD1RB	counter_boxfail	0.073	dense	C1@2,D0@3,D1@4	-
1RB1LC_0LC0RB_1LA1RD_1RC0LB	counter_boxfail	0.071	dense	C1@6,D0@3,D1@7	-
1RB1LC_0LC0RB_1LA1RD_1RC0LD	counter_boxfail	0.071	dense	C1@6,D0@9,D1@8	-
1RB1LC_0LC0RB_1LA1RD_1RC0RA	counter_new	0.075	sparse	D0@3	boarded
1RB1LC_0LC0RB_1LA1RD_1RC1LA	counter_new	0.075	sparse	D0@3	boarded
1RB1LC_0LC0RB_1LA1RD_1RC1LB	counter_boxfail	0.073	dense	C1@6,D0@3,D1@7	-
1RB1LC_0LC0RB_1LD0LB_0RD1LA	counter_boxfail	0.064	dense	C1@2	-
1RB1LC_0LC0RB_1LD0LB_1LA---	counter_new	0.062	dense	C1@2	boarded
1RB1LC_0LC0RB_1LD0LB_1RB1LA	counter_boxfail	0.057	dense	C1@2	-
1RB1LC_0LC0RB_1LD0LC_0RD1LA	counter_boxfail	0.066	dense	C1@2	-
1RB1LC_0LC0RB_1LD0LC_1LA---	counter_new	0.063	dense	C1@2	boarded
1RB1LC_0LC0RB_1LD0LC_1RB1LA	counter_boxfail	0.059	dense	C1@2	-
1RB1LC_0LC0RB_1LD0RB_0RD1LA	counter_boxfail	0.068	dense	C1@2	-
1RB1LC_0LC0RB_1LD0RB_1LA---	counter_new	0.065	dense	C1@2	boarded
1RB1LC_0LC0RB_1LD0RB_1RB1LA	counter_boxfail	0.061	dense	C1@2	-
1RB1LC_0LC0RB_1LD0RC_0RD1LA	counter_boxfail	0.068	dense	C1@2	-
1RB1LC_0LC0RB_1LD0RC_1LA---	counter_new	0.065	dense	C1@2	boarded
1RB1LC_0LC0RB_1LD0RC_1RB1LA	counter_boxfail	0.061	dense	C1@2	-
1RB1LC_0LC0RB_1LD1LA_0RD1LA	counter_boxfail	0.068	dense	C1@2	-
1RB1LC_0LC0RB_1LD1LA_1RB1LA	counter_boxfail	0.061	dense	C1@2	-
1RB1LC_0LC0RB_1LD1LB_0RD1LA	counter_boxfail	0.064	dense	C1@2	-
